family,fine_clade,analysis_clade,n_compounds_structural,n_scaffolds,median_mw,median_logp,median_tpsa,median_fsp3,prevalence_phenolic,prevalence_methoxy,prevalence_prenyl,prevalence_sugar,prevalence_enone,n_occurrence_rows,n_compounds,n_species,n_genera,n_references,n_classes,rarefied_scaffolds_5,rarefied_scaffolds_10,rarefied_scaffolds_20,n_exclusive_scaffolds,novelty_ratio,exclusive_scaffold_share,expected_scaffolds,effort_adjusted_novelty,effort_adjusted_novelty_z
Rutaceae,Rosids (Malvids),Rosids,316,46,408.49400000000014,2.998750000000002,96.22000000000001,0.34615384615384615,0.8544303797468354,0.5632911392405063,0.27848101265822783,0.3259493670886076,0.16455696202531644,1063,316,86,30,194,8,4.256373435121631,7.411281243046574,12.309931724654986,16,0.14556962025316456,0.34782608695652173,55.53292271152731,-0.18467556959583842,-0.5514370741120941
Salicaceae,Rosids (Fabids),Rosids,79,18,302.28200000000004,2.405100000000001,110.38000000000001,0.1875,1,0.31645569620253167,0,0.16455696202531644,0.1518987341772152,238,79,30,5,46,5,3.817780354222708,6.290501971249478,9.974956824875278,5,0.22784810126582278,0.2777777777777778,17.793727943901583,0.010915784999306233,0.032594287131898346
Santalaceae,Santalales,Caryophyllales & Santalales,78,20,492.4770000000002,0.383799999999999,175.37,0.38095238095238093,0.9487179487179487,0.5384615384615384,0,0.782051282051282,0.2692307692307692,126,78,7,3,15,5,4.35410042778459,7.533919778284542,11.979833085125367,6,0.2564102564102564,0.3,17.606679019441177,0.12100183439386836,0.361308740871233
Sapindaceae,Rosids (Malvids),Rosids,78,25,576.5100000000003,2.7935000000000016,209.75999999999996,0.2,1,0.038461538461538464,0,0.19230769230769232,0,137,78,18,11,31,6,4.458005863268957,7.8981510664712244,13.020341324749399,3,0.32051282051282054,0.12,17.606679019441177,0.3345759346919275,0.9990361740787181
Sapotaceae,Asterids (Basal),Asterids,25,8,320.253,1.2517,130.61,0.2,0.92,0.12,0,0.16,0,37,25,11,7,12,4,3.6690193864106933,5.517963386727685,7.495652173913044,1,0.32,0.125,6.905478548940051,0.12966857100678197,0.3871874203867998
Sarcolaenaceae,Rosids (Malvids),Rosids,15,1,424.4930000000001,5.745100000000007,86.99000000000001,0.32,1,0.13333333333333333,1,0,0,16,15,1,1,2,2,1,1,,0,0.06666666666666667,0,4.6454446517078765,-1.0377017830640685,-3.0985540551252644
Sarraceniaceae,Asterids (Basal),Asterids,1,1,436.3690000000001,-0.3504000000000003,186.37,0.35,1,0,0,1,0,10,1,10,1,1,1,,,,0,1,0,0.8083925060275858,0.10070884810965575,0.30071434278136855
Saururaceae,Magnoliids,Early angiosperms & magnoliids,1,1,580.5390000000003,-1.1652000000000007,225.05999999999997,0.5185185185185185,1,0,0,1,0,1,1,1,1,1,1,,,,0,1,0,0.8083925060275858,0.10070884810965575,0.30071434278136855
Saxifragaceae,Saxifragales,Early eudicots & Saxifragales,26,7,433.3670000000001,1.9578999999999993,184.98,0.2,1,0,0,0.15384615384615385,0,36,26,11,6,14,3,3.710063849194277,5.480542798162937,6.852751596229857,1,0.2692307692307692,0.14285714285714285,7.125498845164508,-0.015565580979227445,-0.04647847276618813
Schisandraceae,Basal Angiosperms,Early angiosperms & magnoliids,21,8,358.39000000000004,3.054800000000002,127.45000000000002,0.2,1,0,0.19047619047619047,0.047619047619047616,0,28,21,7,3,7,3,3.8615165364391375,6.039768538994545,7.9523809523809526,0,0.38095238095238093,0,6.015631777013056,0.24908380696560584,0.7437586142141775
Sciadopityaceae,Gymnosperms,Gymnosperms,3,1,290.271,1.5460999999999998,110.38000000000001,0.2,1,0,0,0,0,3,3,1,1,1,1,,,,0,0.3333333333333333,0,1.554473191138598,-0.24469883441488138,-0.7306651853501183
Scrophulariaceae,Asterids (Lamiids),Asterids,9,4,610.5650000000002,-1.1566,234.28999999999996,0.5357142857142857,1,0.6666666666666666,0,0.7777777777777778,0,9,9,4,3,4,1,3.452380952380952,,,0,0.4444444444444444,0,3.206284306006654,0.17285824209648193,0.5161508014647077
Selaginellaceae,Lycophytes,Non-seed vascular plants,26,11,554.5070000000003,5.370100000000007,155.89,0.11088709677419355,1,0.6153846153846154,0,0.038461538461538464,0,29,26,9,1,10,3,4.2528428093645365,7.00401337792643,9.966220735785953,5,0.4230769230769231,0.45454545454545453,7.125498845164508,0.38989952712893716,1.1642311698737775
Simaroubaceae,Rosids (Malvids),Rosids,25,6,274.27200000000005,1.8405,97.99000000000001,0.13333333333333333,1,0,0.08,0.08,0.12,33,25,4,3,8,6,3.1216450216450227,4.445564678960827,5.728966685488425,0,0.24,0,6.905478548940051,-0.12164585727412436,-0.36323177862618744
Siparunaceae,Magnoliids,Early angiosperms & magnoliids,7,1,288.25500000000005,2.215500000000001,93.06000000000002,0.13333333333333333,1,0,0,0,0,7,7,1,1,2,2,1,,,0,0.14285714285714285,0,2.69635309474721,-0.6141995029494588,-1.833985824810388
Smilacaceae,Monocots,Monocots,62,15,436.41600000000017,1.5460999999999998,156.91,0.22416666666666668,1,0.11290322580645161,0,0.4032258064516129,0,88,62,8,1,15,6,4.069455085935645,6.6438194127760495,9.924537648886949,2,0.24193548387096775,0.13333333333333333,14.550271361286626,0.02851063288020317,0.08513210497170774
Solanaceae,Asterids (Lamiids),Asterids,63,17,432.38100000000014,2.215500000000001,130.61,0.2,1,0.2698412698412698,0.031746031746031744,0.2857142857142857,0.06349206349206349,105,63,15,8,19,11,4.17702547800514,6.981980518072448,10.743388830585793,2,0.2698412698412698,0.11764705882352941,14.745032187674767,0.13384685903438864,0.3996636939392985
Stachyuraceae,Rosids (Malvids),Rosids,10,6,1074.8150000000005,1.9022000000000054,493.3000000000002,0.17219387755102042,1,0,0,0,0,10,10,2,1,2,2,4.111111111111111,6,,2,0.6,0.3333333333333333,3.4537250089690232,0.45216932236659724,1.3501673701333063
Stemonaceae,Monocots,Monocots,16,1,298.338,4.142330000000003,61.06,0.19934640522875818,1,0.875,0,0,0,32,16,3,1,4,1,1,1,,0,0.0625,0,4.877405203883506,-1.0779681920961375,-3.218788641812824
Symplocaceae,Asterids (Basal),Asterids,3,2,466.43900000000014,-0.6778000000000008,178.53,0.45454545454545453,1,0.6666666666666666,0,1,0,3,3,2,1,2,2,,,,0,0.6666666666666666,0,1.554473191138598,0.1607662736932831,0.48004445728984624
Tamaricaceae,Caryophyllales,Caryophyllales & Santalales,2,2,384.33850000000007,0.3970999999999997,151.41,0.28422619047619047,1,0.5,0,0.5,0,4,2,1,1,2,1,,,,0,1,0,1.2104597905767478,0.30541174474312793,0.9119525624813051
Taxaceae,Gymnosperms,Gymnosperms,8,4,434.3985000000001,2.7524500000000023,160.07,0.2,1,0,0,0,0,9,8,3,1,4,3,3.3928571428571432,,,0,0.5,0,2.9542329147907322,0.23465128330253182,0.7006634249683207
Tectariaceae,Ferns,Non-seed vascular plants,6,2,306.27000000000004,1.2517,130.61,0.2,1,0,0,0.3333333333333333,0,6,6,1,1,1,2,2,,,0,0.3333333333333333,0,2.4308943454761054,-0.13420868064373326,-0.4007440850816934
Theaceae,Asterids (Basal),Asterids,126,41,594.5030000000003,2.614100000000001,240.98999999999995,0.1836734693877551,1,0.015873015873015872,0.007936507936507936,0.15873015873015872,0.0873015873015873,543,126,6,1,109,5,4.62103559600206,8.456513945840193,14.547166768002725,17,0.3253968253968254,0.4146341463414634,26.169709187381407,0.43556689834805473,1.3005929075014095
Thelypteridaceae,Ferns,Non-seed vascular plants,74,12,615.6065000000003,0.2527999999999993,206.21999999999997,0.5151515151515151,0.6756756756756757,0.47297297297297297,0.013513513513513514,0.8648648648648649,0.013513513513513514,86,74,8,8,15,5,3.626308263005155,5.408168779987987,7.507804077292469,10,0.16216216216216217,0.8333333333333334,16.85402362395856,-0.31727953846931634,-0.9473895261406464
Thymelaeaceae,Rosids (Malvids),Rosids,87,20,542.4960000000003,3.7639000000000022,162.98,0.1875,0.9770114942528736,0.3333333333333333,0.08045977011494253,0.10344827586206896,0.10344827586206896,179,87,19,7,44,8,3.9781847599571947,6.678966897704962,10.696070126572,12,0.22988505747126436,0.6,19.274878015955917,0.03513985421570931,0.104926809950245
Trochodendraceae,Basal Eudicots,Early eudicots & Saxifragales,1,1,290.271,1.5460999999999998,110.38000000000001,0.2,1,0,0,0,0,1,1,1,1,1,1,,,,0,1,0,0.8083925060275858,0.10070884810965575,0.30071434278136855
Typhaceae,Monocots (Commelinids),Monocots,6,1,282.2715,1.6932999999999998,100.26500000000001,0.2,1,0,0,0,0,15,6,2,1,3,1,1,,,0,0.16666666666666666,0,2.4308943454761054,-0.5396737887518978,-1.6114537277216607
Ulmaceae,Rosids (Fabids),Rosids,15,4,434.39700000000016,-0.34010000000000024,177.14,0.38095238095238093,1,0,0,0.8,0,18,15,3,1,5,3,2.798867798867803,3.622710622710624,,1,0.26666666666666666,0.25,4.6454446517078765,-0.12141105118991358,-0.36253065296921044
Urticaceae,Rosids (Fabids),Rosids,6,4,578.5260000000003,2.716650000000002,220.75999999999996,0.2,1,0,0,0,0,18,6,5,3,3,2,3.6666666666666665,,,0,0.6666666666666666,0,2.4308943454761054,0.37661694312225724,1.1245696744343896
Velloziaceae,Monocots,Monocots,10,2,354.35800000000006,3.3895000000000026,101.72000000000001,0.28289473684210525,1,0.2,0.5,0,0,13,10,3,1,3,1,1.9166666666666665,2,,0,0.2,0,3.4537250089690232,-0.3951285380206062,-1.179844878134776
Verbenaceae,Asterids (Lamiids),Asterids,15,5,288.25500000000005,2.324500000000001,107.22000000000001,0.13333333333333333,1,0.13333333333333333,0,0.2,0,21,15,3,2,8,3,2.5710955710955816,3.9047619047619078,,1,0.3333333333333333,0.2,4.6454446517078765,0.0609105056040411,0.18187739215581178
Viburnaceae,Asterids (Campanulids),Asterids,19,6,420.4140000000001,1.5460999999999998,145.91000000000003,0.2,1,0.2631578947368421,0,0.47368421052631576,0.15789473684210525,25,19,8,2,8,4,3.698056415548687,5.315789473684213,,0,0.3157894736842105,0,5.5642207774601,0.06427634180137143,0.19192770291785977
Violaceae,Rosids (Fabids),Rosids,15,8,608.5490000000001,-1.1566,227.19999999999996,0.4642857142857143,1,0.9333333333333333,0,0.8,0,15,15,2,1,5,3,4.333333333333344,7.0000000000000036,,1,0.5333333333333333,0.125,4.6454446517078765,0.4663756137122057,1.392587034795779
Vitaceae,Rosids (Basal),Rosids,99,33,452.4150000000002,2.518500000000001,181.04999999999998,0.2,0.9292929292929293,0.2828282828282828,0.020202020202020204,0.2727272727272727,0.13131313131313133,338,99,13,6,85,9,4.595229594493274,8.33837748052114,14.073161459345302,7,0.3333333333333333,0.21212121212121213,21.449795313069018,0.4150790279274128,1.2394165897877476
Vochysiaceae,Rosids (Malvids),Rosids,28,4,358.3900000000001,3.4243200000000016,86.99000000000001,0.28888888888888886,0.8571428571428571,0.7857142857142857,0,0.07142857142857142,0.03571428571428571,30,28,3,2,2,3,1.6878306878306883,2.3095238095238084,3.354497354497353,2,0.14285714285714285,0.5,7.562827949438674,-0.5379925910851624,-1.6064337095114671
Winteraceae,Magnoliids,Early angiosperms & magnoliids,3,2,450.39600000000013,0.038099999999999745,186.37,0.38095238095238093,1,0,0,0.6666666666666666,0,4,3,2,1,2,1,,,,0,0.6666666666666666,0,1.554473191138598,0.1607662736932831,0.48004445728984624
Woodsiaceae,Ferns,Non-seed vascular plants,8,3,293.3185,3.0025000000000013,66.75999999999999,0.17647058823529413,0.75,0.75,0,0,0.375,8,8,1,1,1,2,2.857142857142857,,,0,0.375,0,2.9542329147907322,0.011507731988322112,0.03436182745337543
Zingiberaceae,Monocots (Commelinids),Monocots,184,33,390.47900000000016,4.877900000000006,85.22000000000001,0.22857142857142856,0.9510869565217391,0.717391304347826,0.15760869565217392,0.010869565217391304,0.4076086956521739,382,184,22,9,66,7,4.085795106972085,6.8982538582242405,11.233220267196465,18,0.1793478260869565,0.5454545454545454,35.705582462214224,-0.0765683295637416,-0.22863130037548862
Zygophyllaceae,Rosids (Fabids),Rosids,7,2,296.322,2.8129,75.99000000000001,0.1875,1,0.5714285714285714,0.42857142857142855,0,0.42857142857142855,9,7,1,1,3,3,2,,,1,0.2857142857142857,0.5,2.69635309474721,-0.2087343948412943,-0.6232761821704205
