inchikey,n_classifiable_domains,n_concordant_domains,n_active_only_domains,n_above_cutoff_only_domains,n_mixed_evidence_domains,any_active_only,any_above_cutoff_only,any_mixed_evidence
KVQIUXZAWIOQHC-UHFFFAOYSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
KVXNRZVPNCKCNO-CMDGGOBGSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
KWSGAQMDMOUWHH-GPTJOGTASA-N,2,2,1,1,0,TRUE,TRUE,FALSE
KWZLIQOQDYHGPK-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
KXRUALBXWXRUTD-MDZDMXLPSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
KXVXSZGCAQDLCQ-JYAATUFISA-N,1,1,0,1,0,FALSE,TRUE,FALSE
KYFBXCHUXFKMGQ-IBGZPJMESA-N,3,3,1,2,0,TRUE,TRUE,FALSE
KYFBXCHUXFKMGQ-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
KYGKFGJZDFSTOO-HNKXTRRSSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
KYGXFLIBLYFPAZ-HRRASNIPSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
KYQZWONCHDNPDP-QNDFHXLGSA-N,6,6,3,3,0,TRUE,TRUE,FALSE
KZBMBIHZXUQFOR-INIZCTEOSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
KZNAGLGLKRUIPD-AWEZNQCLSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
KZNAGLGLKRUIPD-UHFFFAOYSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
KZQCCKUDYVSOLC-YMTXFHFDSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LADUYWRGWOLTCM-AZUAARDMSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LAQLCZKPJGMFRM-BJKOFHAPSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LBQIJVLKGVZRIW-ZDUSSCGKSA-N,5,4,3,1,1,TRUE,TRUE,TRUE
LCKRZXFBCWYAKU-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LDKAMVCGTURXMH-CPJSRVTESA-N,4,3,2,1,1,TRUE,TRUE,TRUE
LEFFXTVNSKTXIC-VIZOYTHASA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LGLLDPCJEPLYCU-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LGPCDNFADMBMDD-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
LGXFONKKRCFJMJ-NAVGAYGYSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
LHFMOLHENFWCMZ-WUFINQPMSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LHLLBACWHOWRGG-HWKANZROSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
LHPRYOJTASOZGJ-UHFFFAOYSA-N,5,2,0,2,3,FALSE,TRUE,TRUE
LKCOZWLUAKSRQM-IBUUURQNSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
LKCOZWLUAKSRQM-UMAWSMADSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
LKFQSODZCVNSSG-UHFFFAOYSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
LKKMBXHWLZIZLK-LDEBPVJWSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
LKNPFZQVNZFLIC-VQHVLOKHSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
LKQBEBUFBFOQAS-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LKRGIWICIRPKIL-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
LMCHYXAZXISBOS-UHFFFAOYSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
LMMACNCQNDTCON-UHFFFAOYSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
LNEYYODFMSUKGY-UXBLZVDNSA-N,2,1,0,1,1,FALSE,TRUE,TRUE
LNIQZRIHAMVRJA-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LNYJPSJEXBTRPO-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LOFJXYSYEDFQAI-UHFFFAOYSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
LOYXTWZXLWHMBX-VOTSOKGWSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
LPEPZZAVFJPLNZ-SFHVURJKSA-N,6,5,3,2,1,TRUE,TRUE,TRUE
LPEPZZAVFJPLNZ-UHFFFAOYSA-N,4,4,1,3,0,TRUE,TRUE,FALSE
LPNBCGIVZXHHHO-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LPRJKEYEZOKENY-KBYRMXMQSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LQHGGFQNRNEFIG-UHFFFAOYSA-N,2,0,0,0,2,FALSE,FALSE,TRUE
LQRHGTVFFPMWCG-BDHPMLJSSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LQRHGTVFFPMWCG-VCFSXNJSSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LQTXWAQTXRQFQG-JXFKEZNVSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LQXKAIKFJZYCKC-AWEZNQCLSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
LRSMBOSQWGHYCW-MDGZPELGSA-N,5,2,1,1,3,TRUE,TRUE,TRUE
LSHVYAFMTMFKBA-CTNGQTDRSA-N,7,4,4,0,3,TRUE,FALSE,TRUE
LSHVYAFMTMFKBA-FPOVZHCZSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
LSHVYAFMTMFKBA-PZJWPPBQSA-N,3,3,2,1,0,TRUE,TRUE,FALSE
LSHVYAFMTMFKBA-TZIWHRDSSA-N,9,3,2,1,6,TRUE,TRUE,TRUE
LSHVYAFMTMFKBA-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LSLXUDALHVEMQB-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LSLXUDALHVEMQB-ZDUSSCGKSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LTTQKYMNTNISSZ-KESSSICBSA-N,7,6,3,3,1,TRUE,TRUE,TRUE
LTTQKYMNTNISSZ-MWTRTKDXSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
LUAITIFQFJTQKA-LPHOPBHVSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LUGJWTLKPPWJAI-VQHVLOKHSA-N,2,1,0,1,1,FALSE,TRUE,TRUE
LVCUVLHYCYWHDY-LSDHHAIUSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LVJJFMLUMNSUFN-LAUBAEHRSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
LVOMAAAYDYWLKU-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
LWESBHWAOZORCQ-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
LWTDZKXXJRRKDG-KXBFYZLASA-N,3,1,1,0,2,TRUE,FALSE,TRUE
LWTDZKXXJRRKDG-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
LWZACZCRAUQSLH-UHFFFAOYSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
LYELQAFKYBUWAN-ONEGZZNKSA-N,2,1,0,1,1,FALSE,TRUE,TRUE
LYPURLGLYLCBSU-VMPITWQZSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
LYUYMCWIWGASRX-CMDGGOBGSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
LZSFFWMTNAFHNX-SFHVURJKSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
LZZOZGIVJWVVNH-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MACMAADVRVVHBD-VMPITWQZSA-N,4,3,1,2,1,TRUE,TRUE,TRUE
MBBVSWDIGPICDG-CMDBODPZSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MBKOHMUWTSBESL-UHFFFAOYSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
MDMCODCJMHTFIZ-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
MEJLVLSNRYLDSG-MDCVPAOJSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
MEZSKKITJGNMJJ-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MFQIWHVVFBCURA-ITSUVCJSSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MFQIWHVVFBCURA-KYSZGLPYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MFZJQZIWPCJMCW-YRNVUSSQSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MGJLSBDCWOSMHL-MIUGBVLSSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
MGSNGDMLFQANLV-MRXNPFEDSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
MGYYQYIFNBTUAB-JQYHKRKISA-N,2,2,0,2,0,FALSE,TRUE,FALSE
MGYYQYIFNBTUAB-UHFFFAOYSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
MHQGUSXLFCTZRO-CEUGJKJPSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MHYBVRYBSLBMGT-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MIKRORKCMXNOCX-DYNSHIFESA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MIYTVBARXCVVHZ-RYGJVYDSSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MJAIKSJQFBNFDU-LSDHHAIUSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MJBPUQUGJNAPAZ-AWEZNQCLSA-N,2,1,1,0,1,TRUE,FALSE,TRUE
MJJWBJFYYRAYKU-JGSKXVKLSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MJJWBJFYYRAYKU-OPKNDJPNSA-N,2,1,0,1,1,FALSE,TRUE,TRUE
MJJWBJFYYRAYKU-WLKQUGLZSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
MJPLGHSVCRZIQU-UHFFFAOYSA-N,3,1,0,1,2,FALSE,TRUE,TRUE
MLWIYODOURBGPI-UHFFFAOYSA-N,2,0,0,0,2,FALSE,FALSE,TRUE
MLXUEMGNSDHQTJ-QHCPKHFHSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
MMANUYZNFICSMK-VWLOTQADSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
MMPVAPMCVABQPS-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
MNKQAVLCMUQMSD-UHFFFAOYSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
MOESXQFGHNEYAH-RUDMXATFSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
MOJZMWJRUKIQGL-XILRTYJMSA-N,4,3,0,3,1,FALSE,TRUE,TRUE
MPHUIXUWWQSYED-MRXNPFEDSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MQFSCAHSIUPLSB-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MSPWKPQQHHCXLR-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
MSTDXOZUKAQDRL-UHFFFAOYSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
MSTNVJDHQJXVFI-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MTCFYYIJIXJCPF-NFJBMHMQSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MUXMFCFRUVLKED-PKOBYXMFSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MUYAUELJBWQNDH-UHFFFAOYSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
MVHAAGZZSATGDD-GOSISDBHSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
MVHAAGZZSATGDD-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MVIWTYPPWJVLDO-NSCUHMNNSA-N,2,1,0,1,1,FALSE,TRUE,TRUE
MXEIKUWMKSYEII-DETITRACSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
MXKKFADFYXJREN-VCFSXNJSSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MXRSYAGBZPTIHM-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
MYAHOBWCBIQQLV-UHFFFAOYSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
MYKDNKGHXHALEF-SJIVMEQQSA-N,2,1,1,0,1,TRUE,FALSE,TRUE
MYOQMGSQVOTIII-LVXARBLLSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
MYQAATJJIDGOMQ-AYPBNUJASA-N,3,3,2,1,0,TRUE,TRUE,FALSE
MZHFFPDKHDLFKQ-RMKNXTFCSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
NBQYBZYBTNQEQG-LSDHHAIUSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
NBWNNMPJMTYRRO-CYBMUJFWSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
NCHZAFAGBAEJJJ-BAYITLGHSA-N,4,2,1,1,2,TRUE,TRUE,TRUE
NCRSCUAICIRLHP-DRGXBFSJSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
NCWLTPKGFNPAMP-UHFFFAOYSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
NEIURIYDQMKXIG-QHCPKHFHSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
NEPMMBQHELYZIW-UHFFFAOYSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
NFPQQYQGNDMPGF-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
NGGYSPUAKQMTNP-UHFFFAOYSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
NGQVFILFHVPLFE-UHFFFAOYSA-N,2,0,0,0,2,FALSE,FALSE,TRUE
NGWYJYHAFLMHNW-UHFFFAOYSA-N,2,1,0,1,1,FALSE,TRUE,TRUE
NIJHLDLKJBWHOF-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
NIMIDMFTGGTHOH-UHFFFAOYSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
NIZFPXZQERMCLE-KVFWHIKKSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
NJHJXXLBWQXMRO-CZUORRHYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
NJIYMLLTXNGJHV-REZTVBANSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
NKPORGOKKIBGPG-LSDHHAIUSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
NKWZCXSFJQEDSE-IBGZPJMESA-N,1,1,1,0,0,TRUE,FALSE,FALSE
NLTOTZSPOYWSSP-IBGZPJMESA-N,3,3,1,2,0,TRUE,TRUE,FALSE
NLTOTZSPOYWSSP-UHFFFAOYSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
NMANELLSWUVZNL-XVNBXDOJSA-N,3,3,1,2,0,TRUE,TRUE,FALSE
NMQZMHHAWZDJOJ-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
NNTNZSXIELRUQM-KRWDZBQOSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
NPDBZFZFFJSOFA-VMPITWQZSA-N,3,3,1,2,0,TRUE,TRUE,FALSE
NPLRFSWZYOARFO-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
NPYOKEDYJXYSTA-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
NQIJCWMTBNAWNQ-NYYWCZLTSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
NRDMATSOBGRQDO-IAGOWNOFSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
NSEWTSAADLNHNH-LSBOWGMISA-N,4,3,0,3,1,FALSE,TRUE,TRUE
NSEWTSAADLNHNH-TXZJYACMSA-N,4,3,1,2,1,TRUE,TRUE,TRUE
NSFCLBVWJYYZMR-DNVFCKCGSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
NSGZYFCJQNNTFB-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
NSRJSISNDPOJOP-BBRMVZONSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
NSRJSISNDPOJOP-CZUORRHYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
NTMAFGPMRMTODT-BIJDMMQYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
NTMZAWZAUXOLLI-LVXARBLLSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
NUGRQNBDTZWXTP-UHFFFAOYSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
NUNFZNIXYWTZMW-LLVKDONJSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
NUOVQYNGOFQMCJ-QBHOUYDASA-N,1,1,1,0,0,TRUE,FALSE,FALSE
NVXSIKNLZGNCDG-XLQFRCBESA-N,1,1,1,0,0,TRUE,FALSE,FALSE
NXBYIJSAISXPKJ-WEVVVXLNSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
NXOJDMDERVDHQN-RKHOIXOUSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
NYCBUBKYUALZIH-UWVJOHFNSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
NYGYGFOLOACYGB-NKUGMWFWSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
NYSZJNUIVUBQMM-BQYQJAHWSA-N,4,3,2,1,1,TRUE,TRUE,TRUE
NZFNGIZKDZCAKF-SANMLTNESA-N,1,1,1,0,0,TRUE,FALSE,FALSE
OAAPAFSEMHJNTF-BJMVGYQFSA-N,4,4,2,2,0,TRUE,TRUE,FALSE
OACOFTWOXMNEJW-JIFSDZCSSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
OACOFTWOXMNEJW-UDJACXQRSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
OAMUEWCGJSSPRS-NSCUHMNNSA-N,2,1,1,0,1,TRUE,FALSE,TRUE
OATNGAGGUUMTSY-SOFGYWHQSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
OAUIRSVJXOFAOO-UHFFFAOYSA-N,3,3,2,1,0,TRUE,TRUE,FALSE
OAUREGNZECGNQS-IBGZPJMESA-N,2,1,0,1,1,FALSE,TRUE,TRUE
OBBCRPUNCUPUOS-UHFFFAOYSA-N,3,3,1,2,0,TRUE,TRUE,FALSE
OBGPEBYHGIUFBN-UHFFFAOYSA-N,4,3,2,1,1,TRUE,TRUE,TRUE
OBIUGMGQVQMVSK-UHFFFAOYSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
OBKKEZLIABHSGY-DOYQYKRZSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
OCGIXADHTXAPKN-MDZDMXLPSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
OCSVLSKWXCFMKU-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
OCTMMRDISKQYEL-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ODMIEGVTNZNSLD-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ODMIEGVTNZNSLD-WFASDCNBSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
OEIIVGQLDAYZNT-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
OEWNRXFOCUQZMN-AICVNBNXSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
OFKHJNZDWNKYOY-DBLNWHOKSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
OFKHJNZDWNKYOY-MNYVGDBSSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
OFLCPNIRDVOOEZ-WZONZLPQSA-N,3,3,2,1,0,TRUE,TRUE,FALSE
OFUWGCQDMVDLIR-RECXWPGBSA-N,3,3,1,2,0,TRUE,TRUE,FALSE
OFWYIUYVHYPQNX-JXFKEZNVSA-N,3,2,1,1,1,TRUE,TRUE,TRUE
OGBMVWVBHWHRGD-MWTRTKDXSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
OGFFMQWYZCTXCM-KXBFYZLASA-N,3,3,1,2,0,TRUE,TRUE,FALSE
OGFFMQWYZCTXCM-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
OHVOXMFXCZKNPR-UHFFFAOYSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
OILXOIAGIWQYOO-JKSUJKDBSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
OJOSVTQXBSSCMQ-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
OJUGVDODNPJEEC-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
OJZQYJGQIQVZMQ-UXHICEINSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
OKBQXURKDRNMAB-NRFANRHFSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
OKBWVJGQTFYYQA-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
OLKGXQNVTYDYLP-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
OMQADRGFMLGFJF-MNPJBKLOSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
OMWKLHZQLGFNOZ-JINQPTGOSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
ONCAJIQSAVIIRM-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
ONLZHAOKMQJPIC-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
OOAXWUFECWLVEQ-IZZNHLLZSA-N,3,2,0,2,1,FALSE,TRUE,TRUE
OPQNVODKGMOOPC-ZJVGCZFCSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
OQHDHVCMAOKOKY-HNNXBMFYSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
OQPMMZXQSPMSJV-FQEVSTJZSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ORDAZKGHSNRHTD-UXHICEINSA-N,4,1,1,0,3,TRUE,FALSE,TRUE
ORJDDOBAOGKRJV-AWEZNQCLSA-N,4,3,0,3,1,FALSE,TRUE,TRUE
ORJDDOBAOGKRJV-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ORXQGKIUCDPEAJ-YRNVUSSQSA-N,8,3,2,1,5,TRUE,TRUE,TRUE
OSGRVFMXDBIYIM-HHHXNRCGSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
OWGUBYRKZATRIT-QPJJXVBHSA-N,3,2,0,2,1,FALSE,TRUE,TRUE
OWVFKLIUBOKWCT-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
OYKVSVOHAHXIEQ-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
OYOSUYSYAMBCFW-YQFJPLGNSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
OYSKBZHHLYECLU-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
OYSSHUWICGHBOU-KGVSQERTSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
OZEVXMDBOINMTC-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
OZHIKCIPCFAOPM-MZNNUVDVSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
OZVILOLUKCJYAQ-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
PAAJONLTKBLVPE-UHFFFAOYSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
PACBGANPVNHGNP-RUDMXATFSA-N,5,3,1,2,2,TRUE,TRUE,TRUE
PADQINQHPQKXNL-LSDHHAIUSA-N,5,5,0,5,0,FALSE,TRUE,FALSE
PAILWWPOJHGXTM-FQEVSTJZSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
PBYRKMXDROOXMU-KCXYZFMFSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
PCNCQAWYRGWMFH-QFIPXVFZSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
PCNCQAWYRGWMFH-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
PCWHSSLCNUSQJY-UHFFFAOYSA-N,2,1,0,1,1,FALSE,TRUE,TRUE
PDTJZCUQXSFLDW-FQEVSTJZSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
PEALLWJXGZSLMC-NDEPHWFRSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
PEKZTKWPHQWTIM-KPKJPENVSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
PENVZGWIOSIDJF-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
PFTAWBLQPZVEMU-DZGCQCFKSA-N,10,4,0,4,6,FALSE,TRUE,TRUE
PFTAWBLQPZVEMU-HIFRSBDPSA-N,5,4,1,3,1,TRUE,TRUE,TRUE
PFTAWBLQPZVEMU-UHFFFAOYSA-N,6,4,0,4,2,FALSE,TRUE,TRUE
PFTAWBLQPZVEMU-UKRRQHHQSA-N,8,2,0,2,6,FALSE,TRUE,TRUE
PFTAWBLQPZVEMU-ZFWWWQNUSA-N,4,2,0,2,2,FALSE,TRUE,TRUE
PFTQIVMILQKDQN-PEBXRYMYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
PIAPWPAWQGDOMN-SXAWMYDMSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
PMFICSJNAUBMIQ-QRQCRPRQSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
PMKNILHJZILHLN-AGBQBWRISA-N,4,2,1,1,2,TRUE,TRUE,TRUE
PMQBKFKEJGCJIK-KRWDZBQOSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
PMRQWIMUVQIZNP-INIZCTEOSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
PMSZSXKBGUQXFG-UHFFFAOYSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
PNIFOHGQPKXLJE-SDQBBNPISA-N,2,1,0,1,1,FALSE,TRUE,TRUE
PNMOOGSNXGIKSQ-DJZRFWRSSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
POVCYOFRCMBMKD-XMSQKQJNSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
PRJFEGMPMYRWIX-MXIXYQCPSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
PRXFJZAFWLXJLQ-BZLDTDGYSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
PSEBCAMYGWGJMH-UHFFFAOYSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
PSJNLMVDUBCKQD-VBKZILBWSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
PTLQMLWEJRHXDU-VHIARPGFSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
PTLYOYNZZDSYSJ-XYOKQWHBSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
PUGPPUXRVZRDGR-INIZCTEOSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
PVSGPDNIJGJLPD-LEEIDUJMSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
PWAACAMQKVIVPZ-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
PXFKYAIDSYKIJA-DLBCFTNOSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
PXSWSGDFRGTMGP-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
PYJFTGHETRNBQP-QOTSWMAJSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
PYRZRPSTTNKOCS-MSOLQXFVSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
