inchikey,target_domain_macro,class_np,motif_methoxy,motif_prenyl,motif_sugar,motif_combination,mw,logp,tpsa,fsp3,structural_qc_status,median_pchembl,z_potency_equal_mean,z_potency_equal_median,z_potency_record_weighted,n_records,n_targets,n_assays,n_standard_types,standard_types,z_potency,delta_equal_mean_minus_record_weighted,delta_equal_median_minus_equal_mean
CYGYKDZFDJECKM-YNNZGITBSA-N,Phenotypic: Cancer and Cells,Flavanones,0,1,0,Prenyl,424.4930000000002,5.195900000000007,96.22000000000001,0.4,pass,4.97,0.248877388839894,0.248877388839894,0.24887738883989366,1,1,1,1,IC50,0.248877388839894,3.3306690738754696e-16,0
CYXCYFYWIZXENQ-JXFKEZNVSA-N,Infectious Diseases,Pterocarpan,0,1,0,Prenyl,324.37600000000003,4.216200000000002,58.92,0.3,pass,5.57,0.605131842625135,0.605131842625135,0.6830162217874124,3,3,3,2,IC50;Ki,0.605131842625135,-0.07788437916227742,0
CZOGIPODZHBTGK-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,0,0,0,Simple,336.3430000000001,4.055400000000003,79.90000000000002,0.15,pass,4.88,-0.204148347775443,-0.204148347775443,-0.20414834777544288,1,1,1,1,IC50,-0.204148347775443,-1.1102230246251565e-16,0
CZVSHXUUSIQWSO-CECMFTGFSA-N,Transporters and Ion Channels,Flavanones,1,1,0,Methoxy+Prenyl,438.5200000000003,5.753700000000004,96.22000000000001,0.34615384615384615,pass,4.32,-1.0208552768724,-1.0208552768724,-1.0208552768724002,2,2,2,1,IC50,-1.0208552768724,2.220446049250313e-16,0
DBSPNTHFWOUQFX-HNNXBMFYSA-N,Phenotypic: Cancer and Cells,Flavanones,0,0,0,Simple,378.3360000000001,4.114900000000004,120.36000000000001,0.09523809523809523,pass,4.8,-0.0584092235080147,-0.0584092235080147,-0.058409223508014745,1,1,1,1,IC50,-0.0584092235080147,4.163336342344337e-17,0
DBVYNXDREGTBRL-HWKANZROSA-N,Metabolic Enzymes,Chalcones,0,0,0,Simple,338.3590000000001,3.883700000000003,86.99000000000001,0.15,pass,5.75,0.721220746122328,0.721220746122328,0.7212207461223278,1,1,1,1,IC50,0.721220746122328,2.220446049250313e-16,0
DCKAGTTYZUDEDQ-RMKNXTFCSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,354.40200000000016,4.106100000000003,75.99000000000001,0.2857142857142857,pass,4.81,-0.0403335404287264,-0.0403335404287264,-0.04033354042872639,1,1,1,1,IC50,-0.0403335404287264,-1.3877787807814457e-17,0
DCTLJGWMHPGCOS-UHFFFAOYSA-N,Cell Signaling and Survival,Isoflavanones,0,1,0,Prenyl,404.4620000000002,5.564100000000006,79.9,0.24,pass,4.574999999999999,-1.0457044750854025,-1.0457044750854025,-1.045704475085405,2,2,2,2,IC50;Ki,-1.0457044750854025,2.4424906541753444e-15,0
DCTLJGWMHPGCOS-UHFFFAOYSA-N,Gene Regulation,Isoflavanones,0,1,0,Prenyl,404.4620000000002,5.564100000000006,79.9,0.24,pass,5.18,-0.194356743194967,-0.194356743194967,-0.19435674319496715,1,1,1,1,IC50,-0.194356743194967,1.3877787807814457e-16,0
DCTLJGWMHPGCOS-UHFFFAOYSA-N,General Assays and Safety,Isoflavanones,0,1,0,Prenyl,404.4620000000002,5.564100000000006,79.9,0.24,pass,4.645,-0.5955764715542096,-0.5955764715542096,-0.5955764715542096,2,2,2,2,EC50;IC50,-0.5955764715542096,0,0
DCTLJGWMHPGCOS-UHFFFAOYSA-N,Infectious Diseases,Isoflavanones,0,1,0,Prenyl,404.4620000000002,5.564100000000006,79.9,0.24,pass,5.49,1.0152439196556096,0.838784980111967,1.348935318625827,6,6,6,3,EC50;IC50;Ki,1.0152439196556096,-0.3336913989702175,-0.17645893954364256
DDKGKOOLFLYZDL-UHFFFAOYSA-N,General Assays and Safety,Isoflavones,0,0,0,Simple,270.24,2.5768000000000013,90.9,0,pass,6.14,1.39754244136927,1.39754244136927,1.3975424413692739,3,2,3,1,IC50,1.39754244136927,-3.774758283725532e-15,0
DDKGKOOLFLYZDL-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,0,0,0,Simple,270.24,2.5768000000000013,90.9,0,pass,5.15,0.281355097965249,0.281355097965249,0.2813550979652488,1,1,1,1,IC50,0.281355097965249,1.6653345369377348e-16,0
DDKGKOOLFLYZDL-UHFFFAOYSA-N,Inflammation and Proteolysis,Isoflavones,0,0,0,Simple,270.24,2.5768000000000013,90.9,0,pass,6.77,2.39473959335687,2.39473959335687,2.219213031541987,3,2,3,2,IC50;Ki,2.39473959335687,0.1755265618148827,0
DDKGKOOLFLYZDL-UHFFFAOYSA-N,Metabolic Enzymes,Isoflavones,0,0,0,Simple,270.24,2.5768000000000013,90.9,0,pass,4.78,-0.548016142173947,-0.548016142173947,-0.5480161421739466,3,3,3,1,IC50,-0.548016142173947,-4.440892098500626e-16,0
DDKGKOOLFLYZDL-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,0,0,0,Simple,270.24,2.5768000000000013,90.9,0,pass,5.11,0.501936951949937,0.501936951949937,0.501936951949937,1,1,1,1,IC50,0.501936951949937,0,0
DDMAUIOCNQXFHL-AWEZNQCLSA-N,Infectious Diseases,Isoflavanones,1,1,0,Methoxy+Prenyl,370.4450000000001,4.342400000000006,68.15,0.36363636363636365,pass,4.565,-0.775662582551268,-0.775662582551268,-0.7756625825512683,2,1,2,1,EC50,-0.775662582551268,3.3306690738754696e-16,0
DDMAUIOCNQXFHL-AWEZNQCLSA-N,Metabolic Enzymes,Isoflavanones,1,1,0,Methoxy+Prenyl,370.4450000000001,4.342400000000006,68.15,0.36363636363636365,pass,6.81,2.1082218817863,2.1082218817863,2.1082218817862977,1,1,1,1,IC50,2.1082218817863,2.220446049250313e-15,0
DDMAUIOCNQXFHL-AWEZNQCLSA-N,Phenotypic: Cancer and Cells,Isoflavanones,1,1,0,Methoxy+Prenyl,370.4450000000001,4.342400000000006,68.15,0.36363636363636365,pass,5.155,0.583277525806736,0.583277525806736,0.5832775258067362,4,4,4,1,IC50,0.583277525806736,-2.220446049250313e-16,0
DEMKZLAVQYISIA-ZRWXNEIDSA-N,Infectious Diseases,Flavanones,0,0,1,Sugar,418.39800000000014,0.2773999999999996,145.91000000000003,0.38095238095238093,pass,4.08,-1.64267707589601,-1.64267707589601,-1.642677075896008,1,1,1,1,IC50,-1.64267707589601,-1.9984014443252818e-15,0
DEMKZLAVQYISIA-ZRWXNEIDSA-N,Metabolic Enzymes,Flavanones,0,0,1,Sugar,418.39800000000014,0.2773999999999996,145.91000000000003,0.38095238095238093,pass,4.445,-1.1469517508777256,-1.1469517508777256,-1.1469517508777276,2,2,2,2,AC50;IC50,-1.1469517508777256,1.9984014443252818e-15,0
DEMKZLAVQYISIA-ZRWXNEIDSA-N,Transporters and Ion Channels,Flavanones,0,0,1,Sugar,418.39800000000014,0.2773999999999996,145.91000000000003,0.38095238095238093,pass,4.845,-0.422256276377889,-0.422256276377889,-0.4222562763778888,3,2,3,1,IC50,-0.422256276377889,-1.6653345369377348e-16,0
DEOJMRBCCZJDEC-LBPRGKRZSA-N,Infectious Diseases,Flavanones,1,0,0,Methoxy,316.309,2.8215000000000012,85.22,0.23529411764705882,pass,5.06,0.119520616051684,0.119520616051684,0.11952061605168388,2,1,2,1,IC50,0.119520616051684,1.249000902703301e-16,0
DEOJMRBCCZJDEC-LBPRGKRZSA-N,Neuroscience Targets,Flavanones,1,0,0,Methoxy,316.309,2.8215000000000012,85.22,0.23529411764705882,pass,5.6,0.998039423732243,0.998039423732243,0.9980394237322434,1,1,1,1,IC50,0.998039423732243,-4.440892098500626e-16,0
DEOQQHCFRLUMMX-UHFFFAOYSA-N,Metabolic Enzymes,Flavanones,0,1,0,Prenyl,476.6130000000002,7.0360000000000085,86.99000000000001,0.36666666666666664,pass,5,-0.260147981941802,-0.260147981941802,-0.2601479819418021,1,1,1,1,IC50,-0.260147981941802,1.1102230246251565e-16,0
DEVKCCHIUHLHCF-UHFFFAOYSA-N,Infectious Diseases,Neoflavonoids,1,0,0,Methoxy,300.2660000000001,2.5854000000000017,100.13000000000001,0.0625,pass,4.21,-1.40891615757642,-1.40891615757642,-1.4089161575764164,1,1,1,1,IC50,-1.40891615757642,-3.552713678800501e-15,0
DEZFNHCVIZBHBI-ZHACJKMWSA-N,Cell Signaling and Survival,Chalcones,0,0,0,Simple,516.5460000000002,5.396720000000009,144.52,0.2,pass,5.28,0.253767342755181,0.253767342755181,0.2537673427551806,5,5,5,1,IC50,0.253767342755181,3.885780586188048e-16,0
DEZFNHCVIZBHBI-ZHACJKMWSA-N,Gene Regulation,Chalcones,0,0,0,Simple,516.5460000000002,5.396720000000009,144.52,0.2,pass,5.14,-0.240058520508544,-0.240058520508544,-0.2400585205085441,2,2,2,1,IC50,-0.240058520508544,8.326672684688674e-17,0
DEZFNHCVIZBHBI-ZHACJKMWSA-N,Infectious Diseases,Chalcones,0,0,0,Simple,516.5460000000002,5.396720000000009,144.52,0.2,pass,5.6537500000000005,1.3865458670550825,1.3865458670550825,0.6819912164198562,14,5,14,2,EC50;IC50,1.3865458670550825,0.7045546506352264,0
DEZFNHCVIZBHBI-ZHACJKMWSA-N,Inflammation and Proteolysis,Chalcones,0,0,0,Simple,516.5460000000002,5.396720000000009,144.52,0.2,pass,4.6,-0.561978925210792,-0.561978925210792,-0.5619789252107915,1,1,1,1,IC50,-0.561978925210792,-4.440892098500626e-16,0
DEZFNHCVIZBHBI-ZHACJKMWSA-N,Metabolic Enzymes,Chalcones,0,0,0,Simple,516.5460000000002,5.396720000000009,144.52,0.2,pass,6.16,1.25770231746405,1.25770231746405,1.2577023174640523,1,1,1,1,IC50,1.25770231746405,-2.220446049250313e-15,0
DEZFNHCVIZBHBI-ZHACJKMWSA-N,Phenotypic: Cancer and Cells,Chalcones,0,0,0,Simple,516.5460000000002,5.396720000000009,144.52,0.2,pass,5.67,1.51417520439011,1.51417520439011,1.5141752043901056,4,4,4,1,IC50,1.51417520439011,4.440892098500626e-15,0
DFPMSGMNTNDNHN-ZPHOTFPESA-N,Cell Signaling and Survival,Flavanones,0,0,1,Sugar,580.5390000000003,-1.1652000000000007,225.05999999999997,0.5185185185185185,pass,4.04,-1.39016748925075,-1.39016748925075,-1.3901674892507518,6,3,4,1,IC50,-1.39016748925075,1.7763568394002505e-15,0
DFPMSGMNTNDNHN-ZPHOTFPESA-N,General Assays and Safety,Flavanones,0,0,1,Sugar,580.5390000000003,-1.1652000000000007,225.05999999999997,0.5185185185185185,pass,4.81,-0.498091719856042,-0.498091719856042,-0.4980917198560416,1,1,1,1,IC50,-0.498091719856042,-3.885780586188048e-16,0
DFPMSGMNTNDNHN-ZPHOTFPESA-N,Metabolic Enzymes,Flavanones,0,0,1,Sugar,580.5390000000003,-1.1652000000000007,225.05999999999997,0.5185185185185185,pass,5.3,0.13239950928385,0.13239950928385,0.1323995092838496,1,1,1,1,IC50,0.13239950928385,3.885780586188048e-16,0
DFVFCZXJTRKRPI-FQEVSTJZSA-N,Metabolic Enzymes,Flavanones,0,1,0,Prenyl,422.4770000000002,5.202800000000005,96.22000000000001,0.32,pass,5.5925,0.40145964083678853,0.40145964083678853,0.40145964083678864,4,2,4,2,IC50;Ki,0.40145964083678853,-1.1102230246251565e-16,0
DGEFYIULIWNIBU-UMUUNPGWSA-N,Phenotypic: Cancer and Cells,Isoflavones,0,0,1,Sugar,610.5210000000003,-2.7714000000000003,269.42999999999995,0.4444444444444444,pass,6.15,2.38180799219597,2.38180799219597,2.3818079921959656,1,1,1,1,IC50,2.38180799219597,4.440892098500626e-15,0
DGOAORIWKTZFLK-ZDUSSCGKSA-N,Infectious Diseases,Flavans,0,0,0,Simple,270.284,3.1872000000000007,47.92,0.25,pass,5.16,0.461684024300114,0.461684024300114,0.4616840243001143,1,1,1,1,EC50,0.461684024300114,-2.7755575615628914e-16,0
DGUBZDXYXXUHTJ-QPJJXVBHSA-N,Transporters and Ion Channels,Chalcones,1,0,0,Methoxy,286.28299999999996,2.708100000000001,86.99000000000001,0.0625,pass,5.0775,0.12747970595401803,0.12747970595401803,-0.18118636445070532,3,3,3,2,IC50;Kd,0.12747970595401803,0.3086660704047234,0
DGUGLZYULGVSIZ-DHZHZOJOSA-N,Metabolic Enzymes,Chalcones,0,1,0,Prenyl,308.377,4.633300000000005,46.53,0.15,pass,4.73,-0.613440724044888,-0.613440724044888,-0.6134407240448884,2,1,1,1,IC50,-0.613440724044888,3.3306690738754696e-16,0
DGUGLZYULGVSIZ-DHZHZOJOSA-N,Phenotypic: Cancer and Cells,Chalcones,0,1,0,Prenyl,308.377,4.633300000000005,46.53,0.15,pass,4.24,-1.07064747594818,-1.07064747594818,-1.0706474759481832,6,5,6,1,IC50,-1.07064747594818,3.1086244689504383e-15,0
DHYMKZKAVOUQFT-HSYKDVHTSA-N,Infectious Diseases,Flavanones,1,0,0,Methoxy,486.5610000000003,4.846400000000006,114.68000000000002,0.5185185185185185,pass,4.895,-0.45775535687761404,-0.45775535687761404,-0.457755356877614,2,2,2,2,IC50;Ki,-0.45775535687761404,-5.551115123125783e-17,0
DHYXVFFHVYUZJU-IQCVCLICSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,582.6490000000002,6.19120000000001,147.68,0.17142857142857143,pass,4.08,-1.3598584052168,-1.3598584052168,-1.3598584052168032,1,1,1,1,IC50,-1.3598584052168,3.3306690738754696e-15,0
DHYXVFFHVYUZJU-PEVIGJGQSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,582.6490000000002,6.19120000000001,147.68,0.17142857142857143,pass,4.41,-0.763360863600275,-0.763360863600275,-0.7633608636002749,1,1,1,1,IC50,-0.763360863600275,-1.1102230246251565e-16,0
DJOJDHGQRNZXQQ-AWEZNQCLSA-N,Cell Signaling and Survival,Flavanones,1,0,0,Methoxy,286.2830000000001,2.8129,75.99000000000001,0.1875,pass,4.81,-0.36933698873094,-0.36933698873094,-0.36933698873093973,1,1,1,1,IC50,-0.36933698873094,-2.7755575615628914e-16,0
DJOJDHGQRNZXQQ-AWEZNQCLSA-N,Inflammation and Proteolysis,Flavanones,1,0,0,Methoxy,286.2830000000001,2.8129,75.99000000000001,0.1875,pass,4.71,-0.426105591011729,-0.426105591011729,-0.4261055910117293,1,1,1,1,IC50,-0.426105591011729,2.7755575615628914e-16,0
DJOJDHGQRNZXQQ-AWEZNQCLSA-N,Metabolic Enzymes,Flavanones,1,0,0,Methoxy,286.2830000000001,2.8129,75.99000000000001,0.1875,pass,5.92,0.691955372759984,0.691955372759984,0.6919553727599843,1,1,1,1,Ki,0.691955372759984,-3.3306690738754696e-16,0
DJOJDHGQRNZXQQ-AWEZNQCLSA-N,Neuroscience Targets,Flavanones,1,0,0,Methoxy,286.2830000000001,2.8129,75.99000000000001,0.1875,pass,5.44,0.731748529218925,0.731748529218925,0.7317485292189251,1,1,1,1,IC50,0.731748529218925,-1.1102230246251565e-16,0
DJOJDHGQRNZXQQ-AWEZNQCLSA-N,Phenotypic: Cancer and Cells,Flavanones,1,0,0,Methoxy,286.2830000000001,2.8129,75.99000000000001,0.1875,pass,4.67,-0.293393103538768,-0.293393103538768,-0.29339310353876813,1,1,1,1,IC50,-0.293393103538768,1.1102230246251565e-16,0
DJOJDHGQRNZXQQ-UHFFFAOYSA-N,Neuroscience Targets,Flavanones,1,0,0,Methoxy,286.2830000000001,2.8129,75.99000000000001,0.1875,pass,4.77,-0.452689141473311,-0.452689141473311,-0.4526891414733111,4,4,4,1,Ki,-0.452689141473311,5.551115123125783e-17,0
DKIYWPRXYDNQFG-XMMPIXPASA-N,Cell Signaling and Survival,Chalcones,0,1,0,Prenyl,410.5100000000001,4.607100000000007,97.99000000000001,0.32,pass,4.04,-1.39016748925075,-1.39016748925075,-1.3901674892507518,1,1,1,1,IC50,-1.39016748925075,1.7763568394002505e-15,0
DKVBYQAVNNRVNN-UHFFFAOYSA-N,Cell Signaling and Survival,2-arylbenzofurans,1,1,0,Methoxy+Prenyl,354.40200000000016,5.036900000000003,72.06,0.23809523809523808,pass,5.48,0.518918122110976,0.518918122110976,0.5189181221109763,1,1,1,1,IC50,0.518918122110976,-3.3306690738754696e-16,0
DKVBYQAVNNRVNN-UHFFFAOYSA-N,Infectious Diseases,2-arylbenzofurans,1,1,0,Methoxy+Prenyl,354.40200000000016,5.036900000000003,72.06,0.23809523809523808,pass,4.51,-1.28548460942586,-1.28548460942586,-1.285484609425862,1,1,1,1,Ki,-1.28548460942586,1.9984014443252818e-15,0
DLIKSSGEMUFQOK-SFTVRKLSSA-N,Cell Signaling and Survival,Flavanones,0,0,1,Sugar,434.3970000000001,-0.01700000000000018,166.14000000000001,0.38095238095238093,pass,4.76,-0.435624683569888,-0.435624683569888,-0.43562468356988837,1,1,1,1,IC50,-0.435624683569888,3.885780586188048e-16,0
DLIKSSGEMUFQOK-SFTVRKLSSA-N,General Assays and Safety,Flavanones,0,0,1,Sugar,434.3970000000001,-0.01700000000000018,166.14000000000001,0.38095238095238093,pass,4.565,-0.780321831961026,-0.780321831961026,-0.7803218319610256,2,2,2,1,EC50,-0.780321831961026,-4.440892098500626e-16,0
DLIKSSGEMUFQOK-SFTVRKLSSA-N,Infectious Diseases,Flavanones,0,0,1,Sugar,434.3970000000001,-0.01700000000000018,166.14000000000001,0.38095238095238093,pass,5.43,0.784840152807446,0.784840152807446,0.7848401528074457,2,1,2,1,IC50,0.784840152807446,3.3306690738754696e-16,0
DLIKSSGEMUFQOK-SFTVRKLSSA-N,Phenotypic: Cancer and Cells,Flavanones,0,0,1,Sugar,434.3970000000001,-0.01700000000000018,166.14000000000001,0.38095238095238093,pass,4.37,-0.83566359591743,-0.83566359591743,-0.8356635959174299,1,1,1,1,IC50,-0.83566359591743,-1.1102230246251565e-16,0
DLIKSSGEMUFQOK-SFTVRKLSSA-N,Transporters and Ion Channels,Flavanones,0,0,1,Sugar,434.3970000000001,-0.01700000000000018,166.14000000000001,0.38095238095238093,pass,4,-1.38571562003096,-1.38571562003096,-1.38571562003096,1,1,1,1,IC50,-1.38571562003096,0,0
DLXIJJURUIXRFK-UHFFFAOYSA-N,Metabolic Enzymes,Isoflavones,1,0,0,Methoxy,284.267,2.879800000000002,79.9,0.0625,pass,4.03,-1.52938487023808,-1.52938487023808,-1.5293848702380766,1,1,1,1,IC50,-1.52938487023808,-3.3306690738754696e-15,0
DODLFMXUTHHGIM-NRFANRHFSA-N,Metabolic Enzymes,Flavanones,1,1,0,Methoxy+Prenyl,436.5040000000002,5.505800000000005,85.22000000000001,0.34615384615384615,pass,5.1899999999999995,-0.10015059037233845,-0.10015059037233845,-0.10015059037233856,4,2,4,2,IC50;Ki,-0.10015059037233845,1.1102230246251565e-16,0
DOGAHANJPKBCGB-UHFFFAOYSA-N,Metabolic Enzymes,Isoflavanones,0,1,0,Prenyl,352.3420000000001,3.456400000000002,100.13000000000002,0.15,pass,4.8,-0.52184630942557,-0.52184630942557,-0.5218463094255703,1,1,1,1,IC50,-0.52184630942557,3.3306690738754696e-16,0
DOVKRLBLJULZLC-DFROKGSNSA-N,Phenotypic: Cancer and Cells,Flavanones,0,0,1,Sugar,712.6570000000004,0.41779999999999956,251.35999999999996,0.37142857142857144,pass,4.83,-0.00418217427014808,-0.00418217427014808,-0.004182174270148083,1,1,1,1,IC50,-0.00418217427014808,2.6020852139652106e-18,0
DPJZYONMQLGZJE-UHFFFAOYSA-N,Cell Signaling and Survival,Isoflavones,0,1,0,Prenyl,406.47800000000024,5.594200000000006,90.9,0.24,pass,4.76,-0.435624683569888,-0.435624683569888,-0.43562468356988837,1,1,1,1,IC50,-0.435624683569888,3.885780586188048e-16,0
DPJZYONMQLGZJE-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Isoflavones,0,1,0,Prenyl,406.47800000000024,5.594200000000006,90.9,0.24,pass,5.17,0.610391050425669,0.610391050425669,0.6103910504256687,3,3,3,1,IC50,0.610391050425669,3.3306690738754696e-16,0
DPLWUTYEBRKBLI-UHFFFAOYSA-N,Cell Signaling and Survival,Isoflavones,0,1,0,Prenyl,422.47700000000015,5.2998000000000065,111.13000000000002,0.24,pass,5.35,0.346570115529708,0.346570115529708,0.34657011552970823,1,1,1,1,IC50,0.346570115529708,-2.220446049250313e-16,0
DQBZPEAEXINSNR-QUCAXYRHSA-N,Inflammation and Proteolysis,Flavanones,0,0,1,Sugar,720.6360000000005,1.9652000000000034,265.52,0.3055555555555556,pass,5.04,-0.0184855884145436,-0.0184855884145436,-0.018485588414543598,1,1,1,1,IC50,-0.0184855884145436,-3.469446951953614e-18,0
DQBZPEAEXINSNR-QUCAXYRHSA-N,Phenotypic: Cancer and Cells,Flavanones,0,0,1,Sugar,720.6360000000005,1.9652000000000034,265.52,0.3055555555555556,pass,4.31,-0.944117694393163,-0.944117694393163,-0.9441176943931632,1,1,1,1,IC50,-0.944117694393163,2.220446049250313e-16,0
DQFBYFPFKXHELB-VAWYXSNFSA-N,Cell Signaling and Survival,Chalcones,0,0,0,Simple,208.26000000000002,3.5827000000000018,17.07,0,pass,4.98,-0.06894038511507335,-0.06894038511507335,-0.09319206672900353,4,4,4,2,EC50;IC50,-0.06894038511507335,0.02425168161393018,0
DQFBYFPFKXHELB-VAWYXSNFSA-N,Gene Regulation,Chalcones,0,0,0,Simple,208.26000000000002,3.5827000000000018,17.07,0,pass,4.19,-1.32547573170599,-1.32547573170599,-1.3254757317059949,1,1,1,1,IC50,-1.32547573170599,4.884981308350689e-15,0
DQFBYFPFKXHELB-VAWYXSNFSA-N,General Assays and Safety,Chalcones,0,0,0,Simple,208.26000000000002,3.5827000000000018,17.07,0,pass,4.34,-1.16797747607852,-1.16797747607852,-1.167977476078521,4,2,4,1,IC50,-1.16797747607852,1.1102230246251565e-15,0
DQFBYFPFKXHELB-VAWYXSNFSA-N,Infectious Diseases,Chalcones,0,0,0,Simple,208.26000000000002,3.5827000000000018,17.07,0,pass,4.925,-0.08145529886356125,-0.08145529886356125,-0.06037914263188646,13,10,13,2,EC50;IC50,-0.08145529886356125,-0.02107615623167479,0
DQFBYFPFKXHELB-VAWYXSNFSA-N,Inflammation and Proteolysis,Chalcones,0,0,0,Simple,208.26000000000002,3.5827000000000018,17.07,0,pass,4.695,-0.444633772947965,-0.444633772947965,-0.4446337729479645,7,6,7,1,IC50,-0.444633772947965,-4.996003610813204e-16,0
DQFBYFPFKXHELB-VAWYXSNFSA-N,Metabolic Enzymes,Chalcones,0,0,0,Simple,208.26000000000002,3.5827000000000018,17.07,0,pass,5.577500000000001,0.3790480826252885,0.3790480826252885,0.28037725434757593,11,9,11,2,IC50;Ki,0.3790480826252885,0.09867082827771256,0
DQFBYFPFKXHELB-VAWYXSNFSA-N,Neuroscience Targets,Chalcones,0,0,0,Simple,208.26000000000002,3.5827000000000018,17.07,0,pass,4.305,-1.15725250373494,-1.15725250373494,-1.1572525037349366,2,2,2,1,IC50,-1.15725250373494,-3.3306690738754696e-15,0
DQFBYFPFKXHELB-VAWYXSNFSA-N,Phenotypic: Cancer and Cells,Chalcones,0,0,0,Simple,208.26000000000002,3.5827000000000018,17.07,0,pass,4.765000000000001,-0.28712783871576353,-0.28712783871576353,-0.36810621280898914,34,26,34,2,EC50;IC50,-0.28712783871576353,0.08097837409322561,0
DQNLRFRBAWCJHQ-UHFFFAOYSA-N,Cell Signaling and Survival,Isoflavones,1,0,0,Methoxy,298.29400000000004,3.182800000000002,68.9,0.11764705882352941,pass,5.76,1.28753237889445,1.28753237889445,1.2875323788944468,1,1,1,1,EC50,1.28753237889445,3.1086244689504383e-15,0
DQNLRFRBAWCJHQ-UHFFFAOYSA-N,Metabolic Enzymes,Isoflavones,1,0,0,Methoxy,298.29400000000004,3.182800000000002,68.9,0.11764705882352941,pass,5.525,1.69520315926125,1.69520315926125,1.6952031592612498,4,4,4,1,AC50,1.69520315926125,2.220446049250313e-16,0
DRDRYGIIYOPBBZ-XBXARRHUSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,286.283,2.708100000000001,86.99000000000001,0.0625,pass,5.03,0.35733148731562703,0.35733148731562703,0.35733148731562697,2,1,2,1,IC50,0.35733148731562703,5.551115123125783e-17,0
DRGVZVJDZOMQAI-MDZDMXLPSA-N,Cell Signaling and Survival,Chalcones,1,0,0,Methoxy,298.3380000000001,3.608500000000003,44.760000000000005,0.16666666666666666,pass,5.9,1.07573475875815,1.07573475875815,1.075734758758147,1,1,1,1,IC50,1.07573475875815,3.1086244689504383e-15,0
DRGVZVJDZOMQAI-MDZDMXLPSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,298.3380000000001,3.608500000000003,44.760000000000005,0.16666666666666666,pass,5.205,0.67365594120318,0.67365594120318,0.6736559412031795,18,16,18,1,IC50,0.67365594120318,4.440892098500626e-16,0
DRQZIAVCTWOZQN-UHFFFAOYSA-N,Infectious Diseases,Flavanones,1,0,0,Methoxy,346.3350000000001,2.840940000000001,116.45000000000002,0.2777777777777778,pass,4.52,-0.869243418363559,-0.869243418363559,-0.8692434183635595,1,1,1,1,EC50,-0.869243418363559,4.440892098500626e-16,0
DSOKHRJRTZPRBU-CVTTXWKISA-N,Phenotypic: Cancer and Cells,Flavanones,1,0,0,Methoxy,338.4030000000001,4.185800000000003,55.76,0.2857142857142857,pass,4.32,-0.926042011313873,-0.926042011313873,-0.9260420113138732,1,1,1,1,IC50,-0.926042011313873,2.220446049250313e-16,0
DTTYOIOSVDOSOG-JWQCQUIFSA-N,Phenotypic: Cancer and Cells,Isoflavones,0,1,0,Prenyl,452.50300000000016,4.599300000000006,109.36000000000001,0.34615384615384615,pass,4.93,0.176574656522739,0.176574656522739,0.17657465652273863,1,1,1,1,IC50,0.176574656522739,3.608224830031759e-16,0
DUWPGRAKHMEPCM-IZZDOVSWSA-N,Cell Signaling and Survival,Chalcones,0,1,0,Prenyl,324.37600000000003,4.208200000000004,77.76,0.15,pass,4.47,-0.820093313635792,-0.820093313635792,-0.820093313635792,4,2,4,1,IC50,-0.820093313635792,0,0
DUWPGRAKHMEPCM-IZZDOVSWSA-N,General Assays and Safety,Chalcones,0,1,0,Prenyl,324.37600000000003,4.208200000000004,77.76,0.15,pass,5.145,-0.0206199574421464,-0.0206199574421464,-0.020619957442146408,2,1,2,1,IC50,-0.0206199574421464,6.938893903907228e-18,0
DUWPGRAKHMEPCM-IZZDOVSWSA-N,Infectious Diseases,Chalcones,0,1,0,Prenyl,324.37600000000003,4.208200000000004,77.76,0.15,pass,5.14,-0.412230073233393,-0.1525182404931,-0.4122300732333917,3,3,3,3,EC50;IC50;Ki,-0.412230073233393,-1.27675647831893e-15,0.25971183274029297
DUWPGRAKHMEPCM-IZZDOVSWSA-N,Metabolic Enzymes,Chalcones,0,1,0,Prenyl,324.37600000000003,4.208200000000004,77.76,0.15,pass,6.185,1.29041460839952,1.29041460839952,1.2904146083995227,2,2,2,1,IC50,1.29041460839952,-2.6645352591003757e-15,0
DUWPGRAKHMEPCM-IZZDOVSWSA-N,Phenotypic: Cancer and Cells,Chalcones,0,1,0,Prenyl,324.37600000000003,4.208200000000004,77.76,0.15,pass,4.675,-0.284355261999124,-0.284355261999124,-0.2843552619991239,8,6,8,1,IC50,-0.284355261999124,-5.551115123125783e-17,0
DVCUSBGWKAJHOB-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,2-arylbenzofurans,1,0,0,Methoxy,400.42700000000013,4.044200000000004,109.36000000000001,0.3181818181818182,pass,5.32,0.237716404695876,0.237716404695876,0.23771640469587624,1,1,1,1,EC50,0.237716404695876,-2.498001805406602e-16,0
