inchikey,target_domain_macro,class_np,motif_methoxy,motif_prenyl,motif_sugar,motif_combination,mw,logp,tpsa,fsp3,structural_qc_status,median_pchembl,z_potency_equal_mean,z_potency_equal_median,z_potency_record_weighted,n_records,n_targets,n_assays,n_standard_types,standard_types,z_potency,delta_equal_mean_minus_record_weighted,delta_equal_median_minus_equal_mean,visual_clade
GGIPOZCJJKKBBV-UHFFFAOYSA-N,Infectious Diseases,Pterocarpan,0,0,0,Simple,300.2660000000001,2.4361999999999995,77.38000000000001,0.25,pass,4.93,-0.114240302267908,-0.114240302267908,-0.11424030226790785,2,2,2,1,IC50,-0.114240302267908,-1.5265566588595902e-16,0,Rosids (Fabids)
GKEWZBRIASMMCY-UHFFFAOYSA-N,Infectious Diseases,Neoflavonoids,0,0,0,Simple,338.3590000000001,4.100000000000003,87.74,0.2,pass,5.16,0.299336707066756,0.299336707066756,0.2993367070667555,1,1,1,1,IC50,0.299336707066756,4.996003610813204e-16,0,Rosids (Fabids)
GPSKVSZZHKDRDQ-UHFFFAOYSA-N,Infectious Diseases,Pterocarpan,0,1,0,Prenyl,436.46000000000026,4.189900000000003,105.45,0.32,pass,5.48,1.12714774563195,1.12714774563195,1.1271477456319512,3,3,3,1,EC50,1.12714774563195,-1.1102230246251565e-15,0,Rosids (Fabids)
GUNGQVJAKLIYDG-JXMROGBWSA-N,Infectious Diseases,Chalcones,1,0,0,Methoxy,254.28500000000003,3.2969000000000017,46.53,0.0625,pass,4.47,-0.941394320937233,-0.941394320937233,-0.941394320937233,1,1,1,1,IC50,-0.941394320937233,0,0,Rosids (Fabids)
GXUDMRDICMYDQL-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,0,0,0,Simple,522.5060000000003,4.624800000000005,135.41000000000003,0.25,pass,4.27,-1.30102650296737,-1.30102650296737,-1.3010265029673747,2,2,2,1,IC50,-1.30102650296737,4.6629367034256575e-15,0,Rosids (Fabids)
HCKWMBTVENMFOU-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,0,1,0,Prenyl,674.7020000000003,8.073799999999999,181.79999999999998,0.15,pass,5.31,0.569060843589361,0.569060843589361,0.5690608435893606,2,2,2,1,IC50,0.569060843589361,4.440892098500626e-16,0,Rosids (Fabids)
HGFWVFTZYRJFRI-QMJWHCKBSA-N,Infectious Diseases,Chalcones,0,1,0,Prenyl,650.7240000000004,7.727000000000009,178.91,0.20512820512820512,pass,5.76,0.9238652386146835,0.9238652386146835,0.923865238614684,2,2,2,2,IC50;Ki,0.9238652386146835,-4.440892098500626e-16,0,Rosids (Fabids)
HIFJVFRJNUZYGI-NVKVKWIFSA-N,Infectious Diseases,Pterocarpan,0,1,0,Prenyl,474.6410000000003,7.759820000000008,58.92,0.41935483870967744,pass,5.945,1.2336078300534812,1.2336078300534812,1.2336078300534796,2,2,2,2,IC50;Ki,1.2336078300534812,1.5543122344752192e-15,0,Rosids (Fabids)
HJJNGNVCQLTMCE-JXMROGBWSA-N,Infectious Diseases,Chalcones,0,1,0,Prenyl,408.49400000000014,4.687700000000005,97.99000000000001,0.24,pass,5.67,1.21639877124362,1.21639877124362,1.2163987712436157,1,1,1,1,IC50,1.21639877124362,4.218847493575595e-15,0,Rosids (Fabids)
HTHLDJJBNQWUJJ-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,1,1,0,Methoxy+Prenyl,436.5040000000002,5.602800000000006,100.13000000000001,0.2692307692307692,pass,5.43,0.4011334338271303,0.4011334338271303,0.4011334338271301,2,2,2,2,IC50;Ki,0.4011334338271303,1.6653345369377348e-16,0,Rosids (Fabids)
HUQKUJNSVHEHIH-UHFFFAOYSA-N,Infectious Diseases,Neoflavonoids,0,0,0,Simple,254.24099999999999,2.871200000000001,70.67,0,pass,4.22,-1.39093454847491,-1.39093454847491,-1.3909345484749098,1,1,1,1,IC50,-1.39093454847491,-2.220446049250313e-16,0,Rosids (Fabids)
IKMBURJDYFYECV-ALMQMIPOSA-N,Infectious Diseases,Flavonolignans,0,0,0,Simple,494.49600000000027,2.8501000000000025,138.07,0.25925925925925924,pass,5.16,0.299336707066756,0.299336707066756,0.2993367070667555,1,1,1,1,IC50,0.299336707066756,4.996003610813204e-16,0,Rosids (Fabids)
IQHPDUUSMBMDGN-WEVVVXLNSA-N,Infectious Diseases,Chalcones,0,0,0,Simple,322.36,4.178100000000004,66.76,0.15,pass,5.055,0.110529811500931,0.110529811500931,0.11052981150093052,2,2,2,1,IC50,0.110529811500931,4.718447854656915e-16,0,Rosids (Fabids)
JGPQAWUEYNNXOH-QPJJXVBHSA-N,Infectious Diseases,Chalcones,1,0,0,Methoxy,286.283,2.708100000000001,86.99000000000001,0.0625,pass,4.21,-1.40891615757642,-1.40891615757642,-1.4089161575764164,1,1,1,1,IC50,-1.40891615757642,-3.552713678800501e-15,0,Rosids (Fabids)
JOQWUUJQWPZLAT-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,0,1,0,Prenyl,354.3580000000001,3.791100000000004,111.13000000000002,0.15,pass,4.405,-1.05827478009703,-1.05827478009703,-1.058274780097028,2,2,2,1,IC50,-1.05827478009703,-1.9984014443252818e-15,0,Rosids (Fabids)
JVBWQMXKHDHBIZ-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,1,0,0,Methoxy,396.43900000000014,4.655000000000006,78.13,0.2608695652173913,pass,4.49,-0.905431102734218,-0.905431102734218,-0.905431102734218,1,1,1,1,IC50,-0.905431102734218,0,0,Rosids (Fabids)
KDEQNCVCQDEWGJ-CCLHPLFOSA-N,Infectious Diseases,Pterocarpan,1,1,0,Methoxy+Prenyl,436.5480000000003,6.041920000000007,68.15,0.4074074074074074,pass,6.65,2.3332519741564353,2.3332519741564353,2.3332519741564366,2,2,2,2,IC50;Ki,2.3332519741564353,-1.3322676295501878e-15,0,Rosids (Fabids)
KIMDVVKVNNSHGZ-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,0,1,0,Prenyl,338.3590000000001,4.085500000000004,90.90000000000002,0.15,pass,5.39,0.712913716401417,0.712913716401417,0.7129137164014173,1,1,1,1,IC50,0.712913716401417,-3.3306690738754696e-16,0,Rosids (Fabids)
KJXSIXMJHKAJOD-HUUCEWRRSA-N,Infectious Diseases,Dihydroflavonols,0,0,0,Simple,320.253,0.8919000000000001,147.68,0.13333333333333333,pass,4.235,-1.36396213482265,-1.36396213482265,-1.363962134822648,2,2,2,1,IC50,-1.36396213482265,-1.9984014443252818e-15,0,Rosids (Fabids)
KQOZBCGTGONGDN-UJVMDJEKSA-N,Infectious Diseases,Pterocarpan,1,1,0,Methoxy+Prenyl,422.52100000000013,5.951300000000006,68.15,0.38461538461538464,pass,6.785,2.5760036970267803,2.5760036970267803,2.5760036970267817,2,2,2,2,IC50;Ki,2.5760036970267803,-1.3322676295501878e-15,0,Rosids (Fabids)
LDKAMVCGTURXMH-CPJSRVTESA-N,Infectious Diseases,Pterocarpan,0,1,0,Prenyl,392.4950000000002,5.724900000000006,58.92,0.36,pass,5.515,0.5291501695059311,0.5291501695059311,0.5291501695059311,2,2,2,2,IC50;Ki,0.5291501695059311,0,0,Rosids (Fabids)
LGPCDNFADMBMDD-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,0,0,0,Simple,354.3580000000001,3.680400000000002,100.13000000000002,0.25,pass,4.14,-1.53478742128697,-1.53478742128697,-1.5347874212869663,2,2,2,1,IC50,-1.53478742128697,-3.774758283725532e-15,0,Rosids (Fabids)
LTTQKYMNTNISSZ-KESSSICBSA-N,Infectious Diseases,Flavanones,1,1,0,Methoxy+Prenyl,438.5200000000002,5.609600000000007,96.22,0.34615384615384615,pass,4.775,-0.6429784301769185,-0.6429784301769185,-0.642978430176918,2,2,2,2,IC50;Ki,-0.6429784301769185,-4.440892098500626e-16,0,Rosids (Fabids)
LVJJFMLUMNSUFN-LAUBAEHRSA-N,Infectious Diseases,Flavan-3-ols,0,0,0,Simple,442.37600000000015,2.1765,177.14,0.13636363636363635,pass,5.92,1.66593899878129,1.66593899878129,1.6659389987812925,1,1,1,1,IC50,1.66593899878129,-2.4424906541753444e-15,0,Rosids (Fabids)
LWTDZKXXJRRKDG-KXBFYZLASA-N,Infectious Diseases,Pterocarpan,0,0,0,Simple,322.36000000000007,4.186100000000002,47.92,0.3,pass,4.9025,-0.526389034083205,-0.526389034083205,-0.6557333251504608,3,3,3,2,IC50;Ki,-0.526389034083205,0.12934429106725576,0,Rosids (Fabids)
MUYAUELJBWQNDH-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,1,0,0,Methoxy,284.267,2.8798000000000017,79.9,0.0625,pass,5.17,0.317318316168262,0.317318316168262,0.3173183161682622,1,1,1,1,IC50,0.317318316168262,-2.220446049250313e-16,0,Rosids (Fabids)
MXEIKUWMKSYEII-DETITRACSA-N,Infectious Diseases,Flavanones,0,0,0,Simple,542.4960000000003,4.726900000000008,173.98,0.13333333333333333,pass,4.42,-1.07720083127976,-1.07720083127976,-1.0772008312797576,1,1,1,1,EC50,-1.07720083127976,-2.4424906541753444e-15,0,Rosids (Fabids)
MXRSYAGBZPTIHM-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,0,1,0,Prenyl,420.4610000000002,5.2697000000000065,100.13000000000002,0.24,pass,4.265000000000001,-1.47410108083221,-1.47410108083221,-1.4741010808322093,2,2,2,2,IC50;Ki,-1.47410108083221,-6.661338147750939e-16,0,Rosids (Fabids)
NPDBZFZFFJSOFA-VMPITWQZSA-N,Infectious Diseases,Chalcones,1,0,0,Methoxy,366.4130000000001,4.4897000000000045,64.99000000000001,0.22727272727272727,pass,4.92,-0.132221911369415,-0.132221911369415,-0.13222191136941452,1,1,1,1,IC50,-0.132221911369415,-4.718447854656915e-16,0,Rosids (Fabids)
OAUIRSVJXOFAOO-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,0,1,0,Prenyl,422.47700000000015,5.299800000000007,111.13000000000001,0.24,pass,5.98,1.2831751086942895,1.2831751086942895,1.2831751086942882,2,2,2,2,IC50;Ki,1.2831751086942895,1.3322676295501878e-15,0,Rosids (Fabids)
OBGPEBYHGIUFBN-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,0,1,0,Prenyl,322.36000000000007,4.379900000000005,70.67,0.15,pass,5.38,0.694932107299911,0.694932107299911,0.6949321072999106,1,1,1,1,IC50,0.694932107299911,3.3306690738754696e-16,0,Rosids (Fabids)
ODMIEGVTNZNSLD-WFASDCNBSA-N,Infectious Diseases,Pterocarpan,0,0,0,Simple,256.25699999999995,2.7075000000000005,58.92,0.2,pass,5.140000000000001,-0.11842346537165031,-0.11842346537165031,-0.15898616557391906,3,3,3,2,IC50;Ki,-0.11842346537165031,0.04056270020226875,0,Rosids (Fabids)
OGBMVWVBHWHRGD-MWTRTKDXSA-N,Infectious Diseases,Flavanones,0,1,0,Prenyl,408.49400000000014,5.601000000000007,86.99000000000001,0.32,pass,4.8,-0.6056634664028465,-0.6056634664028465,-0.6056634664028462,2,2,2,2,IC50;Ki,-0.6056634664028465,-3.3306690738754696e-16,0,Rosids (Fabids)
OGFFMQWYZCTXCM-KXBFYZLASA-N,Infectious Diseases,Pterocarpan,0,0,0,Simple,322.36,4.186100000000003,47.92,0.3,pass,4.575,-0.989242258992594,-0.989242258992594,-0.9613052069064683,3,3,3,2,IC50;Ki,-0.989242258992594,-0.027937052086125735,0,Rosids (Fabids)
OGFFMQWYZCTXCM-UHFFFAOYSA-N,Infectious Diseases,Pterocarpan,0,0,0,Simple,322.36,4.186100000000003,47.92,0.3,pass,4.74,-0.455890875196541,-0.455890875196541,-0.45589087519654126,2,1,2,1,IC50,-0.455890875196541,2.7755575615628914e-16,0,Rosids (Fabids)
OOAXWUFECWLVEQ-IZZNHLLZSA-N,Infectious Diseases,Pterocarpan,1,1,0,Methoxy+Prenyl,422.5210000000002,5.131900000000006,68.15,0.38461538461538464,pass,5.4375,0.3535071688157005,0.3535071688157005,0.31447180428096033,3,3,3,2,IC50;Ki,0.3535071688157005,0.03903536453474016,0,Rosids (Fabids)
OPQNVODKGMOOPC-ZJVGCZFCSA-N,Infectious Diseases,Isoflavones,0,1,0,Prenyl,672.6860000000003,8.065800000000001,170.8,0.15,pass,4.86,-0.240111565978456,-0.240111565978456,-0.24011156597845626,1,1,1,1,IC50,-0.240111565978456,2.498001805406602e-16,0,Rosids (Fabids)
ORXQGKIUCDPEAJ-YRNVUSSQSA-N,Infectious Diseases,Chalcones,1,1,0,Methoxy+Prenyl,354.40200000000004,4.216800000000003,86.99,0.19047619047619047,pass,4.855,-0.24910237052921,-0.24910237052921,-0.24910237052920958,2,1,2,1,IC50,-0.24910237052921,-4.163336342344337e-16,0,Rosids (Fabids)
OSGRVFMXDBIYIM-HHHXNRCGSA-N,Infectious Diseases,Isoflavanones,1,1,0,Methoxy+Prenyl,468.5460000000003,4.5953000000000035,105.45,0.37037037037037035,pass,4.89,-0.186166738673936,-0.186166738673936,-0.18616673867393618,1,1,1,1,IC50,-0.186166738673936,1.942890293094024e-16,0,Rosids (Fabids)
PAAJONLTKBLVPE-UHFFFAOYSA-N,Infectious Diseases,Pterocarpan,0,0,0,Simple,350.3700000000001,4.209200000000003,46.150000000000006,0.3333333333333333,pass,4.9275,-0.118735704543284,-0.118735704543284,-0.11873570454328371,3,2,3,1,IC50,-0.118735704543284,-2.914335439641036e-16,0,Rosids (Fabids)
PCWHSSLCNUSQJY-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,1,1,0,Methoxy+Prenyl,410.4660000000002,5.003100000000005,67.13000000000001,0.2916666666666667,pass,4.745,-0.446900070645788,-0.446900070645788,-0.4469000706457879,2,2,2,1,IC50,-0.446900070645788,-1.1102230246251565e-16,0,Rosids (Fabids)
PFTQIVMILQKDQN-PEBXRYMYSA-N,Infectious Diseases,Flavanones,0,1,0,Prenyl,442.5080000000002,4.501400000000007,127.45000000000002,0.4,pass,4.6899999999999995,-0.7786342248354154,-0.7786342248354154,-0.7786342248354148,2,2,2,2,IC50;Ki,-0.7786342248354154,-6.661338147750939e-16,0,Rosids (Fabids)
PMFICSJNAUBMIQ-QRQCRPRQSA-N,Infectious Diseases,Flavanones,0,1,0,Prenyl,426.5090000000002,4.795800000000007,107.22,0.4,pass,4.945,-0.38312542932946947,-0.38312542932946947,-0.38312542932946914,2,2,2,2,IC50;Ki,-0.38312542932946947,-3.3306690738754696e-16,0,Rosids (Fabids)
PSEBCAMYGWGJMH-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,0,1,0,Prenyl,420.4610000000002,5.269700000000006,100.13000000000001,0.24,pass,6.705,2.414962941510415,2.414962941510415,2.414962941510411,2,2,2,2,IC50;Ki,2.414962941510415,3.9968028886505635e-15,0,Rosids (Fabids)
PTLYOYNZZDSYSJ-XYOKQWHBSA-N,Infectious Diseases,Chalcones,0,1,0,Prenyl,390.4790000000001,5.9046000000000065,66.76,0.24,pass,4.78,-0.383964438790513,-0.383964438790513,-0.38396443879051295,1,1,1,1,IC50,-0.383964438790513,-5.551115123125783e-17,0,Rosids (Fabids)
PWAACAMQKVIVPZ-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,0,0,0,Simple,320.34400000000005,4.349800000000004,59.67,0.15,pass,4.49,-0.905431102734218,-0.905431102734218,-0.905431102734218,2,2,2,1,IC50,-0.905431102734218,0,0,Rosids (Fabids)
QBLQLKNOKUHRCH-ZDUSSCGKSA-N,Infectious Diseases,Flavanones,0,0,0,Simple,288.25500000000005,2.215500000000001,107.22000000000001,0.13333333333333333,pass,5.115,-0.109904075267553,-0.109904075267553,-0.10990407526755315,2,2,2,2,IC50;Ki,-0.109904075267553,1.5265566588595902e-16,0,Rosids (Fabids)
QYAYIWOQUZDATC-AZUAARDMSA-N,Infectious Diseases,Flavandiols (Leucoanthocyanidins),1,1,0,Methoxy+Prenyl,368.47300000000007,5.423800000000005,36.92,0.391304347826087,pass,5.13,0.245391879762234,0.245391879762234,0.24539187976223387,1,1,1,1,IC50,0.245391879762234,1.3877787807814457e-16,0,Rosids (Fabids)
RBWZJDQLHCNCDG-UHFFFAOYSA-N,Infectious Diseases,Pterocarpan,0,1,0,Prenyl,406.5220000000002,6.033320000000006,58.92,0.38461538461538464,pass,5.805,0.991414126357002,0.991414126357002,0.991414126357,2,2,2,2,IC50;Ki,0.991414126357002,1.9984014443252818e-15,0,Rosids (Fabids)
RCZMWVKBVFOCEE-ZDUSSCGKSA-N,Infectious Diseases,Isoflavanones,1,1,0,Methoxy+Prenyl,356.4180000000001,4.039400000000003,79.15,0.3333333333333333,pass,4.85,-0.182983955740103,-0.182983955740103,-0.18298395574010315,4,2,4,1,EC50,-0.182983955740103,1.3877787807814457e-16,0,Rosids (Fabids)
RREXXCHIBJFPKH-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,0,1,0,Prenyl,472.5810000000002,7.1465000000000085,79.9,0.3,pass,5.119999999999999,-0.1009132707168,-0.1009132707168,-0.10091327071679981,2,2,2,2,IC50;Ki,-0.1009132707168,-1.8041124150158794e-16,0,Rosids (Fabids)
RUCMCGSYMSEMIR-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,1,1,0,Methoxy+Prenyl,336.3870000000001,4.682900000000004,59.67,0.19047619047619047,pass,4.7,-0.52781731160257,-0.52781731160257,-0.5278173116025696,2,1,2,1,IC50,-0.52781731160257,-3.3306690738754696e-16,0,Rosids (Fabids)
RWGZXUWGOARVDQ-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,0,1,0,Prenyl,422.47700000000026,5.2998000000000065,111.13000000000002,0.24,pass,5.11,-0.1131655855835345,-0.1131655855835345,-0.1131655855835345,2,2,2,2,IC50;Ki,-0.1131655855835345,0,0,Rosids (Fabids)
RYBGOKVPJPOMQW-UHFFFAOYSA-N,Infectious Diseases,Isoflavanones,1,1,0,Methoxy+Prenyl,438.5200000000002,5.535900000000007,96.22000000000001,0.34615384615384615,pass,5.54,1.25192219338167,1.25192219338167,1.2519221933816698,3,3,3,1,EC50,1.25192219338167,2.220446049250313e-16,0,Rosids (Fabids)
SEHVRKPXIDOTRX-CMUUVTEDSA-N,Infectious Diseases,2-arylbenzofurans,0,1,0,Prenyl,648.7080000000004,8.264200000000004,171.82,0.20512820512820512,pass,5.27,0.497134407183332,0.497134407183332,0.4971344071833323,4,4,4,1,IC50,0.497134407183332,-2.7755575615628914e-16,0,Rosids (Fabids)
SEHVRKPXIDOTRX-QQDDVHTNSA-N,Infectious Diseases,2-arylbenzofurans,0,1,0,Prenyl,648.7080000000004,8.264200000000004,171.82,0.20512820512820512,pass,5.61,1.10850911663457,1.10850911663457,1.108509116634574,4,3,3,1,IC50,1.10850911663457,-3.9968028886505635e-15,0,Rosids (Fabids)
SHSISVOIQZYVQR-AFMDSPMNSA-N,Infectious Diseases,Pterocarpan,1,1,0,Methoxy+Prenyl,422.52100000000024,5.733500000000007,68.15,0.38461538461538464,pass,7.005,2.9410428613411552,2.9410428613411552,2.941042861341157,2,2,2,2,IC50;Ki,2.9410428613411552,-1.7763568394002505e-15,0,Rosids (Fabids)
SHZOHJDZQPQBSW-JTQLQIEISA-N,Infectious Diseases,Pterocarpan,0,1,0,Prenyl,316.3090000000001,1.5258999999999998,82.06,0.29411764705882354,pass,5.24,0.443189579878812,0.443189579878812,0.4431895798788122,1,1,1,1,IC50,0.443189579878812,-1.6653345369377348e-16,0,Rosids (Fabids)
SVHJCTSSYQPWEV-VSJLXWSYSA-N,Infectious Diseases,Flavan-3-ols,0,0,0,Simple,794.6710000000002,3.9908000000000037,245.92999999999995,0.2894736842105263,pass,4.59,-0.72367322932222,-0.72367322932222,-0.7236732293222197,2,1,2,1,EC50,-0.72367322932222,-3.3306690738754696e-16,0,Rosids (Fabids)
SVTCZHIDEDUTBH-UHFFFAOYSA-N,Infectious Diseases,Chalcones,1,1,0,Methoxy+Prenyl,356.41800000000006,4.136200000000003,86.99,0.2857142857142857,pass,5.55,1.27271793467329,1.27271793467329,1.272717934673289,3,3,3,1,EC50,1.27271793467329,8.881784197001252e-16,0,Rosids (Fabids)
TVUGLERLRIQATC-BJMVGYQFSA-N,Infectious Diseases,Chalcones,0,1,0,Prenyl,324.37600000000003,4.208200000000005,77.76,0.15,pass,4.99,-0.00635064765886453,-0.00635064765886453,-0.006350647658864532,1,1,1,1,IC50,-0.00635064765886453,1.734723475976807e-18,0,Rosids (Fabids)
UCHYSPNEUSDFQR-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,0,1,0,Prenyl,406.4780000000001,5.594200000000007,90.90000000000002,0.24,pass,5.39,0.6601577040421417,0.712913716401417,0.9301366858445446,5,5,5,3,EC50;IC50;Ki,0.6601577040421417,-0.2699789818024029,0.052756012359275295,Rosids (Fabids)
UENVXGIVHQSJHZ-XYOKQWHBSA-N,Infectious Diseases,Chalcones,0,1,0,Prenyl,392.49500000000006,5.716900000000006,77.76,0.24,pass,5.29,0.533097625386347,0.533097625386347,0.5330976253863472,1,1,1,1,IC50,0.533097625386347,-2.220446049250313e-16,0,Rosids (Fabids)
UEXPKLJRGIWQBF-CSKARUKUSA-N,Infectious Diseases,Chalcones,0,0,0,Simple,306.36100000000005,4.472500000000005,46.53,0.15,pass,4.505,-0.878458689081958,-0.878458689081958,-0.878458689081958,2,2,2,1,IC50,-0.878458689081958,0,0,Rosids (Fabids)
UNODSKHATHZQGW-HRKCMRQESA-N,Infectious Diseases,Pterocarpan,0,1,0,Prenyl,408.4940000000002,4.5850000000000035,68.15,0.44,pass,4.7,-0.7950283811425355,-0.7950283811425355,-0.7778844610352418,3,3,3,2,IC50;Ki,-0.7950283811425355,-0.01714392010729371,0,Rosids (Fabids)
UXLMHNXEKOQLBQ-DCAFODOZSA-N,Infectious Diseases,Isoflavones,0,1,0,Prenyl,672.6860000000001,8.01040000000001,181.8,0.15,pass,6.17,2.11547922631897,2.11547922631897,2.115479226318969,1,1,1,1,IC50,2.11547922631897,8.881784197001252e-16,0,Rosids (Fabids)
VBTMMYSERQFPPK-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,0,1,0,Prenyl,488.5800000000002,6.852100000000009,100.13000000000002,0.3,pass,5.83,1.036368149110767,1.036368149110767,1.0363681491107677,2,2,2,2,IC50;Ki,1.036368149110767,-6.661338147750939e-16,0,Rosids (Fabids)
VNIXCOZHVDVADB-UHFFFAOYSA-N,Infectious Diseases,Isoflavanones,1,1,0,Methoxy+Prenyl,400.42700000000025,3.391200000000002,105.45,0.3181818181818182,pass,4.38,-1.1032288028508,-1.1032288028508,-1.1032288028507964,1,1,1,1,IC50,-1.1032288028508,-3.552713678800501e-15,0,Rosids (Fabids)
VOCGSQHKPZSIKB-UHFFFAOYSA-N,Infectious Diseases,Flavanones,1,1,0,Methoxy+Prenyl,338.403,4.616000000000005,55.760000000000005,0.2857142857142857,pass,5.38,0.694932107299911,0.694932107299911,0.6949321072999106,1,1,1,1,IC50,0.694932107299911,3.3306690738754696e-16,0,Rosids (Fabids)
VTNVBSWKRFKHFA-AREMUKBSSA-N,Infectious Diseases,Isoflavanones,1,0,0,Methoxy,454.51900000000035,4.0709000000000035,94.45000000000002,0.5,pass,4.89,-0.186166738673936,-0.186166738673936,-0.18616673867393618,1,1,1,1,IC50,-0.186166738673936,1.942890293094024e-16,0,Rosids (Fabids)
VYESEQLQFXUROZ-HNNXBMFYSA-N,Infectious Diseases,Flavanones,1,0,0,Methoxy,254.285,3.4017000000000017,35.53,0.1875,pass,6,1.80979187159335,1.80979187159335,1.8097918715933492,1,1,1,1,IC50,1.80979187159335,8.881784197001252e-16,0,Rosids (Fabids)
WBDNTJSRHDSPSR-KPKJPENVSA-N,Infectious Diseases,Chalcones,1,1,0,Methoxy+Prenyl,338.40300000000013,4.511200000000002,66.76,0.19047619047619047,pass,4.86,-0.240111565978456,-0.240111565978456,-0.24011156597845626,3,1,3,1,IC50,-0.240111565978456,2.498001805406602e-16,0,Rosids (Fabids)
XHTOWVVXFDSBGH-XBXARRHUSA-N,Infectious Diseases,Chalcones,0,1,0,Prenyl,340.37500000000006,3.913800000000004,97.99000000000001,0.15,pass,4.99,-0.00635064765886453,-0.00635064765886453,-0.006350647658864532,5,1,5,1,IC50,-0.00635064765886453,1.734723475976807e-18,0,Rosids (Fabids)
XIUMMQJDWWYGHD-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,0,1,0,Prenyl,354.35800000000006,3.791100000000004,111.13000000000002,0.15,pass,4.905,-0.159194325021675,-0.159194325021675,-0.15919432502167455,2,2,2,1,IC50,-0.159194325021675,-4.440892098500626e-16,0,Rosids (Fabids)
XLHAGJGNSIEVFB-QFIPXVFZSA-N,Infectious Diseases,Flavanones,0,1,0,Prenyl,424.4930000000001,5.232900000000007,107.22000000000001,0.32,pass,5.055,-0.21779372987659576,-0.21779372987659576,-0.21779372987659568,2,2,2,2,IC50;Ki,-0.21779372987659576,-8.326672684688674e-17,0,Rosids (Fabids)
XMUPAAIHKAIUSU-QRQCRPRQSA-N,Infectious Diseases,Flavanones,1,1,0,Methoxy+Prenyl,456.53500000000025,4.804400000000007,116.45000000000002,0.4230769230769231,pass,4.74,-0.7020945325423454,-0.7020945325423454,-0.7020945325423462,2,2,2,2,IC50;Ki,-0.7020945325423454,7.771561172376096e-16,0,Rosids (Fabids)
XNZXBSSGLCCBPV-FEVFIROASA-N,Infectious Diseases,Flavanones,1,0,0,Methoxy,558.5390000000002,4.880600000000007,166.14,0.1935483870967742,pass,4.55,-0.797541448125176,-0.797541448125176,-0.7975414481251764,3,3,3,1,IC50,-0.797541448125176,3.3306690738754696e-16,0,Rosids (Fabids)
XPMCEWWRVJLSLM-NRFANRHFSA-N,Infectious Diseases,Flavanones,0,1,0,Prenyl,422.47700000000015,5.202800000000006,96.22000000000001,0.32,pass,5.63,0.7092019677443314,0.7092019677443314,0.8948414297739544,5,4,4,2,IC50;Ki,0.7092019677443314,-0.185639462029623,0,Rosids (Fabids)
XRYVAQQLDYTHCL-CMJOXMDJSA-N,Infectious Diseases,Flavanones,0,1,0,Prenyl,424.49300000000017,5.3066000000000075,107.22,0.32,pass,4.785,-0.61926752684064,-0.61926752684064,-0.6192675268406399,2,2,2,2,IC50;Ki,-0.61926752684064,-1.1102230246251565e-16,0,Rosids (Fabids)
XUFXKBJMCRJATM-FMIVXFBMSA-N,Infectious Diseases,Chalcones,1,0,0,Methoxy,238.286,3.591300000000002,26.3,0.0625,pass,4.78,-0.383964438790513,-0.383964438790513,-0.38396443879051295,5,3,5,1,IC50,-0.383964438790513,-5.551115123125783e-17,0,Rosids (Fabids)
XWUWFNSZQDCXCD-UHFFFAOYSA-N,Infectious Diseases,Isoflavones,0,0,0,Simple,354.35800000000006,3.7460000000000035,111.13000000000002,0.15,pass,4.12,-1.57075063948998,-1.57075063948998,-1.5707506394899797,1,1,1,1,IC50,-1.57075063948998,-2.220446049250313e-16,0,Rosids (Fabids)
YLTPWCZXKJSORQ-GYCJOSAFSA-N,Infectious Diseases,Flavanones,1,1,0,Methoxy+Prenyl,438.5200000000002,5.6096000000000075,96.22,0.34615384615384615,pass,4.609999999999999,-0.8995699207083849,-0.8995699207083849,-0.8995699207083863,2,2,2,2,IC50;Ki,-0.8995699207083849,1.3322676295501878e-15,0,Rosids (Fabids)
YLZYAUCOYZKLMA-SJCJKPOMSA-N,Infectious Diseases,Pterocarpan,1,0,0,Methoxy,298.29400000000004,3.0336000000000016,46.150000000000006,0.29411764705882354,pass,5.81,1.0195025783569889,1.0195025783569889,1.0195025783569904,2,2,2,2,IC50;Ki,1.0195025783569889,-1.5543122344752192e-15,0,Rosids (Fabids)
