inchikey,target_domain_macro,class_np,motif_methoxy,motif_prenyl,motif_sugar,motif_combination,mw,logp,tpsa,fsp3,structural_qc_status,median_pchembl,z_potency_equal_mean,z_potency_equal_median,z_potency_record_weighted,n_records,n_targets,n_assays,n_standard_types,standard_types,z_potency,delta_equal_mean_minus_record_weighted,delta_equal_median_minus_equal_mean,visual_clade
YUFBSQFJPYHMTK-QUYCRGELSA-N,Cell Signaling and Survival,2-arylbenzofurans,0,1,0,Prenyl,446.58700000000016,8.178300000000004,73.83,0.3103448275862069,pass,5.44,0.465887966239817,0.465887966239817,0.4658879662398172,3,3,3,1,IC50,0.465887966239817,-2.220446049250313e-16,0,Rosids (Fabids)
ZBTGBOZTIJWBIP-ICPLQIHGSA-N,Cell Signaling and Survival,Rotenoids,0,0,0,Simple,426.42100000000016,2.5486000000000004,100.52000000000002,0.391304347826087,pass,5.12,0.041646719270544,0.041646719270544,0.04164671927054399,1,1,1,1,IC50,0.041646719270544,1.3877787807814457e-17,0,Rosids (Fabids)
ZEZOBFSLMMTYFF-HQSFFLIMSA-N,Cell Signaling and Survival,Chalcones,0,1,0,Prenyl,626.6140000000001,5.754400000000009,205.20999999999998,0.2,pass,4.77,-0.422367144602099,-0.422367144602099,-0.4223671446020989,1,1,1,1,IC50,-0.422367144602099,-1.1102230246251565e-16,0,Rosids (Fabids)
ZTGHWUWBQNCCOH-UHFFFAOYSA-N,Cell Signaling and Survival,2-arylbenzofurans,0,1,0,Prenyl,310.34900000000005,4.725300000000004,73.83,0.15789473684210525,pass,4.99,-0.130701287310723,-0.130701287310723,-0.13070128731072295,1,1,1,1,IC50,-0.130701287310723,-5.551115123125783e-17,0,Rosids (Fabids)
ZVTKGVROAGDVCH-OQRWROFFSA-N,Cell Signaling and Survival,2-arylbenzofurans,0,0,0,Simple,442.4670000000002,6.034300000000006,103.29,0.18518518518518517,pass,6.85,2.33520096069817,2.33520096069817,2.3352009606981747,1,1,1,1,IC50,2.33520096069817,-4.884981308350689e-15,0,Rosids (Fabids)
AOUGZVKCLQLQNU-HSZRJFAPSA-N,Gene Regulation,Flavans,0,1,0,Prenyl,394.5110000000002,5.887100000000006,69.92,0.36,pass,4.02,-1.5197082852887,-1.5197082852887,-1.5197082852886978,1,1,1,1,IC50,-1.5197082852887,-2.220446049250313e-15,0,Rosids (Fabids)
CCOJFDRSZSSKOG-UHFFFAOYSA-N,Gene Regulation,Chalcones,1,0,0,Methoxy,272.3,3.092800000000002,66.76,0.1875,pass,4.58,-0.87988340289862,-0.87988340289862,-0.8798834028986204,1,1,1,1,IC50,-0.87988340289862,4.440892098500626e-16,0,Rosids (Fabids)
DCTLJGWMHPGCOS-UHFFFAOYSA-N,Gene Regulation,Isoflavanones,0,1,0,Prenyl,404.4620000000002,5.564100000000006,79.9,0.24,pass,5.18,-0.194356743194967,-0.194356743194967,-0.19435674319496715,1,1,1,1,IC50,-0.194356743194967,1.3877787807814457e-16,0,Rosids (Fabids)
DEZFNHCVIZBHBI-ZHACJKMWSA-N,Gene Regulation,Chalcones,0,0,0,Simple,516.5460000000002,5.396720000000009,144.52,0.2,pass,5.14,-0.240058520508544,-0.240058520508544,-0.2400585205085441,2,2,2,1,IC50,-0.240058520508544,8.326672684688674e-17,0,Rosids (Fabids)
DXYUAIFZCFRPTH-UHFFFAOYSA-N,Gene Regulation,Isoflavones,1,0,0,Methoxy,284.26700000000005,2.8798000000000017,79.9,0.0625,pass,6.17,0.936762245316062,0.936762245316062,0.9367622453160617,1,1,1,1,IC50,0.936762245316062,3.3306690738754696e-16,0,Rosids (Fabids)
FSQKKJIBNQATIX-UHFFFAOYSA-N,Gene Regulation,Isoflavones,0,1,0,Prenyl,438.47600000000017,4.270600000000005,131.35999999999999,0.24,pass,4.54,-0.925585180212197,-0.925585180212197,-0.9255851802121974,1,1,1,1,IC50,-0.925585180212197,3.3306690738754696e-16,0,Rosids (Fabids)
GHCZYXUOYFOXIP-UHFFFAOYSA-N,Gene Regulation,Isoflavanones,0,1,0,Prenyl,420.4610000000002,5.2697000000000065,100.13000000000002,0.24,pass,5.98,0.719678803076572,0.719678803076572,0.719678803076572,1,1,1,1,IC50,0.719678803076572,0,0,Rosids (Fabids)
GUOZFKYIHZVTRA-QBHOUYDASA-N,Gene Regulation,Flavanones,0,1,0,Prenyl,476.6130000000003,6.190500000000008,75.99000000000001,0.43333333333333335,pass,6.11,-5.70920084339712e-4,-5.70920084339712e-4,-5.709200843397121e-4,1,1,1,1,EC50,-5.70920084339712e-4,1.0842021724855044e-19,0,Rosids (Fabids)
KJOUKFLQGCLIOG-UHFFFAOYSA-N,Gene Regulation,2-arylbenzofurans,1,0,0,Methoxy,272.256,3.2252000000000005,83.06,0.06666666666666667,pass,7.34,2.27353923173819,2.27353923173819,2.2735392317381864,1,1,1,1,IC50,2.27353923173819,3.552713678800501e-15,0,Rosids (Fabids)
KNJNBKINYHZUGC-UHFFFAOYSA-N,Gene Regulation,Isoflavones,0,0,0,Simple,282.251,2.894300000000001,68.9,0.0625,pass,4.65,-1.44537934685349,-1.44537934685349,-1.4453793468534875,3,3,3,1,EC50,-1.44537934685349,-2.4424906541753444e-15,0,Rosids (Fabids)
KOWOOXVTWKELMT-RQDFUGDESA-N,Gene Regulation,Chalcones,1,0,0,Methoxy,370.401,3.492200000000003,107.22000000000001,0.19047619047619047,pass,4.1,-1.42830473066154,-1.42830473066154,-1.4283047306615437,1,1,1,1,IC50,-1.42830473066154,3.774758283725532e-15,0,Rosids (Fabids)
LTTQKYMNTNISSZ-KESSSICBSA-N,Gene Regulation,Flavanones,1,1,0,Methoxy+Prenyl,438.5200000000002,5.609600000000007,96.22,0.34615384615384615,pass,5.56,-0.54484806715491,-0.54484806715491,-0.5448480671549097,2,1,2,1,EC50,-0.54484806715491,-2.220446049250313e-16,0,Rosids (Fabids)
MVHAAGZZSATGDD-GOSISDBHSA-N,Gene Regulation,Flavans,0,1,0,Prenyl,326.39200000000005,4.378400000000005,69.92,0.3,pass,4.31,-1.18837039976527,-1.18837039976527,-1.188370399765265,2,2,2,1,IC50,-1.18837039976527,-4.884981308350689e-15,0,Rosids (Fabids)
MYAHOBWCBIQQLV-UHFFFAOYSA-N,Gene Regulation,2-arylbenzofurans,1,0,0,Methoxy,300.266,3.0377,100.13000000000001,0.0625,pass,7.37,2.30781556472337,2.30781556472337,2.307815564723369,1,1,1,1,IC50,2.30781556472337,8.881784197001252e-16,0,Rosids (Fabids)
NUOVQYNGOFQMCJ-QBHOUYDASA-N,Gene Regulation,Flavanones,0,1,0,Prenyl,476.6130000000003,6.190500000000008,75.99000000000001,0.43333333333333335,pass,6.11,-5.70920084339712e-4,-5.70920084339712e-4,-5.709200843397121e-4,1,1,1,1,EC50,-5.70920084339712e-4,1.0842021724855044e-19,0,Rosids (Fabids)
RZHIZFURFGRHHQ-UHFFFAOYSA-N,Gene Regulation,Isoflavones,0,1,0,Prenyl,438.47600000000017,4.270600000000004,131.36,0.24,pass,4.75,-0.685650849315919,-0.685650849315919,-0.6856508493159186,1,1,1,1,IC50,-0.685650849315919,-4.440892098500626e-16,0,Rosids (Fabids)
VOCGSQHKPZSIKB-FQEVSTJZSA-N,Gene Regulation,Flavanones,1,1,0,Methoxy+Prenyl,338.403,4.616000000000005,55.760000000000005,0.2857142857142857,pass,6.21,0.29767716638741537,0.0291169243013271,0.29767716638741526,3,3,3,3,EC50;IC50;Ki,0.29767716638741537,1.1102230246251565e-16,-0.26856024208608825,Rosids (Fabids)
WSSNVJXVWRIBQI-UHFFFAOYSA-N,Gene Regulation,Isoflavones,1,0,0,Methoxy,298.29400000000004,3.182800000000002,68.9,0.11764705882352941,pass,4.72,-1.3761077099536,-1.3761077099536,-1.3761077099535974,3,3,3,1,EC50,-1.3761077099536,-2.6645352591003757e-15,0,Rosids (Fabids)
YKGCBLWILMDSAV-UHFFFAOYSA-N,Gene Regulation,Flavanones,1,1,0,Methoxy+Prenyl,354.40200000000004,4.3216000000000045,75.99000000000001,0.2857142857142857,pass,5.85,-0.257865571426791,-0.257865571426791,-0.25786557142679134,1,1,1,1,EC50,-0.257865571426791,3.3306690738754696e-16,0,Rosids (Fabids)
YOKJEIDBLPWOSL-UHFFFAOYSA-N,Gene Regulation,Isoflavones,0,1,0,Prenyl,438.4760000000002,4.159900000000006,120.36000000000003,0.32,pass,4.89,-0.5256946287184,-0.5256946287184,-0.5256946287183998,1,1,1,1,IC50,-0.5256946287184,-2.220446049250313e-16,0,Rosids (Fabids)
AJYSQFRTOQQIHC-CUNXSJBXSA-N,General Assays and Safety,Pterocarpan,0,1,0,Prenyl,474.59700000000026,6.909100000000008,68.15,0.4,pass,6.4,1.76811754055618,1.76811754055618,1.7681175405561786,1,1,1,1,IC50,1.76811754055618,1.3322676295501878e-15,0,Rosids (Fabids)
AMXXXMGWYLGBLR-UHFFFAOYSA-N,General Assays and Safety,Coumestan,1,0,0,Methoxy,350.37000000000006,4.890600000000004,61.06,0.23809523809523808,pass,5.83,0.955702900031043,0.955702900031043,0.9557029000310431,2,1,2,1,IC50,0.955702900031043,-1.1102230246251565e-16,0,Rosids (Fabids)
AUTKSCVETOWBRA-RXVVDRJESA-N,General Assays and Safety,Pterocarpan,1,1,0,Methoxy+Prenyl,352.43000000000006,4.827620000000005,47.92,0.36363636363636365,pass,5.21,0.0720238173545801,0.0720238173545801,0.07202381735458009,1,1,1,1,IC50,0.0720238173545801,1.3877787807814457e-17,0,Rosids (Fabids)
AYHOUUNTAVCXBN-ZDUSSCGKSA-N,General Assays and Safety,Flavanones,0,0,0,Simple,288.25500000000005,2.2155,107.22000000000001,0.13333333333333333,pass,4.64,-0.600723950001743,-0.600723950001743,-0.6007239500017433,2,2,2,1,EC50,-0.600723950001743,3.3306690738754696e-16,0,Rosids (Fabids)
BEZJLLIBPJHWLI-HNKXTRRSSA-N,General Assays and Safety,Pterocarpan,0,1,0,Prenyl,812.9560000000001,11.20889999999998,170.05,0.3,pass,4.42,-1.0539543686364,-1.0539543686364,-1.0539543686363968,1,1,1,1,IC50,-1.0539543686364,-3.1086244689504383e-15,0,Rosids (Fabids)
BHFVJSQVKWDKGD-UHFFFAOYSA-N,General Assays and Safety,Chalcones,0,0,0,Simple,324.376,4.097500000000005,66.76,0.25,pass,5.7,0.770415350437591,0.770415350437591,0.7704153504375914,1,1,1,1,IC50,0.770415350437591,-3.3306690738754696e-16,0,Rosids (Fabids)
BPKGZLQVBQRSMK-QVDUQQMDSA-N,General Assays and Safety,Dihydroflavonols,0,0,0,Simple,590.4930000000003,3.108900000000002,234.66999999999996,0.13333333333333333,pass,5.07,0.428970573231486,0.428970573231486,0.4289705732314861,1,1,1,1,EC50,0.428970573231486,-5.551115123125783e-17,0,Rosids (Fabids)
CFWLRXJPRRCJTI-UHFFFAOYSA-N,General Assays and Safety,Coumestan,1,0,0,Methoxy,366.3690000000002,4.510200000000002,82.04,0.2857142857142857,pass,5.5,1.45866509646471,1.45866509646471,1.4586650964647132,1,1,1,1,EC50,1.45866509646471,-3.1086244689504383e-15,0,Rosids (Fabids)
CHQXHOMGCLNJIG-FZMZJTMJSA-N,General Assays and Safety,Pterocarpan,1,0,0,Methoxy,316.3090000000001,2.7247000000000012,77.38000000000001,0.29411764705882354,pass,5.42,0.371334474390156,0.371334474390156,0.37133447439015616,1,1,1,1,IC50,0.371334474390156,-1.6653345369377348e-16,0,Rosids (Fabids)
CKVPUAIEQLSMGP-UHFFFAOYSA-N,General Assays and Safety,2-arylbenzofurans,1,1,0,Methoxy+Prenyl,370.4010000000002,4.226200000000002,103.29,0.23809523809523808,pass,5.08,-0.113263732238872,-0.113263732238872,-0.11326373223887164,1,1,1,1,IC50,-0.113263732238872,-3.608224830031759e-16,0,Rosids (Fabids)
CLYYUOMSXIPPJS-UHFFFAOYSA-N,General Assays and Safety,2-arylbenzofurans,1,0,0,Methoxy,298.33799999999997,3.738900000000002,62.83,0.2222222222222222,pass,4.65,-0.726137934740289,-0.726137934740289,-0.726137934740289,2,2,2,1,IC50,-0.726137934740289,0,0,Rosids (Fabids)
CSJQGXKXWYTHHQ-KRWDZBQOSA-N,General Assays and Safety,Chalcones,1,0,0,Methoxy,354.4020000000001,3.3713000000000015,75.99000000000001,0.2857142857142857,pass,5.42,0.371334474390156,0.371334474390156,0.37133447439015616,1,1,1,1,IC50,0.371334474390156,-1.6653345369377348e-16,0,Rosids (Fabids)
CVWBRDWJOWRQRY-UHFFFAOYSA-N,General Assays and Safety,Pterocarpan,1,1,0,Methoxy+Prenyl,352.386,4.9207000000000045,72.06,0.23809523809523808,pass,4.57,-0.840161042182413,-0.840161042182413,-0.8401610421824134,1,1,1,1,IC50,-0.840161042182413,3.3306690738754696e-16,0,Rosids (Fabids)
DCTLJGWMHPGCOS-UHFFFAOYSA-N,General Assays and Safety,Isoflavanones,0,1,0,Prenyl,404.4620000000002,5.564100000000006,79.9,0.24,pass,4.645,-0.5955764715542096,-0.5955764715542096,-0.5955764715542096,2,2,2,2,EC50;IC50,-0.5955764715542096,0,0,Rosids (Fabids)
DZDSXIHHFCPPHL-SANMLTNESA-N,General Assays and Safety,Flavanones,0,1,0,Prenyl,476.6130000000002,7.0360000000000085,86.99000000000001,0.36666666666666664,pass,5.92,1.08397889590343,1.08397889590343,1.0839788959034327,1,1,1,1,IC50,1.08397889590343,-2.6645352591003757e-15,0,Rosids (Fabids)
DZMMGSFVLBBPIA-UHFFFAOYSA-N,General Assays and Safety,2-arylbenzofurans,1,0,0,Methoxy,298.338,3.738900000000002,62.83,0.2222222222222222,pass,4.8,-0.512344608286307,-0.512344608286307,-0.5123446082863068,2,2,2,1,IC50,-0.512344608286307,-2.220446049250313e-16,0,Rosids (Fabids)
GBVCHRDRVDOMQV-RTWAWAEBSA-N,General Assays and Safety,Rotenoids,1,1,0,Methoxy+Prenyl,396.43900000000025,4.038000000000003,74.22000000000001,0.34782608695652173,pass,5.96,1.14099044962449,1.14099044962449,1.1409904496244947,1,1,1,1,IC50,1.14099044962449,-4.6629367034256575e-15,0,Rosids (Fabids)
GFWPWSNIXRDQJC-UHFFFAOYSA-N,General Assays and Safety,Flavanones,0,0,0,Simple,556.4790000000003,4.499400000000006,198.12,0.06666666666666667,pass,4.21,-1.35326502567197,-1.35326502567197,-1.353265025671973,1,1,1,1,IC50,-1.35326502567197,2.886579864025407e-15,0,Rosids (Fabids)
GHCZYXUOYFOXIP-UHFFFAOYSA-N,General Assays and Safety,Isoflavanones,0,1,0,Prenyl,420.4610000000002,5.2697000000000065,100.13000000000002,0.24,pass,5.04,-0.170275285959934,-0.170275285959934,-0.1702752859599338,1,1,1,1,IC50,-0.170275285959934,-1.942890293094024e-16,0,Rosids (Fabids)
HBUKGWAZEVMVBC-VWLOTQADSA-N,General Assays and Safety,Flavanones,0,1,0,Prenyl,490.5960000000003,6.711500000000008,96.22000000000001,0.36666666666666664,pass,5.905,1.06259956325803,1.06259956325803,1.0625995632580347,2,1,1,1,IC50,1.06259956325803,-4.6629367034256575e-15,0,Rosids (Fabids)
HGZMVLUPBGGJMI-RMKNXTFCSA-N,General Assays and Safety,Chalcones,1,0,0,Methoxy,372.41700000000003,3.4116000000000026,107.22000000000001,0.2857142857142857,pass,5.48,0.45685180497175,0.45685180497175,0.45685180497175004,1,1,1,1,IC50,0.45685180497175,-5.551115123125783e-17,0,Rosids (Fabids)
HLOABGSBRIDRHW-UHFFFAOYSA-N,General Assays and Safety,Isoflavones,1,0,0,Methoxy,372.3730000000001,3.5030000000000028,76.36,0.25,pass,5.31,0.214552701657235,0.214552701657235,0.21455270165723492,3,1,3,1,IC50,0.214552701657235,8.326672684688674e-17,0,Rosids (Fabids)
HOGHBEDTLGAJAS-CPJSRVTESA-N,General Assays and Safety,Pterocarpan,0,1,0,Prenyl,392.49500000000023,5.724900000000005,58.92,0.36,pass,5.56,0.570874912413873,0.570874912413873,0.5708749124138731,2,1,2,1,IC50,0.570874912413873,-1.1102230246251565e-16,0,Rosids (Fabids)
HPSPCMSCDNHZJM-CHHVJCJISA-N,General Assays and Safety,Aurones,1,0,0,Methoxy,284.267,2.7226000000000012,75.99,0.0625,pass,4.46,-0.996942814915335,-0.996942814915335,-0.9969428149153347,1,1,1,1,IC50,-0.996942814915335,-3.3306690738754696e-16,0,Rosids (Fabids)
HPUMCKZHBQPWBN-URLMMPGGSA-N,General Assays and Safety,Dihydroflavonols,0,1,0,Prenyl,492.61200000000025,6.006800000000008,107.22,0.36666666666666664,pass,5.91,1.06972600747317,1.06972600747317,1.0697260074731674,1,1,1,1,IC50,1.06972600747317,2.6645352591003757e-15,0,Rosids (Fabids)
HZCGTSDDHHPRDX-UZTOHYMASA-N,General Assays and Safety,Pterocarpan,1,1,0,Methoxy+Prenyl,452.54700000000025,5.742100000000004,77.38000000000001,0.4074074074074074,pass,5.69,0.756162462007326,0.756162462007326,0.7561624620073261,1,1,1,1,IC50,0.756162462007326,-1.1102230246251565e-16,0,Rosids (Fabids)
IIWLGOCXDBSFCM-RMKNXTFCSA-N,General Assays and Safety,Chalcones,1,1,0,Methoxy+Prenyl,370.40100000000007,3.187600000000002,107.22,0.19047619047619047,pass,5.62,0.656392242995467,0.656392242995467,0.656392242995467,1,1,1,1,IC50,0.656392242995467,0,0,Rosids (Fabids)
IKKCPYPLJMVWMP-URLMMPGGSA-N,General Assays and Safety,Dihydroflavonols,0,1,0,Prenyl,476.6130000000002,6.301200000000008,86.99000000000001,0.36666666666666664,pass,6.17,1.44030110666007,1.44030110666007,1.4403011066600708,1,1,1,1,IC50,1.44030110666007,-8.881784197001252e-16,0,Rosids (Fabids)
ITLIIDFSTPOGDA-XZOQPEGZSA-N,General Assays and Safety,Dihydroflavonols,0,0,0,Simple,480.3810000000002,2.3709000000000002,198.11999999999998,0.08333333333333333,pass,4.76,-0.313367338866889,-0.313367338866889,-0.3133673388668887,1,1,1,1,EC50,-0.313367338866889,-2.7755575615628914e-16,0,Rosids (Fabids)
ITVZAHAQSAAKJV-BJKOFHAPSA-N,General Assays and Safety,Dihydroflavonols,0,1,0,Prenyl,408.4940000000001,4.792500000000007,86.99000000000001,0.32,pass,5.66,0.713403796716529,0.713403796716529,0.7134037967165292,1,1,1,1,IC50,0.713403796716529,-2.220446049250313e-16,0,Rosids (Fabids)
JPIDUHLSGGDKPQ-UHFFFAOYSA-N,General Assays and Safety,2-arylbenzofurans,1,0,0,Methoxy,316.3090000000001,3.536800000000002,81.29,0.17647058823529413,pass,4.97,-0.270045504971793,-0.270045504971793,-0.2700455049717929,1,1,1,1,IC50,-0.270045504971793,-1.1102230246251565e-16,0,Rosids (Fabids)
JZCLWJAANXMNAY-JXFKEZNVSA-N,General Assays and Safety,Pterocarpan,1,1,0,Methoxy+Prenyl,354.4020000000001,4.224800000000003,68.15,0.3333333333333333,pass,5.22,0.0862767057848453,0.0862767057848453,0.08627670578484532,1,1,1,1,IC50,0.0862767057848453,-2.7755575615628914e-17,0,Rosids (Fabids)
KSFWNDOCIUMRTJ-PXNSSMCTSA-N,General Assays and Safety,Pterocarpan,1,1,0,Methoxy+Prenyl,368.42900000000014,4.527800000000004,57.150000000000006,0.36363636363636365,pass,5.79,0.898691346309981,0.898691346309981,0.8986913463099809,2,1,2,1,IC50,0.898691346309981,1.1102230246251565e-16,0,Rosids (Fabids)
KYGKFGJZDFSTOO-HNKXTRRSSA-N,General Assays and Safety,Pterocarpan,0,1,0,Prenyl,812.9560000000001,11.20889999999998,170.05,0.3,pass,4.4,-1.08246014549693,-1.08246014549693,-1.0824601454969272,1,1,1,1,IC50,-1.08246014549693,-2.886579864025407e-15,0,Rosids (Fabids)
LBQIJVLKGVZRIW-ZDUSSCGKSA-N,General Assays and Safety,Pterocarpan,0,0,0,Simple,324.37600000000003,4.000700000000002,58.92,0.3,pass,5.22,-0.0716049124154164,-0.0716049124154164,-0.07160491241541643,1,1,1,1,AC50,-0.0716049124154164,2.7755575615628914e-17,0,Rosids (Fabids)
LDKAMVCGTURXMH-CPJSRVTESA-N,General Assays and Safety,Pterocarpan,0,1,0,Prenyl,392.4950000000002,5.724900000000006,58.92,0.36,pass,5.48,0.45685180497175,0.45685180497175,0.45685180497175004,2,1,2,1,IC50,0.45685180497175,-5.551115123125783e-17,0,Rosids (Fabids)
LGLLDPCJEPLYCU-UHFFFAOYSA-N,General Assays and Safety,Pterocarpan,0,1,0,Prenyl,406.4780000000002,6.126400000000006,83.06,0.28,pass,4.8,-0.512344608286307,-0.512344608286307,-0.5123446082863068,1,1,1,1,IC50,-0.512344608286307,-2.220446049250313e-16,0,Rosids (Fabids)
LQRHGTVFFPMWCG-BDHPMLJSSA-N,General Assays and Safety,Proanthocyanins,0,0,0,Simple,544.5120000000003,3.3823000000000025,169.29999999999998,0.2,pass,4.46,-0.996942814915335,-0.996942814915335,-0.9969428149153347,1,1,1,1,IC50,-0.996942814915335,-3.3306690738754696e-16,0,Rosids (Fabids)
LQRHGTVFFPMWCG-VCFSXNJSSA-N,General Assays and Safety,Proanthocyanins,0,0,0,Simple,544.5120000000003,3.3823000000000025,169.29999999999998,0.2,pass,4.47,-0.982689926485069,-0.982689926485069,-0.9826899264850694,1,1,1,1,IC50,-0.982689926485069,3.3306690738754696e-16,0,Rosids (Fabids)
LWTDZKXXJRRKDG-KXBFYZLASA-N,General Assays and Safety,Pterocarpan,0,0,0,Simple,322.36000000000007,4.186100000000002,47.92,0.3,pass,5.12,-0.0562521785178095,-0.0562521785178095,-0.05625217851780947,1,1,1,1,IC50,-0.0562521785178095,-2.7755575615628914e-17,0,Rosids (Fabids)
LYELQAFKYBUWAN-ONEGZZNKSA-N,General Assays and Safety,2-arylbenzofurans,1,0,0,Methoxy,280.323,4.847100000000004,42.60000000000001,0.1111111111111111,pass,4.44,-1.02544859177587,-1.02544859177587,-1.0254485917758651,1,1,1,1,IC50,-1.02544859177587,-4.884981308350689e-15,0,Rosids (Fabids)
MLXUEMGNSDHQTJ-QHCPKHFHSA-N,General Assays and Safety,Flavanones,0,1,0,Prenyl,392.4950000000001,5.821700000000006,66.75999999999999,0.32,pass,5.6,0.627886466134935,0.627886466134935,0.6278864661349353,1,1,1,1,IC50,0.627886466134935,-2.220446049250313e-16,0,Rosids (Fabids)
MMANUYZNFICSMK-VWLOTQADSA-N,General Assays and Safety,Flavanones,0,1,0,Prenyl,492.61200000000025,6.741600000000008,107.22000000000001,0.36666666666666664,pass,5.44,0.399840251250688,0.399840251250688,0.3998402512506879,1,1,1,1,IC50,0.399840251250688,1.1102230246251565e-16,0,Rosids (Fabids)
MMPVAPMCVABQPS-UHFFFAOYSA-N,General Assays and Safety,Isoflavones,0,1,0,Prenyl,354.3580000000001,3.7911000000000032,111.13000000000001,0.15,pass,5.27,0.157541147936173,0.157541147936173,0.15754114793617272,1,1,1,1,IC50,0.157541147936173,2.7755575615628914e-16,0,Rosids (Fabids)
MXKKFADFYXJREN-VCFSXNJSSA-N,General Assays and Safety,Proanthocyanins,0,0,0,Simple,560.5110000000004,3.087900000000003,189.52999999999997,0.2,pass,4.85,-0.441080166134979,-0.441080166134979,-0.4410801661349794,1,1,1,1,IC50,-0.441080166134979,3.885780586188048e-16,0,Rosids (Fabids)
MYOQMGSQVOTIII-LVXARBLLSA-N,General Assays and Safety,Pterocarpan,0,1,0,Prenyl,472.5810000000003,6.8790000000000076,57.150000000000006,0.4,pass,5.35,0.271564255378297,0.271564255378297,0.27156425537829704,1,1,1,1,IC50,0.271564255378297,-5.551115123125783e-17,0,Rosids (Fabids)
MYQAATJJIDGOMQ-AYPBNUJASA-N,General Assays and Safety,Rotenoids,1,1,0,Methoxy+Prenyl,426.4210000000002,1.7797,103.68000000000002,0.34782608695652173,pass,5.42,0.371334474390156,0.371334474390156,0.37133447439015616,1,1,1,1,IC50,0.371334474390156,-1.6653345369377348e-16,0,Rosids (Fabids)
NLTOTZSPOYWSSP-IBGZPJMESA-N,General Assays and Safety,Flavanones,0,1,0,Prenyl,324.37600000000003,4.313000000000004,66.76,0.25,pass,5.7,0.770415350437591,0.770415350437591,0.7704153504375914,1,1,1,1,IC50,0.770415350437591,-3.3306690738754696e-16,0,Rosids (Fabids)
NTMZAWZAUXOLLI-LVXARBLLSA-N,General Assays and Safety,Pterocarpan,0,1,0,Prenyl,472.58100000000024,6.8790000000000076,57.150000000000006,0.4,pass,5.43,0.385587362820421,0.385587362820421,0.3855873628204214,1,1,1,1,IC50,0.385587362820421,-3.885780586188048e-16,0,Rosids (Fabids)
NZFNGIZKDZCAKF-SANMLTNESA-N,General Assays and Safety,Flavanones,0,1,0,Prenyl,492.61200000000025,6.741600000000008,107.22000000000001,0.36666666666666664,pass,5.11,-0.0705050669480747,-0.0705050669480747,-0.0705050669480747,1,1,1,1,IC50,-0.0705050669480747,0,0,Rosids (Fabids)
OAMUEWCGJSSPRS-NSCUHMNNSA-N,General Assays and Safety,2-arylbenzofurans,0,0,0,Simple,250.297,4.838500000000004,33.370000000000005,0.058823529411764705,pass,5.85,0.984208676891574,0.984208676891574,0.9842086768915735,1,1,1,1,IC50,0.984208676891574,4.440892098500626e-16,0,Rosids (Fabids)
OAUREGNZECGNQS-IBGZPJMESA-N,General Assays and Safety,Flavanones,0,1,0,Prenyl,324.3760000000001,4.313000000000002,66.75999999999999,0.25,pass,5.16,7.59375203252697e-4,7.59375203252697e-4,7.593752032526971e-4,2,1,2,1,IC50,7.59375203252697e-4,-1.0842021724855044e-19,0,Rosids (Fabids)
OBGPEBYHGIUFBN-UHFFFAOYSA-N,General Assays and Safety,Isoflavones,0,1,0,Prenyl,322.36000000000007,4.379900000000005,70.67,0.15,pass,5.03,-0.184528174390199,-0.184528174390199,-0.18452817439019903,1,1,1,1,IC50,-0.184528174390199,2.7755575615628914e-17,0,Rosids (Fabids)
OCSVLSKWXCFMKU-UHFFFAOYSA-N,General Assays and Safety,Coumestan,1,1,0,Methoxy+Prenyl,366.3690000000002,4.620900000000003,93.04,0.19047619047619047,pass,4.56,-0.85441393061268,-0.85441393061268,-0.8544139306126798,1,1,1,1,IC50,-0.85441393061268,-2.220446049250313e-16,0,Rosids (Fabids)
OFUWGCQDMVDLIR-RECXWPGBSA-N,General Assays and Safety,Isoflavones,1,0,1,Methoxy+Sugar,446.40800000000013,0.35289999999999977,159.05,0.3181818181818182,pass,4.41,-1.15149078801021,-1.15149078801021,-1.151490788010213,1,1,1,1,EC50,-1.15149078801021,2.886579864025407e-15,0,Rosids (Fabids)
