resolved_accepted_id,taxonID,scientificName,taxonomicStatus,acceptedNameUsageID,family,genus,taxonRank,taxonomic_status_norm,exact_name_norm,key,match_exact_original,match_canonical_key,included_as_accepted_target,accepted_name_resolved,accepted_family_resolved,accepted_genus_resolved,accepted_rank_resolved
wfo-0000214337,wfo-0000214337,Lathyrus oleraceus,Accepted,,Fabaceae,Lathyrus,species,accepted,lathyrus oleraceus,lathyrus oleraceus,FALSE,FALSE,TRUE,Lathyrus oleraceus,Fabaceae,Lathyrus,species
wfo-0000213816,wfo-0000213816,Lathyrus palustris,Accepted,,Fabaceae,Lathyrus,species,accepted,lathyrus palustris,lathyrus palustris,TRUE,TRUE,TRUE,Lathyrus palustris,Fabaceae,Lathyrus,species
wfo-0000212676,wfo-1200001596,Lathyrus palustris,Synonym,wfo-0000212676,Fabaceae,Lathyrus,species,synonym,lathyrus palustris,lathyrus palustris,TRUE,TRUE,FALSE,Lathyrus clymenum,Fabaceae,Lathyrus,species
wfo-0000212701,wfo-0000212701,Lathyrus pratensis,Accepted,,Fabaceae,Lathyrus,species,accepted,lathyrus pratensis,lathyrus pratensis,TRUE,TRUE,TRUE,Lathyrus pratensis,Fabaceae,Lathyrus,species
wfo-0000213821,wfo-0000213821,Lathyrus roseus,Accepted,,Fabaceae,Lathyrus,species,accepted,lathyrus roseus,lathyrus roseus,TRUE,TRUE,TRUE,Lathyrus roseus,Fabaceae,Lathyrus,species
wfo-0000182187,wfo-0000182704,Lathyrus roseus,Synonym,wfo-0000182187,Fabaceae,Lathyrus,species,synonym,lathyrus roseus,lathyrus roseus,TRUE,TRUE,FALSE,Lathyrus hookeri,Fabaceae,Lathyrus,species
wfo-0000212703,wfo-0000212703,Lathyrus sativus,Accepted,,Fabaceae,Lathyrus,species,accepted,lathyrus sativus,lathyrus sativus,TRUE,TRUE,TRUE,Lathyrus sativus,Fabaceae,Lathyrus,species
wfo-0000213824,wfo-0000213824,Lathyrus sylvestris,Accepted,,Fabaceae,Lathyrus,species,accepted,lathyrus sylvestris,lathyrus sylvestris,TRUE,TRUE,TRUE,Lathyrus sylvestris,Fabaceae,Lathyrus,species
wfo-0000213824,wfo-0001450002,Lathyrus sylvestris prol. pyrenaicus,Synonym,wfo-0000213824,Fabaceae,Lathyrus,prole,synonym,lathyrus sylvestris prol. pyrenaicus,lathyrus sylvestris,FALSE,TRUE,FALSE,Lathyrus sylvestris,Fabaceae,Lathyrus,species
wfo-0000213826,wfo-0000213826,Lathyrus tuberosus,Accepted,,Fabaceae,Lathyrus,species,accepted,lathyrus tuberosus,lathyrus tuberosus,TRUE,TRUE,TRUE,Lathyrus tuberosus,Fabaceae,Lathyrus,species
wfo-0000364153,wfo-0000364153,Laurus nobilis,Accepted,,Lauraceae,Laurus,species,accepted,laurus nobilis,laurus nobilis,TRUE,TRUE,TRUE,Laurus nobilis,Lauraceae,Laurus,species
wfo-0000366658,wfo-0000366658,Lawsonia inermis,Accepted,,Lythraceae,Lawsonia,species,accepted,lawsonia inermis,lawsonia inermis,TRUE,TRUE,TRUE,Lawsonia inermis,Lythraceae,Lawsonia,species
wfo-0000686569,wfo-0000686569,Ledebouria floribunda,Accepted,,Asparagaceae,Ledebouria,species,accepted,ledebouria floribunda,ledebouria floribunda,TRUE,TRUE,TRUE,Ledebouria floribunda,Asparagaceae,Ledebouria,species
wfo-0000913090,wfo-0000913090,Ledebouria leptophylla,Accepted,,Asparagaceae,Ledebouria,species,accepted,ledebouria leptophylla,ledebouria leptophylla,TRUE,TRUE,TRUE,Ledebouria leptophylla,Asparagaceae,Ledebouria,species
wfo-0000913099,wfo-0000913099,Ledebouria zebrina,Accepted,,Asparagaceae,Ledebouria,species,accepted,ledebouria zebrina,ledebouria zebrina,TRUE,TRUE,TRUE,Ledebouria zebrina,Asparagaceae,Ledebouria,species
wfo-0000043559,wfo-0000043559,Leiocarpa semicalva,Accepted,,Asteraceae,Leiocarpa,species,accepted,leiocarpa semicalva,leiocarpa semicalva,TRUE,TRUE,TRUE,Leiocarpa semicalva,Asteraceae,Leiocarpa,species
wfo-0000458210,wfo-0000458210,Leiothrix curvifolia,Accepted,,Eriocaulaceae,Leiothrix,species,accepted,leiothrix curvifolia,leiothrix curvifolia,TRUE,TRUE,TRUE,Leiothrix curvifolia,Eriocaulaceae,Leiothrix,species
wfo-0000212728,wfo-0000212711,Lens culinaris,Synonym,wfo-0000212728,Fabaceae,Lens,species,synonym,lens culinaris,lens culinaris,TRUE,TRUE,FALSE,Vicia lens,Fabaceae,Vicia,species
wfo-1000058750,wfo-1000058750,Leobordea capensis,Accepted,,Fabaceae,Leobordea,species,accepted,leobordea capensis,leobordea capensis,FALSE,FALSE,TRUE,Leobordea capensis,Fabaceae,Leobordea,species
wfo-0000686250,wfo-0000686250,Leopoldia comosa,Accepted,,Asparagaceae,Leopoldia,species,accepted,leopoldia comosa,leopoldia comosa,TRUE,TRUE,TRUE,Leopoldia comosa,Asparagaceae,Leopoldia,species
wfo-0000358699,wfo-0000358699,Lepidium sativum,Accepted,,Brassicaceae,Lepidium,species,accepted,lepidium sativum,lepidium sativum,TRUE,TRUE,TRUE,Lepidium sativum,Brassicaceae,Lepidium,species
wfo-4000021135,wfo-4000021135,Lepidosperma,Accepted,,Cyperaceae,Lepidosperma,genus,accepted,lepidosperma,lepidosperma,TRUE,TRUE,TRUE,Lepidosperma,Cyperaceae,Lepidosperma,genus
wfo-0000459657,wfo-0000459657,Lepidosperma laterale,Accepted,,Cyperaceae,Lepidosperma,species,accepted,lepidosperma laterale,lepidosperma laterale,TRUE,TRUE,TRUE,Lepidosperma laterale,Cyperaceae,Lepidosperma,species
wfo-0000459843,wfo-0000459843,Lepironia articulata,Accepted,,Cyperaceae,Lepironia,species,accepted,lepironia articulata,lepironia articulata,TRUE,TRUE,TRUE,Lepironia articulata,Cyperaceae,Lepironia,species
wfo-0001135538,wfo-0001135538,Leptarrhena pyrolifolia,Accepted,,Saxifragaceae,Leptarrhena,species,accepted,leptarrhena pyrolifolia,leptarrhena pyrolifolia,TRUE,TRUE,TRUE,Leptarrhena pyrolifolia,Saxifragaceae,Leptarrhena,species
wfo-0001354198,wfo-0001354198,Leptobalanus apetalus,Accepted,,Chrysobalanaceae,Leptobalanus,species,accepted,leptobalanus apetalus,leptobalanus apetalus,FALSE,FALSE,TRUE,Leptobalanus apetalus,Chrysobalanaceae,Leptobalanus,species
wfo-0000166612,wfo-0000166612,Leptolobium bijugum,Accepted,,Fabaceae,Leptolobium,species,accepted,leptolobium bijugum,leptolobium bijugum,FALSE,FALSE,TRUE,Leptolobium bijugum,Fabaceae,Leptolobium,species
wfo-0000226708,wfo-0000226708,Leptospermum polygalifolium,Accepted,,Myrtaceae,Leptospermum,species,accepted,leptospermum polygalifolium,leptospermum polygalifolium,TRUE,TRUE,TRUE,Leptospermum polygalifolium,Myrtaceae,Leptospermum,species
wfo-0000226734,wfo-0000226734,Leptospermum recurvum,Accepted,,Myrtaceae,Leptospermum,species,accepted,leptospermum recurvum,leptospermum recurvum,TRUE,TRUE,TRUE,Leptospermum recurvum,Myrtaceae,Leptospermum,species
wfo-0000226751,wfo-0000226751,Leptospermum scoparium,Accepted,,Myrtaceae,Leptospermum,species,accepted,leptospermum scoparium,leptospermum scoparium,TRUE,TRUE,TRUE,Leptospermum scoparium,Myrtaceae,Leptospermum,species
wfo-0000226751,wfo-1200060803,Leptospermum scoparium unranked roseum,Synonym,wfo-0000226751,Myrtaceae,Leptospermum,unranked,synonym,leptospermum scoparium unranked roseum,leptospermum scoparium,FALSE,TRUE,FALSE,Leptospermum scoparium,Myrtaceae,Leptospermum,species
wfo-0000226751,wfo-1200060806,Leptospermum scoparium unranked rubrum-pygmaeum,Synonym,wfo-0000226751,Myrtaceae,Leptospermum,unranked,synonym,leptospermum scoparium unranked rubrum-pygmaeum,leptospermum scoparium,FALSE,TRUE,FALSE,Leptospermum scoparium,Myrtaceae,Leptospermum,species
wfo-0001132701,wfo-0001132701,Leptothyrsa sprucei,Accepted,,Rutaceae,Leptothyrsa,species,accepted,leptothyrsa sprucei,leptothyrsa sprucei,TRUE,TRUE,TRUE,Leptothyrsa sprucei,Rutaceae,Leptothyrsa,species
wfo-0000185056,wfo-0000185056,Lespedeza bicolor,Accepted,,Fabaceae,Lespedeza,species,accepted,lespedeza bicolor,lespedeza bicolor,TRUE,TRUE,TRUE,Lespedeza bicolor,Fabaceae,Lespedeza,species
,wfo-0000204764,Lespedeza bicolor,Unchecked,,Fabaceae,Lespedeza,species,unchecked,lespedeza bicolor,lespedeza bicolor,TRUE,TRUE,FALSE,,,,
wfo-0000164446,wfo-0000164446,Lespedeza capitata,Accepted,,Fabaceae,Lespedeza,species,accepted,lespedeza capitata,lespedeza capitata,TRUE,TRUE,TRUE,Lespedeza capitata,Fabaceae,Lespedeza,species
wfo-0000185058,wfo-0000185058,Lespedeza cyrtobotrya,Accepted,,Fabaceae,Lespedeza,species,accepted,lespedeza cyrtobotrya,lespedeza cyrtobotrya,TRUE,TRUE,TRUE,Lespedeza cyrtobotrya,Fabaceae,Lespedeza,species
wfo-0000186113,wfo-0000186113,Lespedeza davidii,Accepted,,Fabaceae,Lespedeza,species,accepted,lespedeza davidii,lespedeza davidii,TRUE,TRUE,TRUE,Lespedeza davidii,Fabaceae,Lespedeza,species
wfo-0000197885,wfo-0000197885,Lespedeza floribunda,Accepted,,Fabaceae,Lespedeza,species,accepted,lespedeza floribunda,lespedeza floribunda,TRUE,TRUE,TRUE,Lespedeza floribunda,Fabaceae,Lespedeza,species
wfo-0001359458,wfo-0000192190,Lespedeza formosa,Synonym,wfo-0001359458,Fabaceae,Lespedeza,species,synonym,lespedeza formosa,lespedeza formosa,TRUE,TRUE,FALSE,Lespedeza thunbergii subsp. formosa,Fabaceae,Lespedeza,subspecies
wfo-0000185060,wfo-0000185060,Lespedeza homoloba,Accepted,,Fabaceae,Lespedeza,species,accepted,lespedeza homoloba,lespedeza homoloba,TRUE,TRUE,TRUE,Lespedeza homoloba,Fabaceae,Lespedeza,species
wfo-0000186750,wfo-0000186750,Lespedeza juncea,Accepted,,Fabaceae,Lespedeza,species,accepted,lespedeza juncea,lespedeza juncea,TRUE,TRUE,TRUE,Lespedeza juncea,Fabaceae,Lespedeza,species
wfo-0000205129,wfo-1000035087,Lespedeza juncea,Synonym,wfo-0000205129,Fabaceae,Lespedeza,species,synonym,lespedeza juncea,lespedeza juncea,TRUE,TRUE,FALSE,Indigofera aspalathoides,Fabaceae,Indigofera,species
wfo-0000173704,wfo-0000173704,Lespedeza stuevei,Accepted,,Fabaceae,Lespedeza,species,accepted,lespedeza stuevei,lespedeza stuevei,FALSE,FALSE,TRUE,Lespedeza stuevei,Fabaceae,Lespedeza,species
wfo-0000185059,wfo-0000185059,Lespedeza thunbergii,Accepted,,Fabaceae,Lespedeza,species,accepted,lespedeza thunbergii,lespedeza thunbergii,TRUE,TRUE,TRUE,Lespedeza thunbergii,Fabaceae,Lespedeza,species
wfo-0001359458,wfo-0001359458,Lespedeza thunbergii subsp. formosa,Accepted,,Fabaceae,Lespedeza,subspecies,accepted,lespedeza thunbergii subsp. formosa,lespedeza thunbergii subsp. formosa,FALSE,FALSE,TRUE,Lespedeza thunbergii subsp. formosa,Fabaceae,Lespedeza,subspecies
wfo-0000192231,wfo-0000192231,Lespedeza virgata,Accepted,,Fabaceae,Lespedeza,species,accepted,lespedeza virgata,lespedeza virgata,TRUE,TRUE,TRUE,Lespedeza virgata,Fabaceae,Lespedeza,species
wfo-0000173704,wfo-1000035090,Lespedeza virgata,Synonym,wfo-0000173704,Fabaceae,Lespedeza,species,synonym,lespedeza virgata,lespedeza virgata,TRUE,TRUE,FALSE,Lespedeza stuevei,Fabaceae,Lespedeza,species
wfo-0000185058,wfo-1000035091,Lespedeza virgata,Synonym,wfo-0000185058,Fabaceae,Lespedeza,species,synonym,lespedeza virgata,lespedeza virgata,TRUE,TRUE,FALSE,Lespedeza cyrtobotrya,Fabaceae,Lespedeza,species
wfo-0000185058,wfo-1000035092,Lespedeza virgata,Synonym,wfo-0000185058,Fabaceae,Lespedeza,species,synonym,lespedeza virgata,lespedeza virgata,TRUE,TRUE,FALSE,Lespedeza cyrtobotrya,Fabaceae,Lespedeza,species
wfo-0000164084,wfo-0000164084,Leucaena leucocephala,Accepted,,Fabaceae,Leucaena,species,accepted,leucaena leucocephala,leucaena leucocephala,TRUE,TRUE,TRUE,Leucaena leucocephala,Fabaceae,Leucaena,species
wfo-0000226906,wfo-0000226906,Leucas aspera,Accepted,,Lamiaceae,Leucas,species,accepted,leucas aspera,leucas aspera,TRUE,TRUE,TRUE,Leucas aspera,Lamiaceae,Leucas,species
wfo-0000227199,wfo-0000227199,Leucas urticifolia,Accepted,,Lamiaceae,Leucas,species,accepted,leucas urticifolia,leucas urticifolia,TRUE,TRUE,TRUE,Leucas urticifolia,Lamiaceae,Leucas,species
,wfo-0001069591,Leucas urticifolia,Unchecked,,Lamiaceae,Leucas,species,unchecked,leucas urticifolia,leucas urticifolia,TRUE,TRUE,FALSE,,,,
wfo-0000364575,wfo-0000364575,Leucothoe keiskei,Accepted,,Ericaceae,Leucothoe,species,accepted,leucothoe keiskei,leucothoe keiskei,TRUE,TRUE,TRUE,Leucothoe keiskei,Ericaceae,Leucothoe,species
wfo-0000135169,wfo-0000135169,Leuzea carthamoides,Accepted,,Asteraceae,Leuzea,species,accepted,leuzea carthamoides,leuzea carthamoides,FALSE,FALSE,TRUE,Leuzea carthamoides,Asteraceae,Leuzea,species
wfo-0000123686,wfo-0000123686,Leuzea uniflora,Accepted,,Asteraceae,Leuzea,species,accepted,leuzea uniflora,leuzea uniflora,FALSE,FALSE,TRUE,Leuzea uniflora,Asteraceae,Leuzea,species
wfo-0000360816,wfo-0000360816,Levisticum officinale,Accepted,,Apiaceae,Levisticum,species,accepted,levisticum officinale,levisticum officinale,TRUE,TRUE,TRUE,Levisticum officinale,Apiaceae,Levisticum,species
wfo-0000358614,wfo-0000358614,Libocedrus bidwillii,Accepted,,Cupressaceae,Libocedrus,species,accepted,libocedrus bidwillii,libocedrus bidwillii,TRUE,TRUE,TRUE,Libocedrus bidwillii,Cupressaceae,Libocedrus,species
wfo-0001354198,wfo-0000816014,Licania apetala,Synonym,wfo-0001354198,Chrysobalanaceae,Licania,species,synonym,licania apetala,licania apetala,TRUE,TRUE,FALSE,Leptobalanus apetalus,Chrysobalanaceae,Leptobalanus,species
wfo-0000816265,wfo-0000816265,Licania densiflora,Accepted,,Chrysobalanaceae,Licania,species,accepted,licania densiflora,licania densiflora,TRUE,TRUE,TRUE,Licania densiflora,Chrysobalanaceae,Licania,species
wfo-0000814345,wfo-0000814345,Licania pittieri,Accepted,,Chrysobalanaceae,Licania,species,accepted,licania pittieri,licania pittieri,TRUE,TRUE,TRUE,Licania pittieri,Chrysobalanaceae,Licania,species
wfo-0000816402,wfo-0000816272,Licania pyrifolia,Synonym,wfo-0000816402,Chrysobalanaceae,Licania,species,synonym,licania pyrifolia,licania pyrifolia,TRUE,TRUE,FALSE,Moquilea pyrifolia,Chrysobalanaceae,Moquilea,species
wfo-0001074748,wfo-0001074748,Ligaria cuneifolia,Accepted,,Loranthaceae,Ligaria,species,accepted,ligaria cuneifolia,ligaria cuneifolia,TRUE,TRUE,TRUE,Ligaria cuneifolia,Loranthaceae,Ligaria,species
wfo-0000080191,wfo-0000080191,Ligularia macrophylla,Accepted,,Asteraceae,Ligularia,species,accepted,ligularia macrophylla,ligularia macrophylla,TRUE,TRUE,TRUE,Ligularia macrophylla,Asteraceae,Ligularia,species
wfo-0000000028,wfo-0000000028,Ligularia odontomanes,Accepted,,Asteraceae,Ligularia,species,accepted,ligularia odontomanes,ligularia odontomanes,TRUE,TRUE,TRUE,Ligularia odontomanes,Asteraceae,Ligularia,species
wfo-0000445814,wfo-0000445814,Limnophila indica,Accepted,,Plantaginaceae,Limnophila,species,accepted,limnophila indica,limnophila indica,TRUE,TRUE,TRUE,Limnophila indica,Plantaginaceae,Limnophila,species
wfo-1000080432,wfo-1000080432,Limonia acidissima,Accepted,,Rutaceae,Limonia,species,accepted,limonia acidissima,limonia acidissima,TRUE,TRUE,TRUE,Limonia acidissima,Rutaceae,Limonia,species
,wfo-0001253683,Limonia acidissima,Unchecked,,Rutaceae,Limonia,species,unchecked,limonia acidissima,limonia acidissima,TRUE,TRUE,FALSE,,,,
wfo-0000444466,wfo-0000444466,Limoniastrum guyonianum,Accepted,,Plumbaginaceae,Limoniastrum,species,accepted,limoniastrum guyonianum,limoniastrum guyonianum,TRUE,TRUE,TRUE,Limoniastrum guyonianum,Plumbaginaceae,Limoniastrum,species
wfo-4000021808,wfo-4000021808,Limonium,Accepted,,Plumbaginaceae,Limonium,genus,accepted,limonium,limonium,TRUE,TRUE,TRUE,Limonium,Plumbaginaceae,Limonium,genus
wfo-4000021808,wfo-0001303051,Limonium,Synonym,wfo-4000021808,Plumbaginaceae,Limonium,genus,synonym,limonium,limonium,TRUE,TRUE,FALSE,Limonium,Plumbaginaceae,Limonium,genus
wfo-0001303480,wfo-0001303480,Limonium aureum,Accepted,,Plumbaginaceae,Limonium,species,accepted,limonium aureum,limonium aureum,TRUE,TRUE,TRUE,Limonium aureum,Plumbaginaceae,Limonium,species
wfo-0001303480,wfo-0001095225,Limonium aureum,Synonym,wfo-0001303480,Plumbaginaceae,Limonium,species,synonym,limonium aureum,limonium aureum,TRUE,TRUE,FALSE,Limonium aureum,Plumbaginaceae,Limonium,species
wfo-0001303480,wfo-0001303481,Limonium aureum,Synonym,wfo-0001303480,Plumbaginaceae,Limonium,species,synonym,limonium aureum,limonium aureum,TRUE,TRUE,FALSE,Limonium aureum,Plumbaginaceae,Limonium,species
wfo-0001095308,wfo-0001095308,Limonium bicolor,Accepted,,Plumbaginaceae,Limonium,species,accepted,limonium bicolor,limonium bicolor,TRUE,TRUE,TRUE,Limonium bicolor,Plumbaginaceae,Limonium,species
wfo-0000444657,wfo-0000444657,Limonium gmelini,Accepted,,Plumbaginaceae,Limonium,species,accepted,limonium gmelini,limonium gmelini,FALSE,FALSE,TRUE,Limonium gmelini,Plumbaginaceae,Limonium,species
wfo-0000444657,wfo-0001303617,Limonium gmelinii,Synonym,wfo-0000444657,Plumbaginaceae,Limonium,species,synonym,limonium gmelinii,limonium gmelinii,TRUE,TRUE,FALSE,Limonium gmelini,Plumbaginaceae,Limonium,species
wfo-0001095301,wfo-0001095301,Limonium sinense,Accepted,,Plumbaginaceae,Limonium,species,accepted,limonium sinense,limonium sinense,TRUE,TRUE,TRUE,Limonium sinense,Plumbaginaceae,Limonium,species
wfo-0000365428,wfo-0000365428,Lindera aggregata,Accepted,,Lauraceae,Lindera,species,accepted,lindera aggregata,lindera aggregata,TRUE,TRUE,TRUE,Lindera aggregata,Lauraceae,Lindera,species
wfo-0001070580,wfo-0001070580,Lindera erythrocarpa,Accepted,,Lauraceae,Lindera,species,accepted,lindera erythrocarpa,lindera erythrocarpa,TRUE,TRUE,TRUE,Lindera erythrocarpa,Lauraceae,Lindera,species
wfo-0000365480,wfo-0000365480,Lindera lucida,Accepted,,Lauraceae,Lindera,species,accepted,lindera lucida,lindera lucida,TRUE,TRUE,TRUE,Lindera lucida,Lauraceae,Lindera,species
wfo-0001070756,wfo-0001070756,Lindera neesiana,Accepted,,Lauraceae,Lindera,species,accepted,lindera neesiana,lindera neesiana,TRUE,TRUE,TRUE,Lindera neesiana,Lauraceae,Lindera,species
,wfo-1000042634,Lindera neesiana,Unchecked,,Lauraceae,Lindera,species,unchecked,lindera neesiana,lindera neesiana,TRUE,TRUE,FALSE,,,,
wfo-0001070369,wfo-0001070369,Lindera sericea,Accepted,,Lauraceae,Lindera,species,accepted,lindera sericea,lindera sericea,TRUE,TRUE,TRUE,Lindera sericea,Lauraceae,Lindera,species
wfo-0001070371,wfo-0001070371,Lindera umbellata,Accepted,,Lauraceae,Lindera,species,accepted,lindera umbellata,lindera umbellata,TRUE,TRUE,TRUE,Lindera umbellata,Lauraceae,Lindera,species
wfo-0000086483,wfo-0000086483,Linzia glabra,Accepted,,Asteraceae,Linzia,species,accepted,linzia glabra,linzia glabra,TRUE,TRUE,TRUE,Linzia glabra,Asteraceae,Linzia,species
wfo-0001429153,wfo-0000462279,Lipocarpha aristulata,Synonym,wfo-0001429153,Cyperaceae,Lipocarpha,species,synonym,lipocarpha aristulata,lipocarpha aristulata,TRUE,TRUE,FALSE,Cyperus aristulatus,Cyperaceae,Cyperus,species
wfo-0001339762,wfo-0000462497,Lipocarpha microcephala,Synonym,wfo-0001339762,Cyperaceae,Lipocarpha,species,synonym,lipocarpha microcephala,lipocarpha microcephala,TRUE,TRUE,FALSE,Cyperus leptocarpus,Cyperaceae,Cyperus,species
wfo-0000228801,wfo-0000228801,Lippia dulcis,Accepted,,Verbenaceae,Lippia,species,accepted,lippia dulcis,lippia dulcis,TRUE,TRUE,TRUE,Lippia dulcis,Verbenaceae,Lippia,species
wfo-0000229041,wfo-0000228865,Lippia graveolens,Synonym,wfo-0000229041,Verbenaceae,Lippia,species,synonym,lippia graveolens,lippia graveolens,TRUE,TRUE,FALSE,Lippia origanoides,Verbenaceae,Lippia,species
wfo-0000229041,wfo-0000229041,Lippia origanoides,Accepted,,Verbenaceae,Lippia,species,accepted,lippia origanoides,lippia origanoides,TRUE,TRUE,TRUE,Lippia origanoides,Verbenaceae,Lippia,species
wfo-0000364066,wfo-0000364066,Liquidambar formosana,Accepted,,Altingiaceae,Liquidambar,species,accepted,liquidambar formosana,liquidambar formosana,TRUE,TRUE,TRUE,Liquidambar formosana,Altingiaceae,Liquidambar,species
wfo-0000364015,wfo-0000364015,Liquidambar styraciflua,Accepted,,Altingiaceae,Liquidambar,species,accepted,liquidambar styraciflua,liquidambar styraciflua,TRUE,TRUE,TRUE,Liquidambar styraciflua,Altingiaceae,Liquidambar,species
wfo-0000446283,wfo-0000446283,Litchi chinensis,Accepted,,Sapindaceae,Litchi,species,accepted,litchi chinensis,litchi chinensis,TRUE,TRUE,TRUE,Litchi chinensis,Sapindaceae,Litchi,species
wfo-0000229939,wfo-0000229939,Lithocarpus glaber,Accepted,,Fagaceae,Lithocarpus,species,accepted,lithocarpus glaber,lithocarpus glaber,FALSE,FALSE,TRUE,Lithocarpus glaber,Fagaceae,Lithocarpus,species
wfo-0000230050,wfo-0000230050,Lithocarpus litseifolius,Accepted,,Fagaceae,Lithocarpus,species,accepted,lithocarpus litseifolius,lithocarpus litseifolius,TRUE,TRUE,TRUE,Lithocarpus litseifolius,Fagaceae,Lithocarpus,species
wfo-0000230140,wfo-0000230140,Lithocarpus pachyphyllus,Accepted,,Fagaceae,Lithocarpus,species,accepted,lithocarpus pachyphyllus,lithocarpus pachyphyllus,TRUE,TRUE,TRUE,Lithocarpus pachyphyllus,Fagaceae,Lithocarpus,species
wfo-0000230171,wfo-0000230171,Lithocarpus polystachyus,Accepted,,Fagaceae,Lithocarpus,species,accepted,lithocarpus polystachyus,lithocarpus polystachyus,TRUE,TRUE,TRUE,Lithocarpus polystachyus,Fagaceae,Lithocarpus,species
wfo-0001070638,wfo-0001070638,Litsea acutivena,Accepted,,Lauraceae,Litsea,species,accepted,litsea acutivena,litsea acutivena,TRUE,TRUE,TRUE,Litsea acutivena,Lauraceae,Litsea,species
wfo-0000365712,wfo-0000365712,Litsea glaucescens,Accepted,,Lauraceae,Litsea,species,accepted,litsea glaucescens,litsea glaucescens,TRUE,TRUE,TRUE,Litsea glaucescens,Lauraceae,Litsea,species
,wfo-1200026722,Litsea glaucescens,Unchecked,,Lauraceae,Litsea,species,unchecked,litsea glaucescens,litsea glaucescens,TRUE,TRUE,FALSE,,,,
wfo-0000365695,wfo-0000365695,Litsea glutinosa,Accepted,,Lauraceae,Litsea,species,accepted,litsea glutinosa,litsea glutinosa,TRUE,TRUE,TRUE,Litsea glutinosa,Lauraceae,Litsea,species
wfo-0001071896,wfo-0001071896,Litsea pedunculata,Accepted,,Lauraceae,Litsea,species,accepted,litsea pedunculata,litsea pedunculata,TRUE,TRUE,TRUE,Litsea pedunculata,Lauraceae,Litsea,species
wfo-0001070312,wfo-0001070312,Litsea rotundifolia,Accepted,,Lauraceae,Litsea,species,accepted,litsea rotundifolia,litsea rotundifolia,TRUE,TRUE,TRUE,Litsea rotundifolia,Lauraceae,Litsea,species
wfo-0001070705,wfo-0001070705,Litsea rubescens,Accepted,,Lauraceae,Litsea,species,accepted,litsea rubescens,litsea rubescens,TRUE,TRUE,TRUE,Litsea rubescens,Lauraceae,Litsea,species
wfo-0001070314,wfo-0001070314,Litsea sericea,Accepted,,Lauraceae,Litsea,species,accepted,litsea sericea,litsea sericea,TRUE,TRUE,TRUE,Litsea sericea,Lauraceae,Litsea,species
wfo-0001278607,wfo-0001278607,Litsea szemaois,Accepted,,Lauraceae,Litsea,species,accepted,litsea szemaois,litsea szemaois,TRUE,TRUE,TRUE,Litsea szemaois,Lauraceae,Litsea,species
wfo-4000022154,wfo-4000022154,Lonchocarpus,Accepted,,Fabaceae,Lonchocarpus,genus,accepted,lonchocarpus,lonchocarpus,TRUE,TRUE,TRUE,Lonchocarpus,Fabaceae,Lonchocarpus,genus
wfo-0001317444,wfo-0000173709,Lonchocarpus araripensis,Synonym,wfo-0001317444,Fabaceae,Lonchocarpus,species,synonym,lonchocarpus araripensis,lonchocarpus araripensis,TRUE,TRUE,FALSE,Dahlstedtia araripensis,Fabaceae,Dahlstedtia,species
wfo-0000173710,wfo-0000173710,Lonchocarpus atropurpureus,Accepted,,Fabaceae,Lonchocarpus,species,accepted,lonchocarpus atropurpureus,lonchocarpus atropurpureus,TRUE,TRUE,TRUE,Lonchocarpus atropurpureus,Fabaceae,Lonchocarpus,species
wfo-0001332654,wfo-0000173712,Lonchocarpus campestris,Synonym,wfo-0001332654,Fabaceae,Lonchocarpus,species,synonym,lonchocarpus campestris,lonchocarpus campestris,TRUE,TRUE,FALSE,Muellera campestris,Fabaceae,Muellera,species
wfo-0000164462,wfo-0000164462,Lonchocarpus castilloi,Accepted,,Fabaceae,Lonchocarpus,species,accepted,lonchocarpus castilloi,lonchocarpus castilloi,TRUE,TRUE,TRUE,Lonchocarpus castilloi,Fabaceae,Lonchocarpus,species
wfo-0000164467,wfo-0000164467,Lonchocarpus costaricensis,Accepted,,Fabaceae,Lonchocarpus,species,accepted,lonchocarpus costaricensis,lonchocarpus costaricensis,TRUE,TRUE,TRUE,Lonchocarpus costaricensis,Fabaceae,Lonchocarpus,species
wfo-0000164476,wfo-0000164476,Lonchocarpus eriocarinalis,Accepted,,Fabaceae,Lonchocarpus,species,accepted,lonchocarpus eriocarinalis,lonchocarpus eriocarinalis,TRUE,TRUE,TRUE,Lonchocarpus eriocarinalis,Fabaceae,Lonchocarpus,species
wfo-0001052481,wfo-0001244455,Lonchocarpus fluvialis,Synonym,wfo-0001052481,Fabaceae,Lonchocarpus,species,synonym,lonchocarpus fluvialis,lonchocarpus fluvialis,TRUE,TRUE,FALSE,Muellera fluvialis,Fabaceae,Muellera,species
wfo-0000173718,wfo-0000173718,Lonchocarpus guatemalensis,Accepted,,Fabaceae,Lonchocarpus,species,accepted,lonchocarpus guatemalensis,lonchocarpus guatemalensis,TRUE,TRUE,TRUE,Lonchocarpus guatemalensis,Fabaceae,Lonchocarpus,species
wfo-0000210427,wfo-0000210427,Lonchocarpus heptaphyllus,Accepted,,Fabaceae,Lonchocarpus,species,accepted,lonchocarpus heptaphyllus,lonchocarpus heptaphyllus,TRUE,TRUE,TRUE,Lonchocarpus heptaphyllus,Fabaceae,Lonchocarpus,species
