resolved_accepted_id,taxonID,scientificName,taxonomicStatus,acceptedNameUsageID,family,genus,taxonRank,taxonomic_status_norm,exact_name_norm,key,match_exact_original,match_canonical_key,included_as_accepted_target,accepted_name_resolved,accepted_family_resolved,accepted_genus_resolved,accepted_rank_resolved
wfo-0000511289,wfo-0000511289,Abies nephrolepis,Accepted,,Pinaceae,Abies,species,accepted,abies nephrolepis,abies nephrolepis,TRUE,TRUE,TRUE,Abies nephrolepis,Pinaceae,Abies,species
wfo-0000511353,wfo-0000511353,Abies pindrow,Accepted,,Pinaceae,Abies,species,accepted,abies pindrow,abies pindrow,TRUE,TRUE,TRUE,Abies pindrow,Pinaceae,Abies,species
wfo-0000511384,wfo-0000511384,Abies sachalinensis,Accepted,,Pinaceae,Abies,species,accepted,abies sachalinensis,abies sachalinensis,TRUE,TRUE,TRUE,Abies sachalinensis,Pinaceae,Abies,species
wfo-0000511384,wfo-0001251532,Abies sachalinensis,Synonym,wfo-0000511384,Pinaceae,Abies,species,synonym,abies sachalinensis,abies sachalinensis,TRUE,TRUE,FALSE,Abies sachalinensis,Pinaceae,Abies,species
wfo-0000511396,wfo-0000511396,Abies sibirica,Accepted,,Pinaceae,Abies,species,accepted,abies sibirica,abies sibirica,FALSE,FALSE,TRUE,Abies sibirica,Pinaceae,Abies,species
wfo-0000511410,wfo-0000511410,Abies spectabilis,Accepted,,Pinaceae,Abies,species,accepted,abies spectabilis,abies spectabilis,TRUE,TRUE,TRUE,Abies spectabilis,Pinaceae,Abies,species
wfo-0000511410,wfo-0001091685,Abies spectabilis,Synonym,wfo-0000511410,Pinaceae,Abies,species,synonym,abies spectabilis,abies spectabilis,TRUE,TRUE,FALSE,Abies spectabilis,Pinaceae,Abies,species
wfo-1000025301,wfo-1000025301,Abildgaardia macrantha,Accepted,,Cyperaceae,Abildgaardia,species,accepted,abildgaardia macrantha,abildgaardia macrantha,FALSE,FALSE,TRUE,Abildgaardia macrantha,Cyperaceae,Abildgaardia,species
wfo-1000025304,wfo-1000025304,Abildgaardia pachyptera,Accepted,,Cyperaceae,Abildgaardia,species,accepted,abildgaardia pachyptera,abildgaardia pachyptera,FALSE,FALSE,TRUE,Abildgaardia pachyptera,Cyperaceae,Abildgaardia,species
wfo-0000336904,wfo-0000336904,Abildgaardia schoenoides,Accepted,,Cyperaceae,Abildgaardia,species,accepted,abildgaardia schoenoides,abildgaardia schoenoides,FALSE,FALSE,TRUE,Abildgaardia schoenoides,Cyperaceae,Abildgaardia,species
wfo-0000511550,wfo-0000511550,Abronia latifolia,Accepted,,Nyctaginaceae,Abronia,species,accepted,abronia latifolia,abronia latifolia,TRUE,TRUE,TRUE,Abronia latifolia,Nyctaginaceae,Abronia,species
wfo-0000511604,wfo-0000511604,Abronia villosa,Accepted,,Nyctaginaceae,Abronia,species,accepted,abronia villosa,abronia villosa,TRUE,TRUE,TRUE,Abronia villosa,Nyctaginaceae,Abronia,species
wfo-0001444217,wfo-0001444217,Abrus melanospermus subsp. melanospermus,Accepted,,Fabaceae,Abrus,subspecies,accepted,abrus melanospermus subsp. melanospermus,abrus melanospermus subsp. melanospermus,FALSE,FALSE,TRUE,Abrus melanospermus subsp. melanospermus,Fabaceae,Abrus,subspecies
wfo-0000178702,wfo-0000178702,Abrus precatorius,Accepted,,Fabaceae,Abrus,species,accepted,abrus precatorius,abrus precatorius,TRUE,TRUE,TRUE,Abrus precatorius,Fabaceae,Abrus,species
wfo-0001444217,wfo-1200021920,Abrus pulchellus,Synonym,wfo-0001444217,Fabaceae,Abrus,species,synonym,abrus pulchellus,abrus pulchellus,TRUE,TRUE,FALSE,Abrus melanospermus subsp. melanospermus,Fabaceae,Abrus,subspecies
,wfo-0000178724,Abrus pulchellus,Unchecked,,Fabaceae,Abrus,species,unchecked,abrus pulchellus,abrus pulchellus,TRUE,TRUE,FALSE,,,,
wfo-0000512325,wfo-0000512325,Abutilon theophrasti,Accepted,,Malvaceae,Abutilon,species,accepted,abutilon theophrasti,abutilon theophrasti,TRUE,TRUE,TRUE,Abutilon theophrasti,Malvaceae,Abutilon,species
wfo-4000000074,wfo-4000000074,Acacia,Accepted,,Fabaceae,Acacia,genus,accepted,acacia,acacia,TRUE,TRUE,TRUE,Acacia,Fabaceae,Acacia,genus
wfo-0000185281,wfo-0000185281,Acacia acuminata,Accepted,,Fabaceae,Acacia,species,accepted,acacia acuminata,acacia acuminata,TRUE,TRUE,TRUE,Acacia acuminata,Fabaceae,Acacia,species
wfo-0001053987,wfo-0001053987,Acacia adunca,Accepted,,Fabaceae,Acacia,species,accepted,acacia adunca,acacia adunca,TRUE,TRUE,TRUE,Acacia adunca,Fabaceae,Acacia,species
wfo-1200001737,wfo-1200021921,Acacia adunca,Synonym,wfo-1200001737,Fabaceae,Acacia,species,synonym,acacia adunca,acacia adunca,TRUE,TRUE,FALSE,Acacia linearifolia,Fabaceae,Acacia,species
wfo-0000201116,wfo-0000201116,Acacia anceps,Accepted,,Fabaceae,Acacia,species,accepted,acacia anceps,acacia anceps,TRUE,TRUE,TRUE,Acacia anceps,Fabaceae,Acacia,species
wfo-0000185282,wfo-0000202440,Acacia anceps,Synonym,wfo-0000185282,Fabaceae,Acacia,species,synonym,acacia anceps,acacia anceps,TRUE,TRUE,FALSE,Acacia complanata,Fabaceae,Acacia,species
wfo-0001053991,wfo-0001053991,Acacia aneura,Accepted,,Fabaceae,Acacia,species,accepted,acacia aneura,acacia aneura,TRUE,TRUE,TRUE,Acacia aneura,Fabaceae,Acacia,species
wfo-0000202547,wfo-0000202547,Acacia aulacocarpa,Accepted,,Fabaceae,Acacia,species,accepted,acacia aulacocarpa,acacia aulacocarpa,TRUE,TRUE,TRUE,Acacia aulacocarpa,Fabaceae,Acacia,species
wfo-0000173754,wfo-0000173754,Acacia auriculiformis,Accepted,,Fabaceae,Acacia,species,accepted,acacia auriculiformis,acacia auriculiformis,TRUE,TRUE,TRUE,Acacia auriculiformis,Fabaceae,Acacia,species
wfo-0000189913,wfo-0000189913,Acacia baileyana,Accepted,,Fabaceae,Acacia,species,accepted,acacia baileyana,acacia baileyana,TRUE,TRUE,TRUE,Acacia baileyana,Fabaceae,Acacia,species
wfo-0000185290,wfo-0000185290,Acacia binervata,Accepted,,Fabaceae,Acacia,species,accepted,acacia binervata,acacia binervata,TRUE,TRUE,TRUE,Acacia binervata,Fabaceae,Acacia,species
wfo-0000185333,wfo-0000202067,Acacia binervata,Synonym,wfo-0000185333,Fabaceae,Acacia,species,synonym,acacia binervata,acacia binervata,TRUE,TRUE,FALSE,Acacia verniciflua,Fabaceae,Acacia,species
wfo-0000190121,wfo-0000190121,Acacia binervia,Accepted,,Fabaceae,Acacia,species,accepted,acacia binervia,acacia binervia,FALSE,FALSE,TRUE,Acacia binervia,Fabaceae,Acacia,species
wfo-0000202789,wfo-0000202789,Acacia burrowii,Accepted,,Fabaceae,Acacia,species,accepted,acacia burrowii,acacia burrowii,TRUE,TRUE,TRUE,Acacia burrowii,Fabaceae,Acacia,species
wfo-0000185292,wfo-0000185292,Acacia buxifolia,Accepted,,Fabaceae,Acacia,species,accepted,acacia buxifolia,acacia buxifolia,TRUE,TRUE,TRUE,Acacia buxifolia,Fabaceae,Acacia,species
wfo-0000185297,wfo-0000185297,Acacia calamifolia,Accepted,,Fabaceae,Acacia,species,accepted,acacia calamifolia,acacia calamifolia,TRUE,TRUE,TRUE,Acacia calamifolia,Fabaceae,Acacia,species
wfo-0000185297,wfo-0000201101,Acacia calamifolia,Synonym,wfo-0000185297,Fabaceae,Acacia,species,synonym,acacia calamifolia,acacia calamifolia,TRUE,TRUE,FALSE,Acacia calamifolia,Fabaceae,Acacia,species
wfo-0000201411,wfo-1200021935,Acacia calamifolia,Synonym,wfo-0000201411,Fabaceae,Acacia,species,synonym,acacia calamifolia,acacia calamifolia,TRUE,TRUE,FALSE,Acacia quadrilateralis,Fabaceae,Acacia,species
,wfo-1000081096,Acacia calamifolia,Unchecked,,Fabaceae,Acacia,species,unchecked,acacia calamifolia,acacia calamifolia,TRUE,TRUE,FALSE,,,,
wfo-0000185298,wfo-0000185298,Acacia cardiophylla,Accepted,,Fabaceae,Acacia,species,accepted,acacia cardiophylla,acacia cardiophylla,TRUE,TRUE,TRUE,Acacia cardiophylla,Fabaceae,Acacia,species
wfo-0000201400,wfo-0000201400,Acacia carneorum,Accepted,,Fabaceae,Acacia,species,accepted,acacia carneorum,acacia carneorum,TRUE,TRUE,TRUE,Acacia carneorum,Fabaceae,Acacia,species
wfo-0001284769,wfo-0000186808,Acacia catechu,Synonym,wfo-0001284769,Fabaceae,Acacia,species,synonym,acacia catechu,acacia catechu,TRUE,TRUE,FALSE,Senegalia catechu,Fabaceae,Senegalia,species
wfo-0001427394,wfo-1200021937,Acacia catechu,Synonym,wfo-0001427394,Fabaceae,Acacia,species,synonym,acacia catechu,acacia catechu,TRUE,TRUE,FALSE,Senegalia polyacantha subsp. polyacantha,Fabaceae,Senegalia,subspecies
wfo-0001335075,wfo-1200021938,Acacia catechu,Synonym,wfo-0001335075,Fabaceae,Acacia,species,synonym,acacia catechu,acacia catechu,TRUE,TRUE,FALSE,Senegalia chundra,Fabaceae,Senegalia,species
wfo-0001055536,wfo-0001055536,Acacia cheelii,Accepted,,Fabaceae,Acacia,species,accepted,acacia cheelii,acacia cheelii,TRUE,TRUE,TRUE,Acacia cheelii,Fabaceae,Acacia,species
wfo-0000185299,wfo-0000185299,Acacia chrysotricha,Accepted,,Fabaceae,Acacia,species,accepted,acacia chrysotricha,acacia chrysotricha,TRUE,TRUE,TRUE,Acacia chrysotricha,Fabaceae,Acacia,species
wfo-0000186344,wfo-0000186344,Acacia clunies-rossiae,Accepted,,Fabaceae,Acacia,species,accepted,acacia clunies-rossiae,acacia clunies-rossiae,TRUE,TRUE,TRUE,Acacia clunies-rossiae,Fabaceae,Acacia,species
wfo-0000185282,wfo-0000185282,Acacia complanata,Accepted,,Fabaceae,Acacia,species,accepted,acacia complanata,acacia complanata,FALSE,FALSE,TRUE,Acacia complanata,Fabaceae,Acacia,species
wfo-0000185341,wfo-0000185341,Acacia concurrens,Accepted,,Fabaceae,Acacia,species,accepted,acacia concurrens,acacia concurrens,TRUE,TRUE,TRUE,Acacia concurrens,Fabaceae,Acacia,species
wfo-0000186120,wfo-0000186120,Acacia confusa,Accepted,,Fabaceae,Acacia,species,accepted,acacia confusa,acacia confusa,TRUE,TRUE,TRUE,Acacia confusa,Fabaceae,Acacia,species
wfo-0000185300,wfo-0000185300,Acacia constablei,Accepted,,Fabaceae,Acacia,species,accepted,acacia constablei,acacia constablei,TRUE,TRUE,TRUE,Acacia constablei,Fabaceae,Acacia,species
wfo-0001277423,wfo-0001049371,Acacia constricta,Synonym,wfo-0001277423,Fabaceae,Acacia,species,synonym,acacia constricta,acacia constricta,TRUE,TRUE,FALSE,Vachellia constricta,Fabaceae,Vachellia,species
wfo-0000186425,wfo-0000186425,Acacia crombiei,Accepted,,Fabaceae,Acacia,species,accepted,acacia crombiei,acacia crombiei,TRUE,TRUE,TRUE,Acacia crombiei,Fabaceae,Acacia,species
wfo-0000191942,wfo-0000191942,Acacia cultriformis,Accepted,,Fabaceae,Acacia,species,accepted,acacia cultriformis,acacia cultriformis,TRUE,TRUE,TRUE,Acacia cultriformis,Fabaceae,Acacia,species
wfo-0000202875,wfo-0000202875,Acacia cyperophylla,Accepted,,Fabaceae,Acacia,species,accepted,acacia cyperophylla,acacia cyperophylla,TRUE,TRUE,TRUE,Acacia cyperophylla,Fabaceae,Acacia,species
wfo-0000192338,wfo-0000192338,Acacia dealbata,Accepted,,Fabaceae,Acacia,species,accepted,acacia dealbata,acacia dealbata,TRUE,TRUE,TRUE,Acacia dealbata,Fabaceae,Acacia,species
wfo-0000201295,wfo-0000201296,Acacia dealbata,Synonym,wfo-0000201295,Fabaceae,Acacia,species,synonym,acacia dealbata,acacia dealbata,TRUE,TRUE,FALSE,Acacia leucolobia,Fabaceae,Acacia,species
wfo-0000201013,wfo-0000201013,Acacia deanei,Accepted,,Fabaceae,Acacia,species,accepted,acacia deanei,acacia deanei,TRUE,TRUE,TRUE,Acacia deanei,Fabaceae,Acacia,species
wfo-0000185302,wfo-0000185302,Acacia decora,Accepted,,Fabaceae,Acacia,species,accepted,acacia decora,acacia decora,TRUE,TRUE,TRUE,Acacia decora,Fabaceae,Acacia,species
wfo-0000192434,wfo-0000192434,Acacia decurrens,Accepted,,Fabaceae,Acacia,species,accepted,acacia decurrens,acacia decurrens,TRUE,TRUE,TRUE,Acacia decurrens,Fabaceae,Acacia,species
wfo-0000192739,wfo-0000192739,Acacia dentifera,Accepted,,Fabaceae,Acacia,species,accepted,acacia dentifera,acacia dentifera,FALSE,FALSE,TRUE,Acacia dentifera,Fabaceae,Acacia,species
wfo-0000192748,wfo-0000192748,Acacia doratoxylon,Accepted,,Fabaceae,Acacia,species,accepted,acacia doratoxylon,acacia doratoxylon,TRUE,TRUE,TRUE,Acacia doratoxylon,Fabaceae,Acacia,species
wfo-0000185281,wfo-0000202859,Acacia doratoxylon,Synonym,wfo-0000185281,Fabaceae,Acacia,species,synonym,acacia doratoxylon,acacia doratoxylon,TRUE,TRUE,FALSE,Acacia acuminata,Fabaceae,Acacia,species
wfo-0000193822,wfo-0000193822,Acacia elata,Accepted,,Fabaceae,Acacia,species,accepted,acacia elata,acacia elata,TRUE,TRUE,TRUE,Acacia elata,Fabaceae,Acacia,species
wfo-0000186098,wfo-0000193284,Acacia elata,Synonym,wfo-0000186098,Fabaceae,Acacia,species,synonym,acacia elata,acacia elata,TRUE,TRUE,FALSE,Albizia procera,Fabaceae,Albizia,species
wfo-0000193822,wfo-0000200983,Acacia elata,Synonym,wfo-0000193822,Fabaceae,Acacia,species,synonym,acacia elata,acacia elata,TRUE,TRUE,FALSE,Acacia elata,Fabaceae,Acacia,species
wfo-0001284774,wfo-0000194374,Acacia erioloba,Synonym,wfo-0001284774,Fabaceae,Acacia,species,synonym,acacia erioloba,acacia erioloba,TRUE,TRUE,FALSE,Vachellia erioloba,Fabaceae,Vachellia,species
wfo-0001336842,wfo-1200021951,Acacia erioloba,Synonym,wfo-0001336842,Fabaceae,Acacia,species,synonym,acacia erioloba,acacia erioloba,TRUE,TRUE,FALSE,Vachellia edgeworthii,Fabaceae,Vachellia,species
wfo-0000185283,wfo-0000185283,Acacia excelsa,Accepted,,Fabaceae,Acacia,species,accepted,acacia excelsa,acacia excelsa,TRUE,TRUE,TRUE,Acacia excelsa,Fabaceae,Acacia,species
wfo-0000185304,wfo-0000185304,Acacia falciformis,Accepted,,Fabaceae,Acacia,species,accepted,acacia falciformis,acacia falciformis,TRUE,TRUE,TRUE,Acacia falciformis,Fabaceae,Acacia,species
wfo-0000185303,wfo-0000185303,Acacia fasciculifera,Accepted,,Fabaceae,Acacia,species,accepted,acacia fasciculifera,acacia fasciculifera,TRUE,TRUE,TRUE,Acacia fasciculifera,Fabaceae,Acacia,species
wfo-0000185848,wfo-0000185848,Acacia filicifolia,Accepted,,Fabaceae,Acacia,species,accepted,acacia filicifolia,acacia filicifolia,TRUE,TRUE,TRUE,Acacia filicifolia,Fabaceae,Acacia,species
wfo-0000195813,wfo-0000195813,Acacia fimbriata,Accepted,,Fabaceae,Acacia,species,accepted,acacia fimbriata,acacia fimbriata,TRUE,TRUE,TRUE,Acacia fimbriata,Fabaceae,Acacia,species
wfo-0000192754,wfo-0000192754,Acacia floribunda,Accepted,,Fabaceae,Acacia,species,accepted,acacia floribunda,acacia floribunda,TRUE,TRUE,TRUE,Acacia floribunda,Fabaceae,Acacia,species
wfo-0000745786,wfo-0000196222,Acacia galpinii,Synonym,wfo-0000745786,Fabaceae,Acacia,species,synonym,acacia galpinii,acacia galpinii,TRUE,TRUE,FALSE,Senegalia galpinii,Fabaceae,Senegalia,species
wfo-0000201188,wfo-0000201188,Acacia hamiltoniana,Accepted,,Fabaceae,Acacia,species,accepted,acacia hamiltoniana,acacia hamiltoniana,FALSE,FALSE,TRUE,Acacia hamiltoniana,Fabaceae,Acacia,species
wfo-0000186352,wfo-0000186352,Acacia harpophylla,Accepted,,Fabaceae,Acacia,species,accepted,acacia harpophylla,acacia harpophylla,TRUE,TRUE,TRUE,Acacia harpophylla,Fabaceae,Acacia,species
wfo-0000186999,wfo-0000186999,Acacia holosericea,Accepted,,Fabaceae,Acacia,species,accepted,acacia holosericea,acacia holosericea,TRUE,TRUE,TRUE,Acacia holosericea,Fabaceae,Acacia,species
,wfo-0000205482,Acacia holosericea,Unchecked,,Fabaceae,Acacia,species,unchecked,acacia holosericea,acacia holosericea,TRUE,TRUE,FALSE,,,,
wfo-0000202365,wfo-0000199713,Acacia homalophylla,Synonym,wfo-0000202365,Fabaceae,Acacia,species,synonym,acacia homalophylla,acacia homalophylla,TRUE,TRUE,FALSE,Acacia omalophylla,Fabaceae,Acacia,species
wfo-0000202365,wfo-0001054034,Acacia homalophylla,Synonym,wfo-0000202365,Fabaceae,Acacia,species,synonym,acacia homalophylla,acacia homalophylla,TRUE,TRUE,FALSE,Acacia omalophylla,Fabaceae,Acacia,species
wfo-0001336851,wfo-0000199823,Acacia horrida,Synonym,wfo-0001336851,Fabaceae,Acacia,species,synonym,acacia horrida,acacia horrida,TRUE,TRUE,FALSE,Vachellia horrida,Fabaceae,Vachellia,species
wfo-0001335076,wfo-0000200963,Acacia horrida,Synonym,wfo-0001335076,Fabaceae,Acacia,species,synonym,acacia horrida,acacia horrida,TRUE,TRUE,FALSE,Senegalia pennata,Fabaceae,Senegalia,species
wfo-0000192743,wfo-0000192743,Acacia implexa,Accepted,,Fabaceae,Acacia,species,accepted,acacia implexa,acacia implexa,TRUE,TRUE,TRUE,Acacia implexa,Fabaceae,Acacia,species
wfo-0000185319,wfo-0000185532,Acacia intertexta,Synonym,wfo-0000185319,Fabaceae,Acacia,species,synonym,acacia intertexta,acacia intertexta,TRUE,TRUE,FALSE,Acacia obtusifolia,Fabaceae,Acacia,species
wfo-0000186117,wfo-0000186117,Acacia irrorata,Accepted,,Fabaceae,Acacia,species,accepted,acacia irrorata,acacia irrorata,TRUE,TRUE,TRUE,Acacia irrorata,Fabaceae,Acacia,species
wfo-0000185309,wfo-0000185309,Acacia ixiophylla,Accepted,,Fabaceae,Acacia,species,accepted,acacia ixiophylla,acacia ixiophylla,TRUE,TRUE,TRUE,Acacia ixiophylla,Fabaceae,Acacia,species
wfo-0000510579,wfo-0000200538,Acacia karroo,Synonym,wfo-0000510579,Fabaceae,Acacia,species,synonym,acacia karroo,acacia karroo,TRUE,TRUE,FALSE,Vachellia karroo,Fabaceae,Vachellia,species
wfo-0000202890,wfo-0000202890,Acacia kempeana,Accepted,,Fabaceae,Acacia,species,accepted,acacia kempeana,acacia kempeana,TRUE,TRUE,TRUE,Acacia kempeana,Fabaceae,Acacia,species
wfo-0000185286,wfo-0000185286,Acacia kettlewelliae,Accepted,,Fabaceae,Acacia,species,accepted,acacia kettlewelliae,acacia kettlewelliae,TRUE,TRUE,TRUE,Acacia kettlewelliae,Fabaceae,Acacia,species
wfo-0000185310,wfo-0000185310,Acacia lanigera,Accepted,,Fabaceae,Acacia,species,accepted,acacia lanigera,acacia lanigera,TRUE,TRUE,TRUE,Acacia lanigera,Fabaceae,Acacia,species
wfo-0000185313,wfo-0000185313,Acacia latifolia,Accepted,,Fabaceae,Acacia,species,accepted,acacia latifolia,acacia latifolia,TRUE,TRUE,TRUE,Acacia latifolia,Fabaceae,Acacia,species
wfo-0000204086,wfo-1200021975,Acacia latifolia,Synonym,wfo-0000204086,Fabaceae,Acacia,species,synonym,acacia latifolia,acacia latifolia,TRUE,TRUE,FALSE,Acacia melanoxylon,Fabaceae,Acacia,species
wfo-0000201007,wfo-0000201007,Acacia leucoclada,Accepted,,Fabaceae,Acacia,species,accepted,acacia leucoclada,acacia leucoclada,TRUE,TRUE,TRUE,Acacia leucoclada,Fabaceae,Acacia,species
wfo-0000201295,wfo-0000201295,Acacia leucolobia,Accepted,,Fabaceae,Acacia,species,accepted,acacia leucolobia,acacia leucolobia,FALSE,FALSE,TRUE,Acacia leucolobia,Fabaceae,Acacia,species
wfo-1200001737,wfo-1200001737,Acacia linearifolia,Accepted,,Fabaceae,Acacia,species,accepted,acacia linearifolia,acacia linearifolia,FALSE,FALSE,TRUE,Acacia linearifolia,Fabaceae,Acacia,species
wfo-0000210768,wfo-0000210768,Acacia longifolia,Accepted,,Fabaceae,Acacia,species,accepted,acacia longifolia,acacia longifolia,TRUE,TRUE,TRUE,Acacia longifolia,Fabaceae,Acacia,species
wfo-0000192739,wfo-1200021977,Acacia longifolia,Synonym,wfo-0000192739,Fabaceae,Acacia,species,synonym,acacia longifolia,acacia longifolia,TRUE,TRUE,FALSE,Acacia dentifera,Fabaceae,Acacia,species
wfo-0000185316,wfo-0000185316,Acacia mabellae,Accepted,,Fabaceae,Acacia,species,accepted,acacia mabellae,acacia mabellae,TRUE,TRUE,TRUE,Acacia mabellae,Fabaceae,Acacia,species
wfo-0000203359,wfo-0000203359,Acacia maidenii,Accepted,,Fabaceae,Acacia,species,accepted,acacia maidenii,acacia maidenii,TRUE,TRUE,TRUE,Acacia maidenii,Fabaceae,Acacia,species
wfo-0000203882,wfo-0000203882,Acacia mearnsii,Accepted,,Fabaceae,Acacia,species,accepted,acacia mearnsii,acacia mearnsii,TRUE,TRUE,TRUE,Acacia mearnsii,Fabaceae,Acacia,species
wfo-0000204086,wfo-0000204086,Acacia melanoxylon,Accepted,,Fabaceae,Acacia,species,accepted,acacia melanoxylon,acacia melanoxylon,TRUE,TRUE,TRUE,Acacia melanoxylon,Fabaceae,Acacia,species
wfo-0000745787,wfo-0000186859,Acacia mellifera,Synonym,wfo-0000745787,Fabaceae,Acacia,species,synonym,acacia mellifera,acacia mellifera,TRUE,TRUE,FALSE,Senegalia mellifera,Fabaceae,Senegalia,species
wfo-0000185317,wfo-0000185317,Acacia mollifolia,Accepted,,Fabaceae,Acacia,species,accepted,acacia mollifolia,acacia mollifolia,TRUE,TRUE,TRUE,Acacia mollifolia,Fabaceae,Acacia,species
wfo-0000200993,wfo-0000200996,Acacia mollissima,Synonym,wfo-0000200993,Fabaceae,Acacia,species,synonym,acacia mollissima,acacia mollissima,TRUE,TRUE,FALSE,Acacia pubescens,Fabaceae,Acacia,species
wfo-0001277463,wfo-0000164227,Acacia neovernicosa,Synonym,wfo-0001277463,Fabaceae,Acacia,species,synonym,acacia neovernicosa,acacia neovernicosa,TRUE,TRUE,FALSE,Vachellia vernicosa,Fabaceae,Vachellia,species
wfo-0000182943,wfo-0000182943,Acacia neriifolia,Accepted,,Fabaceae,Acacia,species,accepted,acacia neriifolia,acacia neriifolia,TRUE,TRUE,TRUE,Acacia neriifolia,Fabaceae,Acacia,species
wfo-0001284771,wfo-0000205225,Acacia nigrescens,Synonym,wfo-0001284771,Fabaceae,Acacia,species,synonym,acacia nigrescens,acacia nigrescens,TRUE,TRUE,FALSE,Senegalia nigrescens,Fabaceae,Senegalia,species
wfo-0001284776,wfo-0000205536,Acacia nilotica,Synonym,wfo-0001284776,Fabaceae,Acacia,species,synonym,acacia nilotica,acacia nilotica,TRUE,TRUE,FALSE,Vachellia nilotica,Fabaceae,Vachellia,species
wfo-0000185319,wfo-0000185319,Acacia obtusifolia,Accepted,,Fabaceae,Acacia,species,accepted,acacia obtusifolia,acacia obtusifolia,TRUE,TRUE,TRUE,Acacia obtusifolia,Fabaceae,Acacia,species
wfo-0000202365,wfo-0000202365,Acacia omalophylla,Accepted,,Fabaceae,Acacia,species,accepted,acacia omalophylla,acacia omalophylla,TRUE,TRUE,TRUE,Acacia omalophylla,Fabaceae,Acacia,species
wfo-0000203086,wfo-0000203086,Acacia orites,Accepted,,Fabaceae,Acacia,species,accepted,acacia orites,acacia orites,TRUE,TRUE,TRUE,Acacia orites,Fabaceae,Acacia,species
wfo-0000186342,wfo-0000186342,Acacia oshanesii,Accepted,,Fabaceae,Acacia,species,accepted,acacia oshanesii,acacia oshanesii,TRUE,TRUE,TRUE,Acacia oshanesii,Fabaceae,Acacia,species
wfo-0000185318,wfo-0000185318,Acacia oswaldii,Accepted,,Fabaceae,Acacia,species,accepted,acacia oswaldii,acacia oswaldii,TRUE,TRUE,TRUE,Acacia oswaldii,Fabaceae,Acacia,species
wfo-0000202357,wfo-0000202357,Acacia papyrocarpa,Accepted,,Fabaceae,Acacia,species,accepted,acacia papyrocarpa,acacia papyrocarpa,TRUE,TRUE,TRUE,Acacia papyrocarpa,Fabaceae,Acacia,species
wfo-0000185351,wfo-0000185351,Acacia parramattensis,Accepted,,Fabaceae,Acacia,species,accepted,acacia parramattensis,acacia parramattensis,TRUE,TRUE,TRUE,Acacia parramattensis,Fabaceae,Acacia,species
wfo-0000208640,wfo-0000208640,Acacia pendula,Accepted,,Fabaceae,Acacia,species,accepted,acacia pendula,acacia pendula,TRUE,TRUE,TRUE,Acacia pendula,Fabaceae,Acacia,species
wfo-0001277447,wfo-0000173770,Acacia pennatula,Synonym,wfo-0001277447,Fabaceae,Acacia,species,synonym,acacia pennatula,acacia pennatula,TRUE,TRUE,FALSE,Vachellia pennatula,Fabaceae,Vachellia,species
wfo-0000185338,wfo-0000185338,Acacia peuce,Accepted,,Fabaceae,Acacia,species,accepted,acacia peuce,acacia peuce,TRUE,TRUE,TRUE,Acacia peuce,Fabaceae,Acacia,species
wfo-0000744649,wfo-0000209605,Acacia polyacantha,Synonym,wfo-0000744649,Fabaceae,Acacia,species,synonym,acacia polyacantha,acacia polyacantha,TRUE,TRUE,FALSE,Senegalia polyacantha,Fabaceae,Senegalia,species
wfo-0000200993,wfo-0000200993,Acacia pubescens,Accepted,,Fabaceae,Acacia,species,accepted,acacia pubescens,acacia pubescens,TRUE,TRUE,TRUE,Acacia pubescens,Fabaceae,Acacia,species
,wfo-1200022002,Acacia pubescens,Unchecked,,Fabaceae,Acacia,species,unchecked,acacia pubescens,acacia pubescens,TRUE,TRUE,FALSE,,,,
,wfo-1200022003,Acacia pubescens,Unchecked,,Fabaceae,Acacia,species,unchecked,acacia pubescens,acacia pubescens,TRUE,TRUE,FALSE,,,,
wfo-0000202808,wfo-0000202808,Acacia pubifolia,Accepted,,Fabaceae,Acacia,species,accepted,acacia pubifolia,acacia pubifolia,TRUE,TRUE,TRUE,Acacia pubifolia,Fabaceae,Acacia,species
wfo-0000210558,wfo-0000210558,Acacia pycnantha,Accepted,,Fabaceae,Acacia,species,accepted,acacia pycnantha,acacia pycnantha,TRUE,TRUE,TRUE,Acacia pycnantha,Fabaceae,Acacia,species
wfo-0000202826,wfo-0000202826,Acacia pycnostachya,Accepted,,Fabaceae,Acacia,species,accepted,acacia pycnostachya,acacia pycnostachya,TRUE,TRUE,TRUE,Acacia pycnostachya,Fabaceae,Acacia,species
,wfo-0000202825,Acacia pycnostachya,Unchecked,,Fabaceae,Acacia,species,unchecked,acacia pycnostachya,acacia pycnostachya,TRUE,TRUE,FALSE,,,,
wfo-0000201411,wfo-0000201411,Acacia quadrilateralis,Accepted,,Fabaceae,Acacia,species,accepted,acacia quadrilateralis,acacia quadrilateralis,FALSE,FALSE,TRUE,Acacia quadrilateralis,Fabaceae,Acacia,species
wfo-0000181109,wfo-0000181109,Acacia retinodes,Accepted,,Fabaceae,Acacia,species,accepted,acacia retinodes,acacia retinodes,TRUE,TRUE,TRUE,Acacia retinodes,Fabaceae,Acacia,species
wfo-0000185322,wfo-0000185322,Acacia rhodoxylon,Accepted,,Fabaceae,Acacia,species,accepted,acacia rhodoxylon,acacia rhodoxylon,TRUE,TRUE,TRUE,Acacia rhodoxylon,Fabaceae,Acacia,species
