key,n_wfo_rows,n_taxon_ids,n_resolved_accepted_ids,n_resolved_accepted_names,n_resolved_families,scientific_names,taxonomic_statuses,resolved_accepted_ids,resolved_accepted_names,resolved_families,resolved_genera,resolved_ranks,any_exact_original_match,any_canonical_key_match,any_included_as_accepted_target,key_resolution_status
aster heliopsis,1,1,1,1,1,Aster heliopsis,accepted,wfo-0000133314,Aster heliopsis,Asteraceae,Aster,species,TRUE,TRUE,TRUE,single_accepted_id
aster koraiensis,1,1,1,1,1,Aster koraiensis,synonym,wfo-0000087700,Miyamayomena koraiensis,Asteraceae,Miyamayomena,species,TRUE,TRUE,FALSE,single_accepted_id
aster souliei,1,1,1,1,1,Aster souliei,accepted,wfo-0000003517,Aster souliei,Asteraceae,Aster,species,TRUE,TRUE,TRUE,single_accepted_id
astilbe rubra,1,1,1,1,1,Astilbe rubra,accepted,wfo-0000552882,Astilbe rubra,Saxifragaceae,Astilbe,species,TRUE,TRUE,TRUE,single_accepted_id
astilbe thunbergii,1,1,1,1,1,Astilbe thunbergii,accepted,wfo-0000552894,Astilbe thunbergii,Saxifragaceae,Astilbe,species,TRUE,TRUE,TRUE,single_accepted_id
astragalus aksuensis,1,1,1,1,1,Astragalus aksuensis,accepted,wfo-0000189780,Astragalus aksuensis,Fabaceae,Astragalus,species,TRUE,TRUE,TRUE,single_accepted_id
astragalus caprinus subsp. huetii,1,1,1,1,1,Astragalus caprinus subsp. huetii,accepted,wfo-0000185730,Astragalus caprinus subsp. huetii,Fabaceae,Astragalus,subspecies,FALSE,FALSE,TRUE,single_accepted_id
astragalus caraganae,1,1,1,1,1,Astragalus caraganae,accepted,wfo-0000189479,Astragalus caraganae,Fabaceae,Astragalus,species,FALSE,FALSE,TRUE,single_accepted_id
astragalus cicer,1,1,1,1,1,Astragalus cicer,accepted,wfo-0000213547,Astragalus cicer,Fabaceae,Astragalus,species,TRUE,TRUE,TRUE,single_accepted_id
astragalus clusianus,1,1,1,1,1,Astragalus clusianus,accepted,wfo-0000553349,Astragalus clusianus,Fabaceae,Astragalus,species,FALSE,FALSE,TRUE,single_accepted_id
astragalus dasyanthus,1,1,1,1,1,Astragalus dasyanthus,accepted,wfo-0000213554,Astragalus dasyanthus,Fabaceae,Astragalus,species,FALSE,FALSE,TRUE,single_accepted_id
astragalus floccosifolius,1,1,1,1,1,Astragalus floccosifolius,accepted,wfo-0000185137,Astragalus floccosifolius,Fabaceae,Astragalus,species,TRUE,TRUE,TRUE,single_accepted_id
astragalus galegiformis,1,1,1,1,1,Astragalus galegiformis,accepted,wfo-0000213560,Astragalus galegiformis,Fabaceae,Astragalus,species,TRUE,TRUE,TRUE,single_accepted_id
astragalus glaux,1,1,1,1,1,Astragalus glaux,accepted,wfo-0000212503,Astragalus glaux,Fabaceae,Astragalus,species,FALSE,FALSE,TRUE,single_accepted_id
astragalus hamosus,1,1,1,1,1,Astragalus hamosus,accepted,wfo-0001054280,Astragalus hamosus,Fabaceae,Astragalus,species,FALSE,FALSE,TRUE,single_accepted_id
astragalus hoantchy,1,1,1,1,1,Astragalus hoantchy,accepted,wfo-0000198270,Astragalus hoantchy,Fabaceae,Astragalus,species,TRUE,TRUE,TRUE,single_accepted_id
astragalus hypoglottis subsp. hypoglottis,1,1,1,1,1,Astragalus hypoglottis subsp. hypoglottis,accepted,wfo-0000191796,Astragalus hypoglottis subsp. hypoglottis,Fabaceae,Astragalus,subspecies,FALSE,FALSE,TRUE,single_accepted_id
astragalus iodanthus var. iodanthus,1,1,1,1,1,Astragalus iodanthus var. iodanthus,accepted,wfo-0000179551,Astragalus iodanthus var. iodanthus,Fabaceae,Astragalus,variety,FALSE,FALSE,TRUE,single_accepted_id
astragalus kabadianus,1,1,1,1,1,Astragalus kabadianus,accepted,wfo-0000185967,Astragalus kabadianus,Fabaceae,Astragalus,species,TRUE,TRUE,TRUE,single_accepted_id
astragalus laxmannii subsp. laxmannii,1,1,1,1,1,Astragalus laxmannii subsp. laxmannii,accepted,wfo-0001444737,Astragalus laxmannii subsp. laxmannii,Fabaceae,Astragalus,subspecies,FALSE,FALSE,TRUE,single_accepted_id
astragalus laxmannii subsp. robustior,1,1,1,1,1,Astragalus laxmannii subsp. robustior,accepted,wfo-0001033987,Astragalus laxmannii subsp. robustior,Fabaceae,Astragalus,subspecies,FALSE,FALSE,TRUE,single_accepted_id
astragalus lehmannianus,1,1,1,1,1,Astragalus lehmannianus,accepted,wfo-0000198527,Astragalus lehmannianus,Fabaceae,Astragalus,species,TRUE,TRUE,TRUE,single_accepted_id
astragalus lepsensis,1,1,1,1,1,Astragalus lepsensis,accepted,wfo-0000198351,Astragalus lepsensis,Fabaceae,Astragalus,species,TRUE,TRUE,TRUE,single_accepted_id
astragalus microcephalus,1,1,1,1,1,Astragalus microcephalus,accepted,wfo-0000207511,Astragalus microcephalus,Fabaceae,Astragalus,species,TRUE,TRUE,TRUE,single_accepted_id
astragalus mongholicus,1,1,1,1,1,Astragalus mongholicus,accepted,wfo-0000185128,Astragalus mongholicus,Fabaceae,Astragalus,species,TRUE,TRUE,TRUE,single_accepted_id
astragalus orbiculatus,1,1,1,1,1,Astragalus orbiculatus,accepted,wfo-0000185971,Astragalus orbiculatus,Fabaceae,Astragalus,species,TRUE,TRUE,TRUE,single_accepted_id
astragalus pycnocephalus,1,1,1,1,1,Astragalus pycnocephalus,accepted,wfo-0000190422,Astragalus pycnocephalus,Fabaceae,Astragalus,species,TRUE,TRUE,TRUE,single_accepted_id
astragalus thracicus,1,1,1,1,1,Astragalus thracicus,accepted,wfo-0000213626,Astragalus thracicus,Fabaceae,Astragalus,species,TRUE,TRUE,TRUE,single_accepted_id
astragalus trimestris,1,1,1,1,1,Astragalus trimestris,accepted,wfo-0000185773,Astragalus trimestris,Fabaceae,Astragalus,species,TRUE,TRUE,TRUE,single_accepted_id
astragalus varius subsp. varius,1,1,1,1,1,Astragalus varius subsp. varius,accepted,wfo-0001444980,Astragalus varius subsp. varius,Fabaceae,Astragalus,subspecies,FALSE,FALSE,TRUE,single_accepted_id
astragalus verrucosus,1,1,1,1,1,Astragalus verrucosus,accepted,wfo-0000213633,Astragalus verrucosus,Fabaceae,Astragalus,species,TRUE,TRUE,TRUE,single_accepted_id
astragalus versicolor,1,1,1,1,1,Astragalus versicolor,accepted,wfo-0000208396,Astragalus versicolor,Fabaceae,Astragalus,species,FALSE,FALSE,TRUE,single_accepted_id
ateleia herbert-smithii,1,1,1,1,1,Ateleia herbert-smithii,accepted,wfo-0000170196,Ateleia herbert-smithii,Fabaceae,Ateleia,species,TRUE,TRUE,TRUE,single_accepted_id
atuna excelsa subsp. racemosa,1,1,1,1,1,Atuna excelsa subsp. racemosa,accepted,wfo-1200007302,Atuna excelsa subsp. racemosa,Chrysobalanaceae,Atuna,subspecies,FALSE,FALSE,TRUE,single_accepted_id
atuna racemosa,1,1,1,1,1,Atuna racemosa,synonym,wfo-1200007302,Atuna excelsa subsp. racemosa,Chrysobalanaceae,Atuna,subspecies,TRUE,TRUE,FALSE,single_accepted_id
aulacomnium,1,1,1,1,1,Aulacomnium,accepted,wfo-4000003661,Aulacomnium,Aulacomniaceae,Aulacomnium,genus,TRUE,TRUE,TRUE,single_accepted_id
aulacomnium androgynum,1,1,1,1,1,Aulacomnium androgynum,accepted,wfo-0001192470,Aulacomnium androgynum,Aulacomniaceae,Aulacomnium,species,TRUE,TRUE,TRUE,single_accepted_id
aulacomnium palustre,1,1,1,1,1,Aulacomnium palustre,accepted,wfo-0001192478,Aulacomnium palustre,Aulacomniaceae,Aulacomnium,species,TRUE,TRUE,TRUE,single_accepted_id
austrocedrus chilensis,1,1,1,1,1,Austrocedrus chilensis,accepted,wfo-0000557316,Austrocedrus chilensis,Cupressaceae,Austrocedrus,species,TRUE,TRUE,TRUE,single_accepted_id
avena sativa,2,2,1,1,1,Avena sativa | Avena sativa prol. grandiuscula,accepted | synonym,wfo-0000852231,Avena sativa,Poaceae,Avena,species,TRUE,TRUE,TRUE,single_accepted_id
averrhoa carambola,1,1,1,1,1,Averrhoa carambola,accepted,wfo-0000557405,Averrhoa carambola,Oxalidaceae,Averrhoa,species,TRUE,TRUE,TRUE,single_accepted_id
azadirachta indica,1,1,1,1,1,Azadirachta indica,accepted,wfo-0000557668,Azadirachta indica,Meliaceae,Azadirachta,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis,1,1,1,1,1,Baccharis,accepted,wfo-4000003847,Baccharis,Asteraceae,Baccharis,genus,TRUE,TRUE,TRUE,single_accepted_id
baccharis aliena,1,1,1,1,1,Baccharis aliena,accepted,wfo-0000001085,Baccharis aliena,Asteraceae,Baccharis,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis bigelovii,1,1,1,1,1,Baccharis bigelovii,accepted,wfo-0000114275,Baccharis bigelovii,Asteraceae,Baccharis,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis brachylaenoides,1,1,1,1,1,Baccharis brachylaenoides,synonym,wfo-0000066239,Baccharis oblongifolia,Asteraceae,Baccharis,species,TRUE,TRUE,FALSE,single_accepted_id
baccharis conferta,1,1,1,1,1,Baccharis conferta,accepted,wfo-0000004046,Baccharis conferta,Asteraceae,Baccharis,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis douglasii,1,1,1,1,1,Baccharis douglasii,synonym,wfo-0000000226,Baccharis glutinosa,Asteraceae,Baccharis,species,TRUE,TRUE,FALSE,single_accepted_id
baccharis dracunculifolia,1,1,1,1,1,Baccharis dracunculifolia,accepted,wfo-0000127667,Baccharis dracunculifolia,Asteraceae,Baccharis,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis glutinosa,2,2,1,1,1,Baccharis glutinosa,accepted | unchecked,wfo-0000000226,Baccharis glutinosa,Asteraceae,Baccharis,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis intermixta,1,1,1,1,1,Baccharis intermixta,accepted,wfo-0000041747,Baccharis intermixta,Asteraceae,Baccharis,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis linearifolia,1,1,1,1,1,Baccharis linearifolia,accepted,wfo-0000085278,Baccharis linearifolia,Asteraceae,Baccharis,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis magellanica,1,1,1,1,1,Baccharis magellanica,accepted,wfo-0000007632,Baccharis magellanica,Asteraceae,Baccharis,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis microdonta,1,1,1,1,1,Baccharis microdonta,accepted,wfo-0000034125,Baccharis microdonta,Asteraceae,Baccharis,species,FALSE,FALSE,TRUE,single_accepted_id
baccharis oblongifolia,1,1,1,1,1,Baccharis oblongifolia,accepted,wfo-0000066239,Baccharis oblongifolia,Asteraceae,Baccharis,species,FALSE,FALSE,TRUE,single_accepted_id
baccharis paniculata,1,1,1,1,1,Baccharis paniculata,accepted,wfo-0000115994,Baccharis paniculata,Asteraceae,Baccharis,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis phylicoides,1,1,1,1,1,Baccharis phylicoides,accepted,wfo-0000010784,Baccharis phylicoides,Asteraceae,Baccharis,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis poeppigiana,1,1,1,1,1,Baccharis poeppigiana,accepted,wfo-0000128369,Baccharis poeppigiana,Asteraceae,Baccharis,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis pseudovaccinioides,1,1,1,1,1,Baccharis pseudovaccinioides,accepted,wfo-0000003046,Baccharis pseudovaccinioides,Asteraceae,Baccharis,species,FALSE,FALSE,TRUE,single_accepted_id
baccharis pteronioides,1,1,1,1,1,Baccharis pteronioides,accepted,wfo-0000044918,Baccharis pteronioides,Asteraceae,Baccharis,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis reticularia,1,1,1,1,1,Baccharis reticularia,accepted,wfo-0000114362,Baccharis reticularia,Asteraceae,Baccharis,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis retusa,1,1,1,1,1,Baccharis retusa,accepted,wfo-0000083802,Baccharis retusa,Asteraceae,Baccharis,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis rhomboidalis,1,1,1,1,1,Baccharis rhomboidalis,accepted,wfo-0000085941,Baccharis rhomboidalis,Asteraceae,Baccharis,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis sagittalis,1,1,1,1,1,Baccharis sagittalis,accepted,wfo-0000021197,Baccharis sagittalis,Asteraceae,Baccharis,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis salicina,1,1,1,1,1,Baccharis salicina,accepted,wfo-0000073911,Baccharis salicina,Asteraceae,Baccharis,species,FALSE,FALSE,TRUE,single_accepted_id
baccharis salzmannii,1,1,1,1,1,Baccharis salzmannii,synonym,wfo-0000083802,Baccharis retusa,Asteraceae,Baccharis,species,TRUE,TRUE,FALSE,single_accepted_id
baccharis sulcata,1,1,1,1,1,Baccharis sulcata,accepted,wfo-0000031062,Baccharis sulcata,Asteraceae,Baccharis,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis thesioides,1,1,1,1,1,Baccharis thesioides,accepted,wfo-0000011638,Baccharis thesioides,Asteraceae,Baccharis,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis tricuneata,1,1,1,1,1,Baccharis tricuneata,accepted,wfo-0000065501,Baccharis tricuneata,Asteraceae,Baccharis,species,TRUE,TRUE,TRUE,single_accepted_id
baccharis vaccinioides,1,1,1,1,1,Baccharis vaccinioides,synonym,wfo-0000003046,Baccharis pseudovaccinioides,Asteraceae,Baccharis,species,TRUE,TRUE,FALSE,single_accepted_id
baccharis varians,1,1,1,1,1,Baccharis varians,synonym,wfo-0000085278,Baccharis linearifolia,Asteraceae,Baccharis,species,TRUE,TRUE,FALSE,single_accepted_id
badilloa steetzii,1,1,1,1,1,Badilloa steetzii,accepted,wfo-0000093438,Badilloa steetzii,Asteraceae,Badilloa,species,TRUE,TRUE,TRUE,single_accepted_id
baeckea frutescens,1,1,1,1,1,Baeckea frutescens,accepted,wfo-0000310830,Baeckea frutescens,Myrtaceae,Baeckea,species,TRUE,TRUE,TRUE,single_accepted_id
bagassa guianensis,1,1,1,1,1,Bagassa guianensis,accepted,wfo-0000558480,Bagassa guianensis,Moraceae,Bagassa,species,TRUE,TRUE,TRUE,single_accepted_id
bahiopsis deltoidea,1,1,1,1,1,Bahiopsis deltoidea,synonym,wfo-0000034298,Viguiera deltoidea,Asteraceae,Viguiera,species,TRUE,TRUE,FALSE,single_accepted_id
bahiopsis laciniata,1,1,1,1,1,Bahiopsis laciniata,accepted,wfo-0000026157,Bahiopsis laciniata,Asteraceae,Bahiopsis,species,TRUE,TRUE,TRUE,single_accepted_id
bahiopsis lanata,1,1,1,1,1,Bahiopsis lanata,synonym,wfo-0000000625,Viguiera lanata,Asteraceae,Viguiera,species,TRUE,TRUE,FALSE,single_accepted_id
bahiopsis reticulata,1,1,1,1,1,Bahiopsis reticulata,accepted,wfo-0000006089,Bahiopsis reticulata,Asteraceae,Bahiopsis,species,TRUE,TRUE,TRUE,single_accepted_id
bahiopsis subincisa,1,1,1,1,1,Bahiopsis subincisa,accepted,wfo-0000088091,Bahiopsis subincisa,Asteraceae,Bahiopsis,species,TRUE,TRUE,TRUE,single_accepted_id
bahiopsis tomentosa,1,1,1,1,1,Bahiopsis tomentosa,accepted,wfo-0000083476,Bahiopsis tomentosa,Asteraceae,Bahiopsis,species,TRUE,TRUE,TRUE,single_accepted_id
balanophora,1,1,1,1,1,Balanophora,accepted,wfo-4000003929,Balanophora,Balanophoraceae,Balanophora,genus,TRUE,TRUE,TRUE,single_accepted_id
balanophora fungosa,1,1,1,1,1,Balanophora fungosa,accepted,wfo-0000558654,Balanophora fungosa,Balanophoraceae,Balanophora,species,TRUE,TRUE,TRUE,single_accepted_id
balanophora harlandii,1,1,1,1,1,Balanophora harlandii,accepted,wfo-0000558666,Balanophora harlandii,Balanophoraceae,Balanophora,species,TRUE,TRUE,TRUE,single_accepted_id
balanophora papuana,1,1,1,1,1,Balanophora papuana,accepted,wfo-0000558715,Balanophora papuana,Balanophoraceae,Balanophora,species,TRUE,TRUE,TRUE,single_accepted_id
balanophora tobiracola,1,1,1,1,1,Balanophora tobiracola,accepted,wfo-0000558738,Balanophora tobiracola,Balanophoraceae,Balanophora,species,TRUE,TRUE,TRUE,single_accepted_id
balsamocarpon brevifolium,1,1,1,1,1,Balsamocarpon brevifolium,accepted,wfo-0000178495,Balsamocarpon brevifolium,Fabaceae,Balsamocarpon,species,FALSE,FALSE,TRUE,single_accepted_id
bambusa emeiensis,1,1,1,1,1,Bambusa emeiensis,accepted,wfo-0000853147,Bambusa emeiensis,Poaceae,Bambusa,species,TRUE,TRUE,TRUE,single_accepted_id
banisteriopsis caapi,1,1,1,1,1,Banisteriopsis caapi,accepted,wfo-0000559408,Banisteriopsis caapi,Malpighiaceae,Banisteriopsis,species,TRUE,TRUE,TRUE,single_accepted_id
baphia nitida,1,1,1,1,1,Baphia nitida,accepted,wfo-0000212016,Baphia nitida,Fabaceae,Baphia,species,TRUE,TRUE,TRUE,single_accepted_id
baphia pubescens,1,1,1,1,1,Baphia pubescens,accepted,wfo-0000212030,Baphia pubescens,Fabaceae,Baphia,species,TRUE,TRUE,TRUE,single_accepted_id
baptisia alba,3,3,1,1,1,Baptisia alba,accepted | unchecked,wfo-0001349863,Baptisia alba,Fabaceae,Baptisia,species,TRUE,TRUE,TRUE,single_accepted_id
baptisia arachnifera,1,1,1,1,1,Baptisia arachnifera,accepted,wfo-0000163885,Baptisia arachnifera,Fabaceae,Baptisia,species,TRUE,TRUE,TRUE,single_accepted_id
baptisia australis var. minor,1,1,1,1,1,Baptisia australis var. minor,accepted,wfo-0000182256,Baptisia australis var. minor,Fabaceae,Baptisia,variety,FALSE,FALSE,TRUE,single_accepted_id
baptisia bracteata,1,1,1,1,1,Baptisia bracteata,accepted,wfo-0000182250,Baptisia bracteata,Fabaceae,Baptisia,species,TRUE,TRUE,TRUE,single_accepted_id
baptisia calycosa,1,1,1,1,1,Baptisia calycosa,accepted,wfo-1200001712,Baptisia calycosa,Fabaceae,Baptisia,species,TRUE,TRUE,TRUE,single_accepted_id
baptisia cinerea,1,1,1,1,1,Baptisia cinerea,accepted,wfo-0000163889,Baptisia cinerea,Fabaceae,Baptisia,species,TRUE,TRUE,TRUE,single_accepted_id
baptisia lanceolata,1,1,1,1,1,Baptisia lanceolata,accepted,wfo-0000174810,Baptisia lanceolata,Fabaceae,Baptisia,species,TRUE,TRUE,TRUE,single_accepted_id
baptisia lecontei,1,1,1,1,1,Baptisia lecontei,accepted,wfo-0000174809,Baptisia lecontei,Fabaceae,Baptisia,species,TRUE,TRUE,TRUE,single_accepted_id
baptisia megacarpa,1,1,1,1,1,Baptisia megacarpa,accepted,wfo-0000178781,Baptisia megacarpa,Fabaceae,Baptisia,species,TRUE,TRUE,TRUE,single_accepted_id
baptisia nuttalliana,1,1,1,1,1,Baptisia nuttalliana,accepted,wfo-0000163891,Baptisia nuttalliana,Fabaceae,Baptisia,species,TRUE,TRUE,TRUE,single_accepted_id
baptisia perfoliata,1,1,1,1,1,Baptisia perfoliata,accepted,wfo-0000178782,Baptisia perfoliata,Fabaceae,Baptisia,species,TRUE,TRUE,TRUE,single_accepted_id
baptisia simplicifolia,1,1,1,1,1,Baptisia simplicifolia,accepted,wfo-0000178783,Baptisia simplicifolia,Fabaceae,Baptisia,species,TRUE,TRUE,TRUE,single_accepted_id
baptisia sphaerocarpa,1,1,1,1,1,Baptisia sphaerocarpa,accepted,wfo-0000178539,Baptisia sphaerocarpa,Fabaceae,Baptisia,species,TRUE,TRUE,TRUE,single_accepted_id
basella alba,1,1,1,1,1,Basella alba,accepted,wfo-0000823202,Basella alba,Basellaceae,Basella,species,TRUE,TRUE,TRUE,single_accepted_id
bassia scoparia,3,3,1,1,1,Bassia scoparia,accepted | unchecked,wfo-0000561206,Bassia scoparia,Amaranthaceae,Bassia,species,TRUE,TRUE,TRUE,single_accepted_id
bauhinia divaricata,1,1,1,1,1,Bauhinia divaricata,accepted,wfo-0000183531,Bauhinia divaricata,Fabaceae,Bauhinia,species,FALSE,FALSE,TRUE,single_accepted_id
bauhinia glauca,1,1,1,1,1,Bauhinia glauca,synonym,wfo-0001421742,Cheniella glauca,Fabaceae,Cheniella,species,TRUE,TRUE,FALSE,single_accepted_id
bauhinia guianensis,2,2,1,1,1,Bauhinia guianensis,synonym,wfo-0001039685,Schnella guianensis,Fabaceae,Schnella,species,TRUE,TRUE,FALSE,single_accepted_id
bauhinia roxburghiana,1,1,1,1,1,Bauhinia roxburghiana,synonym,wfo-1000003003,Phanera roxburghiana,Fabaceae,Phanera,species,TRUE,TRUE,FALSE,single_accepted_id
bauhinia variegata,1,1,1,1,1,Bauhinia variegata,accepted,wfo-0000213330,Bauhinia variegata,Fabaceae,Bauhinia,species,TRUE,TRUE,TRUE,single_accepted_id
begonia,1,1,1,1,1,Begonia,accepted,wfo-4000004308,Begonia,Begoniaceae,Begonia,genus,TRUE,TRUE,TRUE,single_accepted_id
begonia fagifolia,1,1,1,1,1,Begonia fagifolia,accepted,wfo-0000823967,Begonia fagifolia,Begoniaceae,Begonia,species,TRUE,TRUE,TRUE,single_accepted_id
begonia glabra,3,3,1,1,1,Begonia glabra,accepted | unchecked,wfo-0000824136,Begonia glabra,Begoniaceae,Begonia,species,TRUE,TRUE,TRUE,single_accepted_id
begonia nantoensis,1,1,1,1,1,Begonia nantoensis,accepted,wfo-0000824893,Begonia nantoensis,Begoniaceae,Begonia,species,TRUE,TRUE,TRUE,single_accepted_id
beilschmiedia zenkeri,1,1,1,1,1,Beilschmiedia zenkeri,accepted,wfo-0000562165,Beilschmiedia zenkeri,Lauraceae,Beilschmiedia,species,TRUE,TRUE,TRUE,single_accepted_id
berberis canadensis,1,1,1,1,1,Berberis canadensis,accepted,wfo-0000562916,Berberis canadensis,Berberidaceae,Berberis,species,FALSE,FALSE,TRUE,single_accepted_id
berberis dictyota,1,1,1,1,1,Berberis dictyota,accepted,wfo-0000563082,Berberis dictyota,Berberidaceae,Berberis,species,TRUE,TRUE,TRUE,single_accepted_id
berberis duclouxiana,1,1,1,1,1,Berberis duclouxiana,synonym,wfo-1200094001,Berberis napaulensis var. napaulensis,Berberidaceae,Berberis,variety,TRUE,TRUE,FALSE,single_accepted_id
berberis heteropoda,1,1,1,1,1,Berberis heteropoda,accepted,wfo-0000563267,Berberis heteropoda,Berberidaceae,Berberis,species,TRUE,TRUE,TRUE,single_accepted_id
berberis jamesiana,1,1,1,1,1,Berberis jamesiana,accepted,wfo-0000563355,Berberis jamesiana,Berberidaceae,Berberis,species,FALSE,FALSE,TRUE,single_accepted_id
berberis napaulensis var. napaulensis,1,1,1,1,1,Berberis napaulensis var. napaulensis,accepted,wfo-1200094001,Berberis napaulensis var. napaulensis,Berberidaceae,Berberis,variety,FALSE,FALSE,TRUE,single_accepted_id
berchemia discolor,1,1,1,1,1,Berchemia discolor,accepted,wfo-0000564133,Berchemia discolor,Rhamnaceae,Berchemia,species,TRUE,TRUE,TRUE,single_accepted_id
berchemia floribunda,1,1,1,1,1,Berchemia floribunda,accepted,wfo-0000564139,Berchemia floribunda,Rhamnaceae,Berchemia,species,FALSE,FALSE,TRUE,single_accepted_id
berchemia formosana,1,1,1,1,1,Berchemia formosana,accepted,wfo-0000564142,Berchemia formosana,Rhamnaceae,Berchemia,species,TRUE,TRUE,TRUE,single_accepted_id
berchemia pakistanica,1,1,1,1,1,Berchemia pakistanica,accepted,wfo-0000564170,Berchemia pakistanica,Rhamnaceae,Berchemia,species,TRUE,TRUE,TRUE,single_accepted_id
berchemia racemosa,1,1,1,1,1,Berchemia racemosa,synonym,wfo-0000564139,Berchemia floribunda,Rhamnaceae,Berchemia,species,TRUE,TRUE,FALSE,single_accepted_id
bergenia crassifolia,1,1,1,1,1,Bergenia crassifolia,accepted,wfo-0000564227,Bergenia crassifolia,Saxifragaceae,Bergenia,species,TRUE,TRUE,TRUE,single_accepted_id
bergenia pacumbis,1,1,1,1,1,Bergenia pacumbis,accepted,wfo-0000564245,Bergenia pacumbis,Saxifragaceae,Bergenia,species,TRUE,TRUE,TRUE,single_accepted_id
bergenia purpurascens,1,1,1,1,1,Bergenia purpurascens,accepted,wfo-0000564246,Bergenia purpurascens,Saxifragaceae,Bergenia,species,TRUE,TRUE,TRUE,single_accepted_id
bergenia stracheyi,1,1,1,1,1,Bergenia stracheyi,accepted,wfo-0000564257,Bergenia stracheyi,Saxifragaceae,Bergenia,species,TRUE,TRUE,TRUE,single_accepted_id
bergia capensis,1,1,1,1,1,Bergia capensis,accepted,wfo-0000564313,Bergia capensis,Elatinaceae,Bergia,species,TRUE,TRUE,TRUE,single_accepted_id
berneuxia thibetica,1,1,1,1,1,Berneuxia thibetica,accepted,wfo-0000564405,Berneuxia thibetica,Diapensiaceae,Berneuxia,species,TRUE,TRUE,TRUE,single_accepted_id
bertholletia excelsa,1,1,1,1,1,Bertholletia excelsa,accepted,wfo-0000775013,Bertholletia excelsa,Lecythidaceae,Bertholletia,species,TRUE,TRUE,TRUE,single_accepted_id
