original_name,exact_name_norm,key,n_exact_wfo_rows,n_exact_taxon_ids,n_exact_accepted_ids,n_exact_accepted_names,n_exact_accepted_families,exact_wfo_names,exact_accepted_ids,exact_accepted_names,exact_accepted_families,n_key_wfo_rows,n_key_taxon_ids,n_key_accepted_ids,n_key_accepted_names,n_key_accepted_families,key_wfo_names,key_accepted_ids,key_accepted_names,key_accepted_families,proposed_resolution_status,recommended_match_level
Lonchocarpus latifolius,lonchocarpus latifolius,lonchocarpus latifolius,2,2,1,1,1,Lonchocarpus latifolius,wfo-0000210427,Lonchocarpus heptaphyllus,Fabaceae,2,2,1,1,1,Lonchocarpus latifolius,wfo-0000210427,Lonchocarpus heptaphyllus,Fabaceae,exact_unique,exact
Lonchocarpus laxiflorus,lonchocarpus laxiflorus,lonchocarpus laxiflorus,1,1,1,1,1,Lonchocarpus laxiflorus,wfo-0000199463,Philenoptera laxiflora,Fabaceae,1,1,1,1,1,Lonchocarpus laxiflorus,wfo-0000199463,Philenoptera laxiflora,Fabaceae,exact_unique,exact
Lonchocarpus minimiflorus,lonchocarpus minimiflorus,lonchocarpus minimiflorus,1,1,1,1,1,Lonchocarpus minimiflorus,wfo-0000165939,Lonchocarpus minimiflorus,Fabaceae,1,1,1,1,1,Lonchocarpus minimiflorus,wfo-0000165939,Lonchocarpus minimiflorus,Fabaceae,exact_unique,exact
Lonchocarpus negrensis,lonchocarpus negrensis,lonchocarpus negrensis,1,1,1,1,1,Lonchocarpus negrensis,wfo-0000173321,Deguelia amazonica,Fabaceae,1,1,1,1,1,Lonchocarpus negrensis,wfo-0000173321,Deguelia amazonica,Fabaceae,exact_unique,exact
Lonchocarpus oaxacensis,lonchocarpus oaxacensis,lonchocarpus oaxacensis,1,1,1,1,1,Lonchocarpus oaxacensis,wfo-0000165946,Lonchocarpus oaxacensis,Fabaceae,1,1,1,1,1,Lonchocarpus oaxacensis,wfo-0000165946,Lonchocarpus oaxacensis,Fabaceae,exact_unique,exact
Lonchocarpus obtusus,lonchocarpus obtusus,lonchocarpus obtusus,1,1,1,1,1,Lonchocarpus obtusus,wfo-0001318198,Muellera obtusa,Fabaceae,1,1,1,1,1,Lonchocarpus obtusus,wfo-0001318198,Muellera obtusa,Fabaceae,exact_unique,exact
Lonchocarpus orotinus,lonchocarpus orotinus,lonchocarpus orotinus,2,2,1,1,1,Lonchocarpus orotinus,wfo-0000173727,Lonchocarpus parviflorus,Fabaceae,2,2,1,1,1,Lonchocarpus orotinus,wfo-0000173727,Lonchocarpus parviflorus,Fabaceae,exact_unique,exact
Lonchocarpus salvadorensis,lonchocarpus salvadorensis,lonchocarpus salvadorensis,1,1,1,1,1,Lonchocarpus salvadorensis,wfo-0000165958,Lonchocarpus salvadorensis,Fabaceae,1,1,1,1,1,Lonchocarpus salvadorensis,wfo-0000165958,Lonchocarpus salvadorensis,Fabaceae,exact_unique,exact
Lonchocarpus subglaucescens,lonchocarpus subglaucescens,lonchocarpus subglaucescens,1,1,1,1,1,Lonchocarpus subglaucescens,wfo-0000173736,Lonchocarpus subglaucescens,Fabaceae,1,1,1,1,1,Lonchocarpus subglaucescens,wfo-0000173736,Lonchocarpus subglaucescens,Fabaceae,exact_unique,exact
Lonchocarpus unifoliolatus,lonchocarpus unifoliolatus,lonchocarpus unifoliolatus,1,1,1,1,1,Lonchocarpus unifoliolatus,wfo-0001329356,Muellera unifoliolata,Fabaceae,1,1,1,1,1,Lonchocarpus unifoliolatus,wfo-0001329356,Muellera unifoliolata,Fabaceae,exact_unique,exact
Lonchocarpus utilis,lonchocarpus utilis,lonchocarpus utilis,1,1,1,1,1,Lonchocarpus utilis,wfo-0001286043,Deguelia utilis,Fabaceae,1,1,1,1,1,Lonchocarpus utilis,wfo-0001286043,Deguelia utilis,Fabaceae,exact_unique,exact
Lonchocarpus yucatanensis,lonchocarpus yucatanensis,lonchocarpus yucatanensis,1,1,1,1,1,Lonchocarpus yucatanensis,wfo-0000165972,Lonchocarpus yucatanensis,Fabaceae,1,1,1,1,1,Lonchocarpus yucatanensis,wfo-0000165972,Lonchocarpus yucatanensis,Fabaceae,exact_unique,exact
Lophira alata,lophira alata,lophira alata,1,1,1,1,1,Lophira alata,wfo-0000443232,Lophira alata,Ochnaceae,1,1,1,1,1,Lophira alata,wfo-0000443232,Lophira alata,Ochnaceae,exact_unique,exact
Lophira lanceolata,lophira lanceolata,lophira lanceolata,1,1,1,1,1,Lophira lanceolata,wfo-0000443230,Lophira lanceolata,Ochnaceae,1,1,1,1,1,Lophira lanceolata,wfo-0000443230,Lophira lanceolata,Ochnaceae,exact_unique,exact
Lophopappus tarapacanus,lophopappus tarapacanus,lophopappus tarapacanus,1,1,1,1,1,Lophopappus tarapacanus,wfo-0000089159,Lophopappus tarapacanus,Asteraceae,1,1,1,1,1,Lophopappus tarapacanus,wfo-0000089159,Lophopappus tarapacanus,Asteraceae,exact_unique,exact
Lotus,lotus,lotus,1,1,1,1,1,Lotus,wfo-4000022302,Lotus,Fabaceae,1,1,1,1,1,Lotus,wfo-4000022302,Lotus,Fabaceae,exact_unique,exact
Lotus angustissimus,lotus angustissimus,lotus angustissimus,1,1,1,1,1,Lotus angustissimus,wfo-0001060764,Lotus angustissimus,Fabaceae,1,1,1,1,1,Lotus angustissimus,wfo-0001060764,Lotus angustissimus,Fabaceae,exact_unique,exact
Lotus corniculatus,lotus corniculatus,lotus corniculatus,1,1,1,1,1,Lotus corniculatus,wfo-0000212180,Lotus corniculatus,Fabaceae,4,4,4,4,1,Lotus corniculatus | Lotus corniculatus prol. decumbens | Lotus corniculatus prol. pedunculatus | Lotus corniculatus prol. tenuis,wfo-0000212180 | wfo-0000212230 | wfo-0001053826 | wfo-0001425600,Lotus corniculatus | Lotus pedunculatus | Lotus pedunculatus subsp. pedunculatus | Lotus tenuis,Fabaceae,exact_unique,exact
Lotus edulis,lotus edulis,lotus edulis,1,1,1,1,1,Lotus edulis,wfo-0000212191,Lotus edulis,Fabaceae,1,1,1,1,1,Lotus edulis,wfo-0000212191,Lotus edulis,Fabaceae,exact_unique,exact
Lotus pedunculatus,lotus pedunculatus,lotus pedunculatus,1,1,1,1,1,Lotus pedunculatus,wfo-0000212230,Lotus pedunculatus,Fabaceae,1,1,1,1,1,Lotus pedunculatus,wfo-0000212230,Lotus pedunculatus,Fabaceae,exact_unique,exact
Lotus tenuis,lotus tenuis,lotus tenuis,1,1,1,1,1,Lotus tenuis,wfo-0001053826,Lotus tenuis,Fabaceae,1,1,1,1,1,Lotus tenuis,wfo-0001053826,Lotus tenuis,Fabaceae,exact_unique,exact
Luehea candicans,luehea candicans,luehea candicans,1,1,1,1,1,Luehea candicans,wfo-0000445189,Luehea candicans,Malvaceae,1,1,1,1,1,Luehea candicans,wfo-0000445189,Luehea candicans,Malvaceae,exact_unique,exact
Luetkea pectinata,luetkea pectinata,luetkea pectinata,1,1,1,1,1,Luetkea pectinata,wfo-0001013556,Luetkea pectinata,Rosaceae,1,1,1,1,1,Luetkea pectinata,wfo-0001013556,Luetkea pectinata,Rosaceae,exact_unique,exact
Luisia volucris,luisia volucris,luisia volucris,1,1,1,1,1,Luisia volucris,wfo-0000231052,Luisia volucris,Orchidaceae,1,1,1,1,1,Luisia volucris,wfo-0000231052,Luisia volucris,Orchidaceae,exact_unique,exact
Luma chequen,luma chequen,luma chequen,1,1,1,1,1,Luma chequen,wfo-0000231083,Luma chequen,Myrtaceae,1,1,1,1,1,Luma chequen,wfo-0000231083,Luma chequen,Myrtaceae,exact_unique,exact
Lupinus,lupinus,lupinus,1,1,1,1,1,Lupinus,wfo-4000022442,Lupinus,Fabaceae,1,1,1,1,1,Lupinus,wfo-4000022442,Lupinus,Fabaceae,exact_unique,exact
Lupinus albus,lupinus albus,lupinus albus,1,1,1,1,1,Lupinus albus,wfo-0000213483,Lupinus albus,Fabaceae,2,2,2,2,1,Lupinus albus | Lupinus albus prol. termis,wfo-0000213483 | wfo-0000213484,Lupinus albus | Lupinus albus subsp. albus,Fabaceae,exact_unique,exact
Lupinus ananeanus,lupinus ananeanus,lupinus ananeanus,1,1,1,1,1,Lupinus ananeanus,wfo-0000168047,Lupinus ananeanus,Fabaceae,1,1,1,1,1,Lupinus ananeanus,wfo-0000168047,Lupinus ananeanus,Fabaceae,exact_unique,exact
Lupinus arboreus,lupinus arboreus,lupinus arboreus,1,1,1,1,1,Lupinus arboreus,wfo-0000213844,Lupinus arboreus,Fabaceae,1,1,1,1,1,Lupinus arboreus,wfo-0000213844,Lupinus arboreus,Fabaceae,exact_unique,exact
Lupinus arcticus,lupinus arcticus,lupinus arcticus,1,1,1,1,1,Lupinus arcticus,wfo-0000168060,Lupinus arcticus,Fabaceae,1,1,1,1,1,Lupinus arcticus,wfo-0000168060,Lupinus arcticus,Fabaceae,exact_unique,exact
Lupinus elegans,lupinus elegans,lupinus elegans,1,1,1,1,1,Lupinus elegans,wfo-0000183547,Lupinus elegans,Fabaceae,1,1,1,1,1,Lupinus elegans,wfo-0000183547,Lupinus elegans,Fabaceae,exact_unique,exact
Lupinus hartwegii,lupinus hartwegii,lupinus hartwegii,1,1,1,1,1,Lupinus hartwegii,wfo-0001425997,Lupinus ehrenbergii var. ehrenbergii,Fabaceae,1,1,1,1,1,Lupinus hartwegii,wfo-0001425997,Lupinus ehrenbergii var. ehrenbergii,Fabaceae,exact_unique,exact
Lupinus hirsutus,lupinus hirsutus,lupinus hirsutus,1,1,1,1,1,Lupinus hirsutus,wfo-0000185679,Lupinus pilosus,Fabaceae,2,2,2,2,1,Lupinus hirsutus | Lupinus hirsutus prol. micranthus,wfo-0000185679 | wfo-0000363797,Lupinus gussoneanus | Lupinus pilosus,Fabaceae,exact_unique,exact
Lupinus luteus,lupinus luteus,lupinus luteus,1,1,1,1,1,Lupinus luteus,wfo-0000213494,Lupinus luteus,Fabaceae,1,1,1,1,1,Lupinus luteus,wfo-0000213494,Lupinus luteus,Fabaceae,exact_unique,exact
Lupinus mutabilis,lupinus mutabilis,lupinus mutabilis,1,1,1,1,1,Lupinus mutabilis,wfo-0000213497,Lupinus mutabilis,Fabaceae,1,1,1,1,1,Lupinus mutabilis,wfo-0000213497,Lupinus mutabilis,Fabaceae,exact_unique,exact
Lupinus nanus,lupinus nanus,lupinus nanus,1,1,1,1,1,Lupinus nanus,wfo-0000174742,Lupinus nanus,Fabaceae,1,1,1,1,1,Lupinus nanus,wfo-0000174742,Lupinus nanus,Fabaceae,exact_unique,exact
Lupinus polycarpus,lupinus polycarpus,lupinus polycarpus,1,1,1,1,1,Lupinus polycarpus,wfo-0000168077,Lupinus bicolor,Fabaceae,1,1,1,1,1,Lupinus polycarpus,wfo-0000168077,Lupinus bicolor,Fabaceae,exact_unique,exact
Lupinus polyphyllus,lupinus polyphyllus,lupinus polyphyllus,1,1,1,1,1,Lupinus polyphyllus,wfo-0000213847,Lupinus polyphyllus,Fabaceae,1,1,1,1,1,Lupinus polyphyllus,wfo-0000213847,Lupinus polyphyllus,Fabaceae,exact_unique,exact
Lupinus pubescens,lupinus pubescens,lupinus pubescens,1,1,1,1,1,Lupinus pubescens,wfo-0000213501,Lupinus pubescens,Fabaceae,1,1,1,1,1,Lupinus pubescens,wfo-0000213501,Lupinus pubescens,Fabaceae,exact_unique,exact
Lupinus subcarnosus,lupinus subcarnosus,lupinus subcarnosus,1,1,1,1,1,Lupinus subcarnosus,wfo-0000174768,Lupinus subcarnosus,Fabaceae,1,1,1,1,1,Lupinus subcarnosus,wfo-0000174768,Lupinus subcarnosus,Fabaceae,exact_unique,exact
Lupinus texensis,lupinus texensis,lupinus texensis,1,1,1,1,1,Lupinus texensis,wfo-0000174773,Lupinus texensis,Fabaceae,1,1,1,1,1,Lupinus texensis,wfo-0000174773,Lupinus texensis,Fabaceae,exact_unique,exact
Luxemburgia nobilis,luxemburgia nobilis,luxemburgia nobilis,1,1,1,1,1,Luxemburgia nobilis,wfo-0001265867,Luxemburgia nobilis,Ochnaceae,1,1,1,1,1,Luxemburgia nobilis,wfo-0001265867,Luxemburgia nobilis,Ochnaceae,exact_unique,exact
Luxemburgia octandra,luxemburgia octandra,luxemburgia octandra,1,1,1,1,1,Luxemburgia octandra,wfo-0001086964,Luxemburgia octandra,Ochnaceae,1,1,1,1,1,Luxemburgia octandra,wfo-0001086964,Luxemburgia octandra,Ochnaceae,exact_unique,exact
Lychnophora diamantinana,lychnophora diamantinana,lychnophora diamantinana,1,1,1,1,1,Lychnophora diamantinana,wfo-0000064682,Lychnophora diamantinana,Asteraceae,1,1,1,1,1,Lychnophora diamantinana,wfo-0000064682,Lychnophora diamantinana,Asteraceae,exact_unique,exact
Lychnophora ericoides,lychnophora ericoides,lychnophora ericoides,1,1,1,1,1,Lychnophora ericoides,wfo-0000069018,Lychnophora ericoides,Asteraceae,1,1,1,1,1,Lychnophora ericoides,wfo-0000069018,Lychnophora ericoides,Asteraceae,exact_unique,exact
Lychnophora markgravii,lychnophora markgravii,lychnophora markgravii,1,1,1,1,1,Lychnophora markgravii,wfo-0000009680,Lychnophora markgravii,Asteraceae,1,1,1,1,1,Lychnophora markgravii,wfo-0000009680,Lychnophora markgravii,Asteraceae,exact_unique,exact
Lychnophora pinaster,lychnophora pinaster,lychnophora pinaster,1,1,1,1,1,Lychnophora pinaster,wfo-0000069018,Lychnophora ericoides,Asteraceae,1,1,1,1,1,Lychnophora pinaster,wfo-0000069018,Lychnophora ericoides,Asteraceae,exact_unique,exact
Lychnophora pohlii,lychnophora pohlii,lychnophora pohlii,1,1,1,1,1,Lychnophora pohlii,wfo-0000027003,Lychnophora pohlii,Asteraceae,1,1,1,1,1,Lychnophora pohlii,wfo-0000027003,Lychnophora pohlii,Asteraceae,exact_unique,exact
Lychnophora staavioides,lychnophora staavioides,lychnophora staavioides,1,1,1,1,1,Lychnophora staavioides,wfo-0000018167,Lychnophora staavioides,Asteraceae,1,1,1,1,1,Lychnophora staavioides,wfo-0000018167,Lychnophora staavioides,Asteraceae,exact_unique,exact
Lycium bridgesii,lycium bridgesii,lycium bridgesii,1,1,1,1,1,Lycium bridgesii,wfo-0001022702,Lycium bridgesii,Solanaceae,1,1,1,1,1,Lycium bridgesii,wfo-0001022702,Lycium bridgesii,Solanaceae,exact_unique,exact
Lycium chinense,lycium chinense,lycium chinense,1,1,1,1,1,Lycium chinense,wfo-0001022784,Lycium chinense,Solanaceae,3,3,1,1,1,Lycium chinense | Lycium chinense subf. lanceolatum | Lycium chinense subf. trewiana,wfo-0001022784,Lycium chinense,Solanaceae,exact_unique,exact
Lycopus europaeus,lycopus europaeus,lycopus europaeus,1,1,1,1,1,Lycopus europaeus,wfo-0000231391,Lycopus europaeus,Lamiaceae,2,2,1,1,1,Lycopus europaeus | Lycopus europaeus prol. menthifolius,wfo-0000231391,Lycopus europaeus,Lamiaceae,exact_unique,exact
Lycoris traubii,lycoris traubii,lycoris traubii,1,1,1,1,1,Lycoris traubii,wfo-0000683514,Lycoris traubii,Amaryllidaceae,1,1,1,1,1,Lycoris traubii,wfo-0000683514,Lycoris traubii,Amaryllidaceae,exact_unique,exact
Lyonia ovalifolia,lyonia ovalifolia,lyonia ovalifolia,1,1,1,1,1,Lyonia ovalifolia,wfo-0001047539,Lyonia ovalifolia,Ericaceae,1,1,1,1,1,Lyonia ovalifolia,wfo-0001047539,Lyonia ovalifolia,Ericaceae,exact_unique,exact
Lysidice brevicalyx,lysidice brevicalyx,lysidice brevicalyx,2,2,1,1,1,Lysidice brevicalyx,wfo-0001061579,Lysidice brevicalyx,Fabaceae,2,2,1,1,1,Lysidice brevicalyx,wfo-0001061579,Lysidice brevicalyx,Fabaceae,exact_unique,exact
Lysimachia daphnoides,lysimachia daphnoides,lysimachia daphnoides,1,1,1,1,1,Lysimachia daphnoides,wfo-0001105363,Lysimachia daphnoides,Primulaceae,1,1,1,1,1,Lysimachia daphnoides,wfo-0001105363,Lysimachia daphnoides,Primulaceae,exact_unique,exact
Lysimachia hillebrandii,lysimachia hillebrandii,lysimachia hillebrandii,1,1,1,1,1,Lysimachia hillebrandii,wfo-0001105366,Lysimachia hillebrandii,Primulaceae,1,1,1,1,1,Lysimachia hillebrandii,wfo-0001105366,Lysimachia hillebrandii,Primulaceae,exact_unique,exact
Lysimachia kalalauensis,lysimachia kalalauensis,lysimachia kalalauensis,1,1,1,1,1,Lysimachia kalalauensis,wfo-0001105367,Lysimachia kalalauensis,Primulaceae,1,1,1,1,1,Lysimachia kalalauensis,wfo-0001105367,Lysimachia kalalauensis,Primulaceae,exact_unique,exact
Lysimachia maxima,lysimachia maxima,lysimachia maxima,1,1,1,1,1,Lysimachia maxima,wfo-0001362634,Lysimachia remyi subsp. maxima,Primulaceae,1,1,1,1,1,Lysimachia maxima,wfo-0001362634,Lysimachia remyi subsp. maxima,Primulaceae,exact_unique,exact
Lysimachia remyi,lysimachia remyi,lysimachia remyi,1,1,1,1,1,Lysimachia remyi,wfo-0001105377,Lysimachia remyi,Primulaceae,1,1,1,1,1,Lysimachia remyi,wfo-0001105377,Lysimachia remyi,Primulaceae,exact_unique,exact
Maackia amurensis,maackia amurensis,maackia amurensis,1,1,1,1,1,Maackia amurensis,wfo-0000186143,Maackia amurensis,Fabaceae,1,1,1,1,1,Maackia amurensis,wfo-0000186143,Maackia amurensis,Fabaceae,exact_unique,exact
Maackia floribunda,maackia floribunda,maackia floribunda,1,1,1,1,1,Maackia floribunda,wfo-0000192419,Maackia floribunda,Fabaceae,1,1,1,1,1,Maackia floribunda,wfo-0000192419,Maackia floribunda,Fabaceae,exact_unique,exact
Maackia tenuifolia,maackia tenuifolia,maackia tenuifolia,1,1,1,1,1,Maackia tenuifolia,wfo-0000197209,Maackia tenuifolia,Fabaceae,1,1,1,1,1,Maackia tenuifolia,wfo-0000197209,Maackia tenuifolia,Fabaceae,exact_unique,exact
Mabea caudata,mabea caudata,mabea caudata,1,1,1,1,1,Mabea caudata,wfo-0000231722,Mabea speciosa,Euphorbiaceae,1,1,1,1,1,Mabea caudata,wfo-0000231722,Mabea speciosa,Euphorbiaceae,exact_unique,exact
Macadamia,macadamia,macadamia,1,1,1,1,1,Macadamia,wfo-4000022597,Macadamia,Proteaceae,1,1,1,1,1,Macadamia,wfo-4000022597,Macadamia,Proteaceae,exact_unique,exact
Macaranga,macaranga,macaranga,1,1,1,1,1,Macaranga,wfo-4000022602,Macaranga,Euphorbiaceae,1,1,1,1,1,Macaranga,wfo-4000022602,Macaranga,Euphorbiaceae,exact_unique,exact
Macaranga alnifolia,macaranga alnifolia,macaranga alnifolia,1,1,1,1,1,Macaranga alnifolia,wfo-0000231795,Macaranga alnifolia,Euphorbiaceae,1,1,1,1,1,Macaranga alnifolia,wfo-0000231795,Macaranga alnifolia,Euphorbiaceae,exact_unique,exact
Macaranga conifera,macaranga conifera,macaranga conifera,1,1,1,1,1,Macaranga conifera,wfo-0000231884,Macaranga conifera,Euphorbiaceae,1,1,1,1,1,Macaranga conifera,wfo-0000231884,Macaranga conifera,Euphorbiaceae,exact_unique,exact
Macaranga denticulata,macaranga denticulata,macaranga denticulata,1,1,1,1,1,Macaranga denticulata,wfo-0000231917,Macaranga denticulata,Euphorbiaceae,1,1,1,1,1,Macaranga denticulata,wfo-0000231917,Macaranga denticulata,Euphorbiaceae,exact_unique,exact
Macaranga indica,macaranga indica,macaranga indica,1,1,1,1,1,Macaranga indica,wfo-0000232018,Macaranga indica,Euphorbiaceae,1,1,1,1,1,Macaranga indica,wfo-0000232018,Macaranga indica,Euphorbiaceae,exact_unique,exact
Macaranga pleiostemon,macaranga pleiostemon,macaranga pleiostemon,1,1,1,1,1,Macaranga pleiostemon,wfo-0000232164,Macaranga pleiostemon,Euphorbiaceae,1,1,1,1,1,Macaranga pleiostemon,wfo-0000232164,Macaranga pleiostemon,Euphorbiaceae,exact_unique,exact
Macaranga tanarius,macaranga tanarius,macaranga tanarius,1,1,1,1,1,Macaranga tanarius,wfo-0000232270,Macaranga tanarius,Euphorbiaceae,1,1,1,1,1,Macaranga tanarius,wfo-0000232270,Macaranga tanarius,Euphorbiaceae,exact_unique,exact
Macaranga triloba,macaranga triloba,macaranga triloba,1,1,1,1,1,Macaranga triloba,wfo-0000232292,Macaranga triloba,Euphorbiaceae,1,1,1,1,1,Macaranga triloba,wfo-0000232292,Macaranga triloba,Euphorbiaceae,exact_unique,exact
Macfadyena unguis-cati,macfadyena unguis-cati,macfadyena unguis-cati,1,1,1,1,1,Macfadyena unguis-cati,wfo-0000782438,Dolichandra unguis-cati,Bignoniaceae,1,1,1,1,1,Macfadyena unguis-cati,wfo-0000782438,Dolichandra unguis-cati,Bignoniaceae,exact_unique,exact
Machaerina juncea,machaerina juncea,machaerina juncea,1,1,1,1,1,Machaerina juncea,wfo-0000464094,Machaerina juncea,Cyperaceae,1,1,1,1,1,Machaerina juncea,wfo-0000464094,Machaerina juncea,Cyperaceae,exact_unique,exact
Machaerium,machaerium,machaerium,1,1,1,1,1,Machaerium,wfo-4000022623,Machaerium,Fabaceae,1,1,1,1,1,Machaerium,wfo-4000022623,Machaerium,Fabaceae,exact_unique,exact
Machaerium acutifolium,machaerium acutifolium,machaerium acutifolium,1,1,1,1,1,Machaerium acutifolium,wfo-0000186947,Machaerium acutifolium,Fabaceae,1,1,1,1,1,Machaerium acutifolium,wfo-0000186947,Machaerium acutifolium,Fabaceae,exact_unique,exact
Machaerium aristulatum,machaerium aristulatum,machaerium aristulatum,1,1,1,1,1,Machaerium aristulatum,wfo-0000169275,Machaerium aristulatum,Fabaceae,1,1,1,1,1,Machaerium aristulatum,wfo-0000169275,Machaerium aristulatum,Fabaceae,exact_unique,exact
Machaerium kuhlmannii,machaerium kuhlmannii,machaerium kuhlmannii,1,1,1,1,1,Machaerium kuhlmannii,wfo-0000179680,Machaerium nyctitans var. nyctitans,Fabaceae,1,1,1,1,1,Machaerium kuhlmannii,wfo-0000179680,Machaerium nyctitans var. nyctitans,Fabaceae,exact_unique,exact
Machaerium mucronulatum,machaerium mucronulatum,machaerium mucronulatum,1,1,1,1,1,Machaerium mucronulatum,wfo-0000174403,Machaerium mucronulatum,Fabaceae,1,1,1,1,1,Machaerium mucronulatum,wfo-0000174403,Machaerium mucronulatum,Fabaceae,exact_unique,exact
Machaerium nyctitans,machaerium nyctitans,machaerium nyctitans,1,1,1,1,1,Machaerium nyctitans,wfo-0000174405,Machaerium nyctitans,Fabaceae,1,1,1,1,1,Machaerium nyctitans,wfo-0000174405,Machaerium nyctitans,Fabaceae,exact_unique,exact
Machaerium pedicellatum,machaerium pedicellatum,machaerium pedicellatum,1,1,1,1,1,Machaerium pedicellatum,wfo-0000186714,Machaerium pedicellatum,Fabaceae,1,1,1,1,1,Machaerium pedicellatum,wfo-0000186714,Machaerium pedicellatum,Fabaceae,exact_unique,exact
Machaerium vestitum,machaerium vestitum,machaerium vestitum,1,1,1,1,1,Machaerium vestitum,wfo-0000179078,Machaerium brasiliense,Fabaceae,1,1,1,1,1,Machaerium vestitum,wfo-0000179078,Machaerium brasiliense,Fabaceae,exact_unique,exact
Machaerium villosum,machaerium villosum,machaerium villosum,1,1,1,1,1,Machaerium villosum,wfo-0000186715,Machaerium villosum,Fabaceae,1,1,1,1,1,Machaerium villosum,wfo-0000186715,Machaerium villosum,Fabaceae,exact_unique,exact
Machilus thunbergii,machilus thunbergii,machilus thunbergii,1,1,1,1,1,Machilus thunbergii,wfo-0000373778,Machilus thunbergii,Lauraceae,1,1,1,1,1,Machilus thunbergii,wfo-0000373778,Machilus thunbergii,Lauraceae,exact_unique,exact
Maclura,maclura,maclura,1,1,1,1,1,Maclura,wfo-4000022646,Maclura,Moraceae,1,1,1,1,1,Maclura,wfo-4000022646,Maclura,Moraceae,exact_unique,exact
Maclura aurantiaca,maclura aurantiaca,maclura aurantiaca,1,1,1,1,1,Maclura aurantiaca,wfo-0000447854,Maclura pomifera,Moraceae,1,1,1,1,1,Maclura aurantiaca,wfo-0000447854,Maclura pomifera,Moraceae,exact_unique,exact
Maclura pomifera,maclura pomifera,maclura pomifera,1,1,1,1,1,Maclura pomifera,wfo-0000447854,Maclura pomifera,Moraceae,1,1,1,1,1,Maclura pomifera,wfo-0000447854,Maclura pomifera,Moraceae,exact_unique,exact
Maclura tinctoria,maclura tinctoria,maclura tinctoria,2,2,1,1,1,Maclura tinctoria,wfo-0000447821,Maclura tinctoria,Moraceae,2,2,1,1,1,Maclura tinctoria,wfo-0000447821,Maclura tinctoria,Moraceae,exact_unique,exact
Maclura tricuspidata,maclura tricuspidata,maclura tricuspidata,1,1,1,1,1,Maclura tricuspidata,wfo-0001085025,Maclura tricuspidata,Moraceae,1,1,1,1,1,Maclura tricuspidata,wfo-0001085025,Maclura tricuspidata,Moraceae,exact_unique,exact
Macrosolen globosus,macrosolen globosus,macrosolen globosus,1,1,1,1,1,Macrosolen globosus,wfo-0000378016,Macrosolen globosus,Loranthaceae,1,1,1,1,1,Macrosolen globosus,wfo-0000378016,Macrosolen globosus,Loranthaceae,exact_unique,exact
Macrothelypteris torresiana,macrothelypteris torresiana,macrothelypteris torresiana,2,2,1,1,1,Macrothelypteris torresiana,wfo-0001107352,Macrothelypteris torresiana,Thelypteridaceae,2,2,1,1,1,Macrothelypteris torresiana,wfo-0001107352,Macrothelypteris torresiana,Thelypteridaceae,exact_unique,exact
Macrotyloma uniflorum,macrotyloma uniflorum,macrotyloma uniflorum,1,1,1,1,1,Macrotyloma uniflorum,wfo-0000182309,Macrotyloma uniflorum,Fabaceae,1,1,1,1,1,Macrotyloma uniflorum,wfo-0000182309,Macrotyloma uniflorum,Fabaceae,exact_unique,exact
Madhuca longifolia,madhuca longifolia,madhuca longifolia,1,1,1,1,1,Madhuca longifolia,wfo-0000232785,Madhuca longifolia,Sapotaceae,1,1,1,1,1,Madhuca longifolia,wfo-0000232785,Madhuca longifolia,Sapotaceae,exact_unique,exact
Madhuca pasquieri,madhuca pasquieri,madhuca pasquieri,1,1,1,1,1,Madhuca pasquieri,wfo-0000232822,Madhuca pasquieri,Sapotaceae,1,1,1,1,1,Madhuca pasquieri,wfo-0000232822,Madhuca pasquieri,Sapotaceae,exact_unique,exact
Mallotus apelta,mallotus apelta,mallotus apelta,1,1,1,1,1,Mallotus apelta,wfo-0000234436,Mallotus apelta,Euphorbiaceae,1,1,1,1,1,Mallotus apelta,wfo-0000234436,Mallotus apelta,Euphorbiaceae,exact_unique,exact
