family,n_occurrence_rows,n_compounds,n_scaffolds_murcko,n_compounds_with_scaffold,n_genera,n_species,n_references,n_sources,n_unresolved_rows,dataset,scaffold_per_compound,pct_compounds_with_scaffold,compounds_per_species,references_per_compound,n_accepted_species_wfo,pct_wfo_species_represented,ncomp_ge_1,ncomp_ge_5,ncomp_ge_10,ncomp_ge_20,eligible_primary
Paulowniaceae,148,99,5,99,1,1,8,1,0,core,0.050505050505050504,100,99,0.08080808080808081,12,8.333333333333334,TRUE,TRUE,TRUE,TRUE,FALSE
Apocynaceae,113,89,26,89,12,14,21,1,0,core,0.29213483146067415,100,6.357142857142857,0.23595505617977527,6548,0.21380574221136225,TRUE,TRUE,TRUE,TRUE,TRUE
Thymelaeaceae,179,87,14,87,7,19,44,1,0,core,0.16091954022988506,100,4.578947368421052,0.5057471264367817,987,1.9250253292806485,TRUE,TRUE,TRUE,TRUE,TRUE
Phyllanthaceae,109,81,9,81,5,14,20,1,0,core,0.1111111111111111,100,5.785714285714286,0.24691358024691357,2120,0.660377358490566,TRUE,TRUE,TRUE,TRUE,TRUE
Anacardiaceae,150,80,18,80,14,22,36,1,0,core,0.225,100,3.6363636363636362,0.45,969,2.2703818369453046,TRUE,TRUE,TRUE,TRUE,TRUE
Salicaceae,238,79,13,79,5,30,46,2,0,core,0.16455696202531644,100,2.6333333333333333,0.5822784810126582,1540,1.948051948051948,TRUE,TRUE,TRUE,TRUE,TRUE
Santalaceae,126,78,5,78,3,7,15,1,0,core,0.0641025641025641,100,11.142857142857142,0.19230769230769232,1111,0.6300630063006301,TRUE,TRUE,TRUE,TRUE,TRUE
Sapindaceae,137,78,19,78,11,18,31,1,0,core,0.24358974358974358,100,4.333333333333333,0.3974358974358974,2012,0.8946322067594433,TRUE,TRUE,TRUE,TRUE,TRUE
Amaryllidaceae,104,77,8,77,8,16,22,2,0,core,0.1038961038961039,100,4.8125,0.2857142857142857,2344,0.6825938566552902,TRUE,TRUE,TRUE,TRUE,TRUE
Cannabaceae,216,77,12,77,1,1,46,1,0,core,0.15584415584415584,100,77,0.5974025974025974,114,0.8771929824561403,TRUE,TRUE,TRUE,TRUE,FALSE
Malvaceae,166,77,19,77,19,26,48,1,0,core,0.24675324675324675,100,2.9615384615384617,0.6233766233766234,5625,0.4622222222222222,TRUE,TRUE,TRUE,TRUE,TRUE
Thelypteridaceae,86,74,8,74,8,8,15,1,0,core,0.10810810810810811,100,9.25,0.20270270270270271,1230,0.6504065040650406,TRUE,TRUE,TRUE,TRUE,TRUE
Combretaceae,89,71,11,71,4,15,24,1,0,core,0.15492957746478872,100,4.733333333333333,0.3380281690140845,587,2.5553662691652472,TRUE,TRUE,TRUE,TRUE,TRUE
Ochnaceae,104,70,30,70,6,16,39,1,0,core,0.42857142857142855,100,4.375,0.5571428571428572,632,2.5316455696202533,TRUE,TRUE,TRUE,TRUE,TRUE
Cyperaceae,156,69,6,69,32,86,12,2,0,core,0.08695652173913043,100,0.8023255813953488,0.17391304347826086,6088,1.4126149802890933,TRUE,TRUE,TRUE,TRUE,TRUE
Rhizophoraceae,95,64,13,64,4,5,9,1,0,core,0.203125,100,12.8,0.140625,158,3.1645569620253164,TRUE,TRUE,TRUE,TRUE,TRUE
Solanaceae,105,63,12,63,8,15,19,2,0,core,0.19047619047619047,100,4.2,0.30158730158730157,2728,0.5498533724340176,TRUE,TRUE,TRUE,TRUE,TRUE
Smilacaceae,88,62,10,62,1,8,15,1,0,core,0.16129032258064516,100,7.75,0.24193548387096775,261,3.0651340996168583,TRUE,TRUE,TRUE,TRUE,TRUE
Poaceae,72,61,14,61,12,12,20,1,0,core,0.22950819672131148,100,5.083333333333333,0.32786885245901637,12360,0.0970873786407767,TRUE,TRUE,TRUE,TRUE,TRUE
Celastraceae,120,57,5,57,11,24,37,1,0,core,0.08771929824561403,100,2.375,0.6491228070175439,1357,1.7686072218128224,TRUE,TRUE,TRUE,TRUE,TRUE
Hypericaceae,101,52,11,52,5,23,43,1,0,core,0.21153846153846154,100,2.260869565217391,0.8269230769230769,632,3.6392405063291138,TRUE,TRUE,TRUE,TRUE,TRUE
Brassicaceae,94,51,11,51,9,10,16,1,0,core,0.21568627450980393,100,5.1,0.3137254901960784,4344,0.2302025782688766,TRUE,TRUE,TRUE,TRUE,TRUE
Cupressaceae,97,50,8,50,12,19,23,2,0,core,0.16,100,2.6315789473684212,0.46,173,10.982658959537572,TRUE,TRUE,TRUE,TRUE,TRUE
Betulaceae,128,48,4,48,4,17,32,2,0,core,0.08333333333333333,100,2.823529411764706,0.6666666666666666,210,8.095238095238095,TRUE,TRUE,TRUE,TRUE,TRUE
Myricaceae,84,48,12,48,2,7,19,1,0,core,0.25,100,6.857142857142857,0.3958333333333333,53,13.20754716981132,TRUE,TRUE,TRUE,TRUE,TRUE
Muntingiaceae,55,46,5,46,1,1,5,1,0,core,0.10869565217391304,100,46,0.10869565217391304,3,33.333333333333336,TRUE,TRUE,TRUE,TRUE,FALSE
Podocarpaceae,55,44,9,44,5,8,9,1,0,core,0.20454545454545456,100,5.5,0.20454545454545456,193,4.1450777202072535,TRUE,TRUE,TRUE,TRUE,TRUE
Arecaceae,59,43,15,43,4,6,15,1,0,core,0.3488372093023256,100,7.166666666666667,0.3488372093023256,2569,0.23355391202802647,TRUE,TRUE,TRUE,TRUE,TRUE
Balanophoraceae,66,43,10,43,3,7,10,2,0,core,0.23255813953488372,100,6.142857142857143,0.23255813953488372,59,11.864406779661017,TRUE,TRUE,TRUE,TRUE,TRUE
Geraniaceae,52,42,6,42,3,8,12,1,0,core,0.14285714285714285,100,5.25,0.2857142857142857,819,0.9768009768009768,TRUE,TRUE,TRUE,TRUE,TRUE
Convolvulaceae,44,40,14,40,5,7,11,1,0,core,0.35,100,5.714285714285714,0.275,2073,0.3376748673420164,TRUE,TRUE,TRUE,TRUE,TRUE
Crassulaceae,108,39,9,39,7,17,22,3,0,core,0.23076923076923078,100,2.2941176470588234,0.5641025641025641,1700,1,TRUE,TRUE,TRUE,TRUE,TRUE
Lythraceae,38,35,9,35,3,3,13,1,0,core,0.2571428571428571,100,11.666666666666666,0.37142857142857144,691,0.4341534008683068,TRUE,TRUE,TRUE,TRUE,TRUE
Asphodelaceae,48,34,6,34,3,11,6,1,0,core,0.17647058823529413,100,3.090909090909091,0.17647058823529413,1293,0.8507347254447022,TRUE,TRUE,TRUE,TRUE,TRUE
Grossulariaceae,60,34,10,34,1,10,13,1,0,core,0.29411764705882354,100,3.4,0.38235294117647056,206,4.854368932038835,TRUE,TRUE,TRUE,TRUE,TRUE
Nyctaginaceae,44,34,5,34,4,7,12,1,0,core,0.14705882352941177,100,4.857142857142857,0.35294117647058826,446,1.5695067264573992,TRUE,TRUE,TRUE,TRUE,TRUE
Amaranthaceae,47,33,5,33,12,19,18,2,0,core,0.15151515151515152,100,1.736842105263158,0.5454545454545454,2036,0.9332023575638507,TRUE,TRUE,TRUE,TRUE,TRUE
Plumbaginaceae,47,33,6,33,3,6,11,1,0,core,0.18181818181818182,100,5.5,0.3333333333333333,1169,0.5132591958939264,TRUE,TRUE,TRUE,TRUE,TRUE
Chloranthaceae,34,30,5,30,1,1,5,1,0,core,0.16666666666666666,100,30,0.16666666666666666,75,1.3333333333333333,TRUE,TRUE,TRUE,TRUE,FALSE
Dioscoreaceae,44,30,11,30,2,7,11,1,0,core,0.36666666666666664,100,4.285714285714286,0.36666666666666664,668,1.0479041916167664,TRUE,TRUE,TRUE,TRUE,TRUE
Gleicheniaceae,30,30,5,30,1,1,1,1,0,core,0.16666666666666666,100,30,0.03333333333333333,163,0.6134969325153374,TRUE,TRUE,TRUE,TRUE,FALSE
Juglandaceae,47,30,7,30,3,5,9,2,0,core,0.23333333333333334,100,6,0.3,83,6.024096385542169,TRUE,TRUE,TRUE,TRUE,TRUE
Malpighiaceae,38,30,8,30,3,5,8,1,0,core,0.26666666666666666,100,6,0.26666666666666666,1501,0.3331112591605596,TRUE,TRUE,TRUE,TRUE,TRUE
Actinidiaceae,50,29,6,29,1,2,8,1,0,core,0.20689655172413793,100,14.5,0.27586206896551724,450,0.4444444444444444,TRUE,TRUE,TRUE,TRUE,TRUE
Krameriaceae,79,29,1,29,1,8,13,1,0,core,0.034482758620689655,100,3.625,0.4482758620689655,18,44.44444444444444,TRUE,TRUE,TRUE,TRUE,TRUE
Davalliaceae,45,28,6,28,1,2,8,1,0,core,0.21428571428571427,100,14,0.2857142857142857,63,3.1746031746031744,TRUE,TRUE,TRUE,TRUE,TRUE
Vochysiaceae,30,28,3,28,2,3,2,1,0,core,0.10714285714285714,100,9.333333333333334,0.07142857142857142,251,1.1952191235059761,TRUE,TRUE,TRUE,TRUE,TRUE
Melastomataceae,27,27,9,27,4,6,7,1,0,core,0.3333333333333333,100,4.5,0.25925925925925924,6348,0.0945179584120983,TRUE,TRUE,TRUE,TRUE,TRUE
Polypodiaceae,37,27,2,27,6,13,12,1,0,core,0.07407407407407407,100,2.076923076923077,0.4444444444444444,1816,0.7158590308370044,TRUE,TRUE,TRUE,TRUE,TRUE
Primulaceae,32,27,8,27,7,13,10,2,0,core,0.2962962962962963,100,2.076923076923077,0.37037037037037035,3398,0.3825779870512066,TRUE,TRUE,TRUE,TRUE,TRUE
Acanthaceae,40,26,2,26,2,8,13,1,0,core,0.07692307692307693,100,3.25,0.5,5499,0.14548099654482632,TRUE,TRUE,TRUE,TRUE,TRUE
Aizoaceae,27,26,6,26,4,4,4,1,0,core,0.23076923076923078,100,6.5,0.15384615384615385,1877,0.21310602024507191,TRUE,TRUE,TRUE,TRUE,TRUE
Dryopteridaceae,38,26,4,26,2,4,4,1,0,core,0.15384615384615385,100,6.5,0.15384615384615385,2417,0.16549441456350847,TRUE,TRUE,TRUE,TRUE,TRUE
Ebenaceae,39,26,7,26,2,3,7,1,0,core,0.2692307692307692,100,8.666666666666666,0.2692307692307692,829,0.3618817852834741,TRUE,TRUE,TRUE,TRUE,TRUE
Sapotaceae,38,26,6,26,7,11,13,1,0,core,0.23076923076923078,100,2.3636363636363638,0.5,1382,0.7959479015918958,TRUE,TRUE,TRUE,TRUE,TRUE
Saxifragaceae,36,26,6,26,6,11,14,1,0,core,0.23076923076923078,100,2.3636363636363638,0.5384615384615384,906,1.2141280353200883,TRUE,TRUE,TRUE,TRUE,TRUE
Selaginellaceae,29,26,11,26,1,9,10,1,0,core,0.4230769230769231,100,2.888888888888889,0.38461538461538464,766,1.174934725848564,TRUE,TRUE,TRUE,TRUE,TRUE
Gentianaceae,25,25,2,25,4,6,6,1,0,core,0.08,100,4.166666666666667,0.24,1913,0.31364349189754315,TRUE,TRUE,TRUE,TRUE,TRUE
Simaroubaceae,33,25,4,25,3,4,8,3,0,core,0.16,100,6.25,0.32,128,3.125,TRUE,TRUE,TRUE,TRUE,TRUE
Bromeliaceae,30,24,5,24,3,3,4,1,0,core,0.20833333333333334,100,8,0.16666666666666666,3740,0.08021390374331551,TRUE,TRUE,TRUE,TRUE,TRUE
Gnetaceae,28,24,5,24,1,6,8,1,0,core,0.20833333333333334,100,4,0.3333333333333333,44,13.636363636363637,TRUE,TRUE,TRUE,TRUE,TRUE
Onagraceae,63,24,4,24,4,31,7,2,0,core,0.16666666666666666,100,0.7741935483870968,0.2916666666666667,799,3.8798498122653315,TRUE,TRUE,TRUE,TRUE,TRUE
Plantaginaceae,32,24,4,24,7,9,16,1,0,core,0.16666666666666666,100,2.6666666666666665,0.6666666666666666,2277,0.3952569169960474,TRUE,TRUE,TRUE,TRUE,TRUE
Bignoniaceae,23,23,6,23,7,8,8,1,0,core,0.2608695652173913,100,2.875,0.34782608695652173,901,0.8879023307436182,TRUE,TRUE,TRUE,TRUE,TRUE
Dipterocarpaceae,24,22,3,22,2,3,5,1,0,core,0.13636363636363635,100,7.333333333333333,0.22727272727272727,572,0.5244755244755245,TRUE,TRUE,TRUE,TRUE,TRUE
Gesneriaceae,22,22,6,22,2,2,2,1,0,core,0.2727272727272727,100,11,0.09090909090909091,4051,0.049370525796099726,TRUE,TRUE,TRUE,TRUE,TRUE
Musaceae,32,21,6,21,1,2,6,1,0,core,0.2857142857142857,100,10.5,0.2857142857142857,95,2.1052631578947367,TRUE,TRUE,TRUE,TRUE,TRUE
Onocleaceae,29,21,1,21,2,2,5,1,0,core,0.047619047619047616,100,10.5,0.23809523809523808,8,25,TRUE,TRUE,TRUE,TRUE,TRUE
Schisandraceae,28,21,6,21,3,7,7,1,0,core,0.2857142857142857,100,3,0.3333333333333333,81,8.641975308641975,TRUE,TRUE,TRUE,TRUE,TRUE
Burseraceae,25,20,2,20,2,5,6,1,0,core,0.1,100,4,0.3,771,0.648508430609598,TRUE,TRUE,TRUE,TRUE,TRUE
Cactaceae,38,20,3,20,4,5,6,1,0,core,0.15,100,4,0.3,2243,0.22291573785109228,TRUE,TRUE,TRUE,TRUE,TRUE
Cycadaceae,36,20,5,20,1,3,5,1,0,core,0.25,100,6.666666666666667,0.25,121,2.479338842975207,TRUE,TRUE,TRUE,TRUE,TRUE
Erythroxylaceae,31,20,5,20,1,11,8,1,0,core,0.25,100,1.8181818181818181,0.4,282,3.900709219858156,TRUE,TRUE,TRUE,TRUE,TRUE
Hamamelidaceae,23,20,5,20,3,3,5,1,0,core,0.25,100,6.666666666666667,0.25,112,2.6785714285714284,TRUE,TRUE,TRUE,TRUE,TRUE
Platanaceae,21,20,8,20,1,3,7,2,0,core,0.4,100,6.666666666666667,0.35,11,27.272727272727273,TRUE,TRUE,TRUE,TRUE,TRUE
Calophyllaceae,30,19,5,19,5,12,14,1,0,core,0.2631578947368421,100,1.5833333333333333,0.7368421052631579,424,2.830188679245283,TRUE,TRUE,TRUE,FALSE,TRUE
Cucurbitaceae,19,19,6,19,4,4,4,1,0,core,0.3157894736842105,100,4.75,0.21052631578947367,1057,0.3784295175023652,TRUE,TRUE,TRUE,FALSE,TRUE
Ranunculaceae,22,19,9,19,7,7,10,1,0,core,0.47368421052631576,100,2.7142857142857144,0.5263157894736842,3709,0.18873011593421407,TRUE,TRUE,TRUE,FALSE,TRUE
Viburnaceae,25,19,4,19,2,8,8,2,0,core,0.21052631578947367,100,2.375,0.42105263157894735,223,3.587443946188341,TRUE,TRUE,TRUE,FALSE,TRUE
Hypnaceae,18,18,5,18,1,1,2,1,0,core,0.2777777777777778,100,18,0.1111111111111111,567,0.1763668430335097,TRUE,TRUE,TRUE,FALSE,FALSE
Begoniaceae,20,17,6,17,1,3,5,1,0,core,0.35294117647058826,100,5.666666666666667,0.29411764705882354,2192,0.13686131386861314,TRUE,TRUE,TRUE,FALSE,TRUE
Phrymaceae,33,17,2,17,2,2,4,2,0,core,0.11764705882352941,100,8.5,0.23529411764705882,233,0.8583690987124464,TRUE,TRUE,TRUE,FALSE,TRUE
Caryophyllaceae,16,16,5,16,6,7,9,1,0,core,0.3125,100,2.2857142857142856,0.5625,2575,0.27184466019417475,TRUE,TRUE,TRUE,FALSE,TRUE
Heliotropiaceae,22,16,3,16,1,8,10,1,0,core,0.1875,100,2,0.625,412,1.941747572815534,TRUE,TRUE,TRUE,FALSE,TRUE
Stemonaceae,32,16,1,16,1,3,4,1,0,core,0.0625,100,5.333333333333333,0.25,39,7.6923076923076925,TRUE,TRUE,TRUE,FALSE,TRUE
Chrysobalanaceae,39,15,1,15,6,27,7,1,0,core,0.06666666666666667,100,0.5555555555555556,0.4666666666666667,546,4.945054945054945,TRUE,TRUE,TRUE,FALSE,TRUE
Mniaceae,15,15,5,15,2,2,2,1,0,core,0.3333333333333333,100,7.5,0.13333333333333333,336,0.5952380952380952,TRUE,TRUE,TRUE,FALSE,TRUE
Sarcolaenaceae,16,15,1,15,1,1,2,1,0,core,0.06666666666666667,100,15,0.13333333333333333,72,1.3888888888888888,TRUE,TRUE,TRUE,FALSE,FALSE
Ulmaceae,18,15,1,15,1,3,5,1,0,core,0.06666666666666667,100,5,0.3333333333333333,67,4.477611940298507,TRUE,TRUE,TRUE,FALSE,TRUE
Verbenaceae,21,15,3,15,2,3,8,1,0,core,0.2,100,5,0.5333333333333333,933,0.3215434083601286,TRUE,TRUE,TRUE,FALSE,TRUE
Violaceae,15,15,3,15,1,2,5,1,0,core,0.2,100,7.5,0.3333333333333333,1152,0.1736111111111111,TRUE,TRUE,TRUE,FALSE,TRUE
Namaceae,19,14,1,14,1,2,6,1,0,core,0.07142857142857142,100,7,0.42857142857142855,72,2.7777777777777777,TRUE,TRUE,TRUE,FALSE,TRUE
Aristolochiaceae,14,13,4,13,3,4,4,1,0,core,0.3076923076923077,100,3.25,0.3076923076923077,754,0.5305039787798409,TRUE,TRUE,TRUE,FALSE,TRUE
Loranthaceae,21,13,4,13,5,6,8,1,0,core,0.3076923076923077,100,2.1666666666666665,0.6153846153846154,1084,0.5535055350553506,TRUE,TRUE,TRUE,FALSE,TRUE
Petiveriaceae,13,13,1,13,1,1,1,1,0,core,0.07692307692307693,100,13,0.07692307692307693,25,4,TRUE,TRUE,TRUE,FALSE,FALSE
Araliaceae,12,12,5,12,4,4,5,1,0,core,0.4166666666666667,100,3,0.4166666666666667,1733,0.2308136180034622,TRUE,TRUE,TRUE,FALSE,TRUE
Berberidaceae,18,12,5,12,3,9,11,1,0,core,0.4166666666666667,100,1.3333333333333333,0.9166666666666666,754,1.193633952254642,TRUE,TRUE,TRUE,FALSE,TRUE
Nymphaeaceae,13,12,4,12,1,3,3,1,0,core,0.3333333333333333,100,4,0.25,102,2.9411764705882355,TRUE,TRUE,TRUE,FALSE,TRUE
Campanulaceae,12,11,3,11,3,3,4,1,0,core,0.2727272727272727,100,3.6666666666666665,0.36363636363636365,2477,0.12111425111021397,TRUE,TRUE,TRUE,FALSE,TRUE
Proteaceae,11,11,3,11,3,2,3,1,0,core,0.2727272727272727,100,5.5,0.2727272727272727,1854,0.10787486515641856,TRUE,TRUE,TRUE,FALSE,TRUE
Blechnaceae,10,10,4,10,4,4,5,1,0,core,0.4,100,2.5,0.5,290,1.3793103448275863,TRUE,TRUE,TRUE,FALSE,TRUE
Cephalotaxaceae,10,10,2,10,1,1,1,1,0,core,0.2,100,10,0.1,8,12.5,TRUE,TRUE,TRUE,FALSE,FALSE
Paeoniaceae,10,10,5,10,1,2,2,1,0,core,0.5,100,5,0.2,42,4.761904761904762,TRUE,TRUE,TRUE,FALSE,TRUE
Stachyuraceae,10,10,5,10,1,2,2,1,0,core,0.5,100,5,0.2,10,20,TRUE,TRUE,TRUE,FALSE,TRUE
Velloziaceae,13,10,2,10,1,3,3,1,0,core,0.2,100,3.3333333333333335,0.3,308,0.974025974025974,TRUE,TRUE,TRUE,FALSE,TRUE
Cistaceae,14,9,1,9,2,3,6,1,0,core,0.1111111111111111,100,3,0.6666666666666666,286,1.048951048951049,TRUE,TRUE,FALSE,FALSE,TRUE
Cordiaceae,9,9,4,9,1,1,1,1,0,core,0.4444444444444444,100,9,0.1111111111111111,376,0.26595744680851063,TRUE,TRUE,FALSE,FALSE,FALSE
Paracryphiaceae,9,9,2,9,1,1,1,1,0,core,0.2222222222222222,100,9,0.1111111111111111,36,2.7777777777777777,TRUE,TRUE,FALSE,FALSE,FALSE
Scrophulariaceae,9,9,1,9,3,4,4,1,0,core,0.1111111111111111,100,2.25,0.4444444444444444,2350,0.1702127659574468,TRUE,TRUE,FALSE,FALSE,TRUE
Ephedraceae,9,8,4,8,1,2,4,1,0,core,0.5,100,4,0.5,74,2.7027027027027026,TRUE,TRUE,FALSE,FALSE,TRUE
Francoaceae,8,8,2,8,1,1,1,1,0,core,0.25,100,8,0.125,36,2.7777777777777777,TRUE,TRUE,FALSE,FALSE,FALSE
Ginkgoaceae,10,8,2,8,1,1,3,1,0,core,0.25,100,8,0.375,1,100,TRUE,TRUE,FALSE,FALSE,FALSE
Lecythidaceae,10,8,2,8,2,2,2,1,0,core,0.25,100,4,0.25,385,0.5194805194805194,TRUE,TRUE,FALSE,FALSE,TRUE
Nelumbonaceae,10,8,2,8,1,1,4,1,0,core,0.25,100,8,0.5,2,50,TRUE,TRUE,FALSE,FALSE,FALSE
Polygalaceae,8,8,4,8,2,5,5,1,0,core,0.5,100,1.6,0.625,1333,0.37509377344336087,TRUE,TRUE,FALSE,FALSE,TRUE
Taxaceae,9,8,3,8,1,3,4,1,0,core,0.375,100,2.6666666666666665,0.5,27,11.11111111111111,TRUE,TRUE,FALSE,FALSE,TRUE
Woodsiaceae,8,8,3,8,1,1,1,1,0,core,0.375,100,8,0.125,53,1.8867924528301887,TRUE,TRUE,FALSE,FALSE,FALSE
Caprifoliaceae,7,7,3,7,2,4,5,1,0,core,0.42857142857142855,100,1.75,0.7142857142857143,1126,0.3552397868561279,TRUE,TRUE,FALSE,FALSE,TRUE
Dilleniaceae,7,7,1,7,2,2,2,1,0,core,0.14285714285714285,100,3.5,0.2857142857142857,552,0.36231884057971014,TRUE,TRUE,FALSE,FALSE,TRUE
Equisetaceae,8,7,1,7,1,1,2,1,0,core,0.14285714285714285,100,7,0.2857142857142857,41,2.4390243902439024,TRUE,TRUE,FALSE,FALSE,FALSE
Eriocaulaceae,7,7,2,7,2,3,4,1,0,core,0.2857142857142857,100,2.3333333333333335,0.5714285714285714,1221,0.2457002457002457,TRUE,TRUE,FALSE,FALSE,TRUE
Papaveraceae,8,7,4,7,5,5,7,1,0,core,0.5714285714285714,100,1.4,1,1036,0.4826254826254826,TRUE,TRUE,FALSE,FALSE,TRUE
Physenaceae,7,7,2,7,1,1,1,1,0,core,0.2857142857142857,100,7,0.14285714285714285,2,50,TRUE,TRUE,FALSE,FALSE,FALSE
Polytrichaceae,7,7,2,7,1,2,2,1,0,core,0.2857142857142857,100,3.5,0.2857142857142857,203,0.9852216748768473,TRUE,TRUE,FALSE,FALSE,TRUE
Siparunaceae,7,7,1,7,1,1,2,1,0,core,0.14285714285714285,100,7,0.2857142857142857,59,1.694915254237288,TRUE,TRUE,FALSE,FALSE,FALSE
Zygophyllaceae,9,7,2,7,1,1,3,1,0,core,0.2857142857142857,100,7,0.42857142857142855,293,0.3412969283276451,TRUE,TRUE,FALSE,FALSE,FALSE
Aulacomniaceae,9,6,3,6,1,2,1,1,0,core,0.5,100,3,0.16666666666666666,12,16.666666666666668,TRUE,TRUE,FALSE,FALSE,TRUE
