original_name,exact_name,key,legacy_n_accepted_ids,legacy_resolved,hierarchical_resolved,comparison_status,match_rule,resolution_status,accepted_name,accepted_id,accepted_family,accepted_genus,accepted_rank
Catha edulis,catha edulis,catha edulis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Catha edulis,wfo-0000590815,Celastraceae,Catha,species
Uncaria hirsuta,uncaria hirsuta,uncaria hirsuta,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Uncaria hirsuta,wfo-0000329251,Rubiaceae,Uncaria,species
Citrus grandis,citrus grandis,citrus grandis,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Citrus maxima,wfo-0000608138,Rutaceae,Citrus,species
Citrus maxima,citrus maxima,citrus maxima,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Citrus maxima,wfo-0000608138,Rutaceae,Citrus,species
Citrus aurantium,citrus aurantium,citrus aurantium,1,TRUE,TRUE,resolved_by_both,canonical,canonical_unique,Citrus × aurantium nothof. aurantium,wfo-1200112333,Rutaceae,Citrus,form
Citrus inodora,citrus inodora,citrus inodora,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Citrus inodora,wfo-0000608072,Rutaceae,Citrus,species
Citrus microcarpa,citrus microcarpa,citrus microcarpa,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Citrus japonica,wfo-0000608080,Rutaceae,Citrus,species
Citrus tamurana,citrus tamurana,citrus tamurana,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Citrus paradisi,citrus paradisi,citrus paradisi,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Citrus × aurantium nothof. aurantium,wfo-1200112333,Rutaceae,Citrus,form
Citrus hystrix,citrus hystrix,citrus hystrix,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Citrus hystrix,wfo-0000608056,Rutaceae,Citrus,species
Citrus latipes,citrus latipes,citrus latipes,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Citrus latipes,wfo-0000608099,Rutaceae,Citrus,species
Carpobrotus edulis,carpobrotus edulis,carpobrotus edulis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Carpobrotus edulis,wfo-0000588263,Aizoaceae,Carpobrotus,species
Mentha,mentha,mentha,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Mentha,wfo-4000023748,Lamiaceae,Mentha,genus
Isatis tinctoria,isatis tinctoria,isatis tinctoria,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Isatis tinctoria,wfo-0000732433,Brassicaceae,Isatis,species
Dorstenia kameruniana,dorstenia kameruniana,dorstenia kameruniana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Dorstenia kameruniana,wfo-0000654469,Moraceae,Dorstenia,species
Rhynchosia hirta,rhynchosia hirta,rhynchosia hirta,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Rhynchosia hirta,wfo-0000186505,Fabaceae,Rhynchosia,species
Ipomoea nil,ipomoea nil,ipomoea nil,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ipomoea nil,wfo-0000747940,Convolvulaceae,Ipomoea,species
Selaginella lepidophylla,selaginella lepidophylla,selaginella lepidophylla,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Selaginella lepidophylla,wfo-0001109651,Selaginellaceae,Selaginella,species
Salvia fruticosa,salvia fruticosa,salvia fruticosa,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Salvia fruticosa,wfo-0000301042,Lamiaceae,Salvia,species
Thonningia sanguinea,thonningia sanguinea,thonningia sanguinea,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Thonningia sanguinea,wfo-0000410707,Balanophoraceae,Thonningia,species
Melodorum fruticosum,melodorum fruticosum,melodorum fruticosum,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Uvaria siamensis,wfo-0000744968,Annonaceae,Uvaria,species
Uvaria doeringii,uvaria doeringii,uvaria doeringii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Uvaria doeringii,wfo-0000415882,Annonaceae,Uvaria,species
Uvaria lucida,uvaria lucida,uvaria lucida,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Uvaria lucida,wfo-0001065910,Annonaceae,Uvaria,species
Uvaria chamae,uvaria chamae,uvaria chamae,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Uvaria chamae,wfo-0000415872,Annonaceae,Uvaria,species
Adenostemma viscosum,adenostemma viscosum,adenostemma viscosum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Adenostemma viscosum,wfo-0000089902,Asteraceae,Adenostemma,species
Ageratum corymbosum,ageratum corymbosum,ageratum corymbosum,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Ageratum corymbosum,wfo-0000056662,Asteraceae,Ageratum,species
Euchresta horsfieldii,euchresta horsfieldii,euchresta horsfieldii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Euchresta horsfieldii,wfo-0000186315,Fabaceae,Euchresta,species
Lupinus pilosus,lupinus pilosus,lupinus pilosus,3,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Lupinus pilosus,wfo-0000185679,Fabaceae,Lupinus,species
Dalbergia coromandeliana,dalbergia coromandeliana,dalbergia coromandeliana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Dalbergia coromandeliana,wfo-0000204440,Fabaceae,Dalbergia,species
Medicago rugosa,medicago rugosa,medicago rugosa,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Medicago rugosa,wfo-0000213467,Fabaceae,Medicago,species
Mallotus philippinensis,mallotus philippinensis,mallotus philippinensis,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Iryanthera coriacea,iryanthera coriacea,iryanthera coriacea,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Iryanthera coriacea,wfo-0001085227,Myristicaceae,Iryanthera,species
Cyperus pluribracteatus,cyperus pluribracteatus,cyperus pluribracteatus,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Cyperus trigonellus,wfo-0000384152,Cyperaceae,Cyperus,species
Combretum griffithii,combretum griffithii,combretum griffithii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Combretum griffithii,wfo-0000616351,Combretaceae,Combretum,species
Uvaria angolensis,uvaria angolensis,uvaria angolensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Uvaria angolensis,wfo-0000415894,Annonaceae,Uvaria,species
Uvaria tanzaniae,uvaria tanzaniae,uvaria tanzaniae,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Uvaria tanzaniae,wfo-0001066167,Annonaceae,Uvaria,species
Uvaria puguensis,uvaria puguensis,uvaria puguensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Uvaria puguensis,wfo-0001244885,Annonaceae,Uvaria,species
Lonchocarpus costaricensis,lonchocarpus costaricensis,lonchocarpus costaricensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lonchocarpus costaricensis,wfo-0000164467,Fabaceae,Lonchocarpus,species
Myroxylon peruiferum,myroxylon peruiferum,myroxylon peruiferum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Myroxylon peruiferum,wfo-0000174448,Fabaceae,Myroxylon,species
Pachyrhizus tuberosus,pachyrhizus tuberosus,pachyrhizus tuberosus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Pachyrhizus tuberosus,wfo-0000178282,Fabaceae,Pachyrhizus,species
