original_name,exact_name,key,legacy_n_accepted_ids,legacy_resolved,hierarchical_resolved,comparison_status,match_rule,resolution_status,accepted_name,accepted_id,accepted_family,accepted_genus,accepted_rank
Cercidiphyllum japonicum,cercidiphyllum japonicum,cercidiphyllum japonicum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Cercidiphyllum japonicum,wfo-0000834990,Cercidiphyllaceae,Cercidiphyllum,species
Cercidiphyllum japonicum bis,cercidiphyllum japonicum bis,cercidiphyllum japonicum,1,TRUE,TRUE,resolved_by_both,canonical,canonical_unique,Cercidiphyllum japonicum,wfo-0000834990,Cercidiphyllaceae,Cercidiphyllum,species
Hylocereus undatus,hylocereus undatus,hylocereus undatus,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Selenicereus undatus,wfo-0001434109,Cactaceae,Selenicereus,species
Larix laricina,larix laricina,larix laricina,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Larix laricina,wfo-0000443246,Pinaceae,Larix,species
Juglans mandshurica,juglans mandshurica,juglans mandshurica,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Juglans mandshurica,wfo-0001067447,Juglandaceae,Juglans,species
Persicaria hydropiper,persicaria hydropiper,persicaria hydropiper,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Persicaria hydropiper,wfo-0000488426,Polygonaceae,Persicaria,species
Polygonum hydropiper,polygonum hydropiper,polygonum hydropiper,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Persicaria hydropiper,wfo-0000488426,Polygonaceae,Persicaria,species
Platycodon grandiflorus,platycodon grandiflorus,platycodon grandiflorus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Platycodon grandiflorus,wfo-0000816758,Campanulaceae,Platycodon,species
Platycodon grandiflorum,platycodon grandiflorum,platycodon grandiflorum,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Albizia julibrissin,albizia julibrissin,albizia julibrissin,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Albizia julibrissin,wfo-0000173835,Fabaceae,Albizia,species
Ficus cordata,ficus cordata,ficus cordata,3,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Ficus cordata,wfo-0000687917,Moraceae,Ficus,species
Hypericum japonicum,hypericum japonicum,hypericum japonicum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Hypericum japonicum,wfo-0000727778,Hypericaceae,Hypericum,species
Larix decidua,larix decidua,larix decidua,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Larix decidua,wfo-0000443338,Pinaceae,Larix,species
Austrocedrus chilensis,austrocedrus chilensis,austrocedrus chilensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Austrocedrus chilensis,wfo-0000557316,Cupressaceae,Austrocedrus,species
Acer mandshuricum,acer mandshuricum,acer mandshuricum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Acer mandshuricum,wfo-0000514524,Sapindaceae,Acer,species
Persicaria orientalis,persicaria orientalis,persicaria orientalis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Persicaria orientalis,wfo-0000488434,Polygonaceae,Persicaria,species
Polygonum orientale,polygonum orientale,polygonum orientale,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Persicaria orientalis,wfo-0000488434,Polygonaceae,Persicaria,species
Mnium hornum,mnium hornum,mnium hornum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Mnium hornum,wfo-0001187550,Mniaceae,Mnium,species
Albuca bracteata,albuca bracteata,albuca bracteata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Albuca bracteata,wfo-0000911272,Asparagaceae,Albuca,species
Ornithogalum caudatum,ornithogalum caudatum,ornithogalum caudatum,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Albuca bracteata,wfo-0000911272,Asparagaceae,Albuca,species
Pulicaria crispa,pulicaria crispa,pulicaria crispa,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Pulicaria crispa,wfo-0000069642,Asteraceae,Pulicaria,species
Helichrysum rugulosum,helichrysum rugulosum,helichrysum rugulosum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Helichrysum rugulosum,wfo-0000062669,Asteraceae,Helichrysum,species
Tephrosia praecana,tephrosia praecana,tephrosia praecana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Tephrosia praecana,wfo-0000203746,Fabaceae,Tephrosia,species
Tephrosia procumbens,tephrosia procumbens,tephrosia procumbens,2,FALSE,FALSE,unresolved_by_both,exact_conflict,exact_synonym_conflict,NA,NA,NA,NA,NA
Limnophila indica,limnophila indica,limnophila indica,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Limnophila indica,wfo-0000445814,Plantaginaceae,Limnophila,species
Orthosiphon grandiflorus,orthosiphon grandiflorus,orthosiphon grandiflorus,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Orthosiphon aristatus var. aristatus,wfo-0000619648,Lamiaceae,Orthosiphon,variety
Aquilegia ecalcarata,aquilegia ecalcarata,aquilegia ecalcarata,3,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Aquilegia ecalcarata,wfo-0000541286,Ranunculaceae,Aquilegia,species
Eriodictyon angustifolium,eriodictyon angustifolium,eriodictyon angustifolium,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Eriodictyon angustifolium,wfo-0000674362,Namaceae,Eriodictyon,species
Bahiopsis laciniata,bahiopsis laciniata,bahiopsis laciniata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Bahiopsis laciniata,wfo-0000026157,Asteraceae,Bahiopsis,species
Gnetum macrostachyum,gnetum macrostachyum,gnetum macrostachyum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Gnetum macrostachyum,wfo-0000795633,Gnetaceae,Gnetum,species
Lathyrus sativus,lathyrus sativus,lathyrus sativus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lathyrus sativus,wfo-0000212703,Fabaceae,Lathyrus,species
Sorghum,sorghum,sorghum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Sorghum,wfo-4000035801,Poaceae,Sorghum,genus
Rhaphiolepis indica,rhaphiolepis indica,rhaphiolepis indica,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Rhaphiolepis indica,wfo-0001016273,Rosaceae,Rhaphiolepis,species
Melilotus albus,melilotus albus,melilotus albus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Melilotus albus,wfo-0000212815,Fabaceae,Melilotus,species
Vitis amurensis,vitis amurensis,vitis amurensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Vitis amurensis,wfo-0000421529,Vitaceae,Vitis,species
Dunbaria longiracemosa,dunbaria longiracemosa,dunbaria longiracemosa,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Salix udensis,salix udensis,salix udensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Salix udensis,wfo-0000929566,Salicaceae,Salix,species
Trifolium montanum,trifolium montanum,trifolium montanum,3,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Trifolium montanum,wfo-0000213031,Fabaceae,Trifolium,species
Sophora franchetiana,sophora franchetiana,sophora franchetiana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Sophora franchetiana,wfo-0000185588,Fabaceae,Sophora,species
Monteverdia laevis,monteverdia laevis,monteverdia laevis,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Maytenus laevis,wfo-0000375144,Celastraceae,Maytenus,species
Abies spectabilis,abies spectabilis,abies spectabilis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Abies spectabilis,wfo-0000511410,Pinaceae,Abies,species
Ricinus communis,ricinus communis,ricinus communis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ricinus communis,wfo-0000297077,Euphorbiaceae,Ricinus,species
Lupinus hirsutus,lupinus hirsutus,lupinus hirsutus,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_synonym,exact_synonym_unique,Lupinus pilosus,wfo-0000185679,Fabaceae,Lupinus,species
Leptothyrsa sprucei,leptothyrsa sprucei,leptothyrsa sprucei,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Leptothyrsa sprucei,wfo-0001132701,Rutaceae,Leptothyrsa,species
Clematis armandii,clematis armandii,clematis armandii,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Musa acuminata,musa acuminata,musa acuminata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Musa acuminata,wfo-0000473834,Musaceae,Musa,species
Musa balbisiana,musa balbisiana,musa balbisiana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Musa balbisiana,wfo-0000473990,Musaceae,Musa,species
Asparagus racemosus,asparagus racemosus,asparagus racemosus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Asparagus racemosus,wfo-0000634415,Asparagaceae,Asparagus,species
Lophira lanceolata,lophira lanceolata,lophira lanceolata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lophira lanceolata,wfo-0000443230,Ochnaceae,Lophira,species
Selaginella willdenowii,selaginella willdenowii,selaginella willdenowii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Selaginella willdenowii,wfo-0001109675,Selaginellaceae,Selaginella,species
Abies sachalinensis,abies sachalinensis,abies sachalinensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Abies sachalinensis,wfo-0000511384,Pinaceae,Abies,species
Pisonia aculeata,pisonia aculeata,pisonia aculeata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Pisonia aculeata,wfo-0000476234,Nyctaginaceae,Pisonia,species
Argemone mexicana,argemone mexicana,argemone mexicana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Argemone mexicana,wfo-0000547034,Papaveraceae,Argemone,species
Bidens andicola,bidens andicola,bidens andicola,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Bidens andicola,wfo-0000015136,Asteraceae,Bidens,species
Alstonia scholaris,alstonia scholaris,alstonia scholaris,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Alstonia scholaris,wfo-0001257712,Apocynaceae,Alstonia,species
Millettia nitida,millettia nitida,millettia nitida,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Callerya nitida,wfo-0000193070,Fabaceae,Callerya,species
Astragalus caprinus,astragalus caprinus,astragalus caprinus,3,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Astragalus caprinus,wfo-0000212469,Fabaceae,Astragalus,species
Glehnia littoralis,glehnia littoralis,glehnia littoralis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Glehnia littoralis,wfo-0000703677,Apiaceae,Glehnia,species
Sapium haematospermum,sapium haematospermum,sapium haematospermum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Sapium haematospermum,wfo-0000302812,Euphorbiaceae,Sapium,species
Mimosa diplotricha,mimosa diplotricha,mimosa diplotricha,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Mimosa diplotricha,wfo-0001053831,Fabaceae,Mimosa,species
Helichrysum umbraculigerum,helichrysum umbraculigerum,helichrysum umbraculigerum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Helichrysum umbraculigerum,wfo-0000018095,Asteraceae,Helichrysum,species
Stenochlaena palustris,stenochlaena palustris,stenochlaena palustris,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Stenochlaena palustris,wfo-0001115653,Blechnaceae,Stenochlaena,species
Eucalyptus globulus,eucalyptus globulus,eucalyptus globulus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Eucalyptus globulus,wfo-0000954998,Myrtaceae,Eucalyptus,species
Ocotea porosa,ocotea porosa,ocotea porosa,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ocotea porosa,wfo-0000383291,Lauraceae,Ocotea,species
Antirrhinum majus,antirrhinum majus,antirrhinum majus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Antirrhinum majus,wfo-0000539365,Plantaginaceae,Antirrhinum,species
Qualea labouriauana,qualea labouriauana,qualea labouriauana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Qualea labouriauana,wfo-0000733118,Vochysiaceae,Qualea,species
Solanum crinitum,solanum crinitum,solanum crinitum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Solanum crinitum,wfo-0001027300,Solanaceae,Solanum,species
Ceanothus papillosus,ceanothus papillosus,ceanothus papillosus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ceanothus papillosus,wfo-0000592016,Rhamnaceae,Ceanothus,species
Baccharis conferta,baccharis conferta,baccharis conferta,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Baccharis conferta,wfo-0000004046,Asteraceae,Baccharis,species
Greigia sphacelata,greigia sphacelata,greigia sphacelata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Greigia sphacelata,wfo-0000431236,Bromeliaceae,Greigia,species
Swartzia laevicarpa,swartzia laevicarpa,swartzia laevicarpa,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Swartzia laevicarpa,wfo-0000182091,Fabaceae,Swartzia,species
Diplotropis ferruginea,diplotropis ferruginea,diplotropis ferruginea,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Diplotropis ferruginea,wfo-0000163859,Fabaceae,Diplotropis,species
Ononis spinosa,ononis spinosa,ononis spinosa,3,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Ononis spinosa,wfo-0000183372,Fabaceae,Ononis,species
Gueldenstaedtia verna,gueldenstaedtia verna,gueldenstaedtia verna,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Gueldenstaedtia verna,wfo-0000198763,Fabaceae,Gueldenstaedtia,species
Platymiscium praecox,platymiscium praecox,platymiscium praecox,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Platymiscium floribundum var. floribundum,wfo-0001061344,Fabaceae,Platymiscium,variety
Cedrela mexicana,cedrela mexicana,cedrela mexicana,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Cedrela odorata,wfo-0000592446,Meliaceae,Cedrela,species
Cedrela odorata,cedrela odorata,cedrela odorata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Cedrela odorata,wfo-0000592446,Meliaceae,Cedrela,species
Pterocarpus angolensis,pterocarpus angolensis,pterocarpus angolensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Pterocarpus angolensis,wfo-0000172643,Fabaceae,Pterocarpus,species
Cedrela fissilis,cedrela fissilis,cedrela fissilis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Cedrela fissilis,wfo-0000592409,Meliaceae,Cedrela,species
Iris potaninii,iris potaninii,iris potaninii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Iris potaninii,wfo-0000783741,Iridaceae,Iris,species
Catharanthus roseus,catharanthus roseus,catharanthus roseus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Catharanthus roseus,wfo-0000819442,Apocynaceae,Catharanthus,species
Lespedeza virgata,lespedeza virgata,lespedeza virgata,3,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Lespedeza virgata,wfo-0000192231,Fabaceae,Lespedeza,species
Pseudolarix amabilis,pseudolarix amabilis,pseudolarix amabilis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Pseudolarix amabilis,wfo-0000479701,Pinaceae,Pseudolarix,species
Larix kaempferi,larix kaempferi,larix kaempferi,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Larix kaempferi,wfo-0000443374,Pinaceae,Larix,species
Gnetum africanum,gnetum africanum,gnetum africanum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Gnetum africanum,wfo-0000795564,Gnetaceae,Gnetum,species
Hedysarum theinum,hedysarum theinum,hedysarum theinum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Hedysarum theinum,wfo-0000209188,Fabaceae,Hedysarum,species
Melaleuca leucadendra,melaleuca leucadendra,melaleuca leucadendra,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Melaleuca leucadendra,wfo-0000239679,Myrtaceae,Melaleuca,species
Helichrysum gymnocomum,helichrysum gymnocomum,helichrysum gymnocomum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Helichrysum gymnocomum,wfo-0000060989,Asteraceae,Helichrysum,species
Brassica alba,brassica alba,brassica alba,2,FALSE,FALSE,unresolved_by_both,exact_conflict,exact_synonym_conflict,NA,NA,NA,NA,NA
Sinapis alba,sinapis alba,sinapis alba,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Sinapis alba,wfo-0000432649,Brassicaceae,Sinapis,species
Smirnowia turkestana,smirnowia turkestana,smirnowia turkestana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Smirnowia turkestana,wfo-0000185558,Fabaceae,Smirnowia,species
Daphne odora,daphne odora,daphne odora,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Daphne odora,wfo-0000637782,Thymelaeaceae,Daphne,species
Astragalus pycnocephalus,astragalus pycnocephalus,astragalus pycnocephalus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Astragalus pycnocephalus,wfo-0000190422,Fabaceae,Astragalus,species
Macaranga,macaranga,macaranga,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Macaranga,wfo-4000022602,Euphorbiaceae,Macaranga,genus
Schoenus nigricans,schoenus nigricans,schoenus nigricans,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Schoenus nigricans,wfo-0000531591,Cyperaceae,Schoenus,species
Lotus creticus,lotus creticus,lotus creticus,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Lotus creticus,wfo-0000212182,Fabaceae,Lotus,species
Krameria grayi,krameria grayi,krameria grayi,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Krameria bicolor,wfo-0001069509,Krameriaceae,Krameria,species
Krameria bicolor,krameria bicolor,krameria bicolor,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Krameria bicolor,wfo-0001069509,Krameriaceae,Krameria,species
Azadirachta indica,azadirachta indica,azadirachta indica,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Azadirachta indica,wfo-0000557668,Meliaceae,Azadirachta,species
Ochna obtusata,ochna obtusata,ochna obtusata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ochna obtusata,wfo-0000389154,Ochnaceae,Ochna,species
Ochna gamblei,ochna gamblei,ochna gamblei,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ochna gamblei,wfo-0000389999,Ochnaceae,Ochna,species
Justicia adhatoda,justicia adhatoda,justicia adhatoda,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Justicia adhatoda,wfo-0000354128,Acanthaceae,Justicia,species
Scalesia,scalesia,scalesia,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Scalesia,wfo-4000034225,Asteraceae,Scalesia,genus
Campylospermum flavum,campylospermum flavum,campylospermum flavum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Campylospermum flavum,wfo-0000583248,Ochnaceae,Campylospermum,species
Helichrysum kraussii,helichrysum kraussii,helichrysum kraussii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Helichrysum kraussii,wfo-0000129831,Asteraceae,Helichrysum,species
Piper sarmentosum,piper sarmentosum,piper sarmentosum,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Piper sarmentosum,wfo-0001094336,Piperaceae,Piper,species
Piper dilatatum,piper dilatatum,piper dilatatum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Piper dilatatum,wfo-0000478691,Piperaceae,Piper,species
Yucca schidigera,yucca schidigera,yucca schidigera,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Yucca schidigera,wfo-0000771250,Asparagaceae,Yucca,species
Alpinia nutans,alpinia nutans,alpinia nutans,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Alpinia nutans,wfo-0000338646,Zingiberaceae,Alpinia,species
Lathyrus nissolia,lathyrus nissolia,lathyrus nissolia,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lathyrus nissolia,wfo-0000212696,Fabaceae,Lathyrus,species
Flourensia fiebrigii,flourensia fiebrigii,flourensia fiebrigii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Flourensia fiebrigii,wfo-0000002132,Asteraceae,Flourensia,species
Vaccinium padifolium,vaccinium padifolium,vaccinium padifolium,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Vaccinium padifolium,wfo-0000421931,Ericaceae,Vaccinium,species
Vaccinium arboreum,vaccinium arboreum,vaccinium arboreum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Vaccinium arboreum,wfo-0001047661,Ericaceae,Vaccinium,species
Erica cinerea,erica cinerea,erica cinerea,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Erica cinerea,wfo-0000671681,Ericaceae,Erica,species
Melicope durifolia,melicope durifolia,melicope durifolia,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Melicope durifolia,wfo-0001272966,Rutaceae,Melicope,species
Psorothamnus spinosus,psorothamnus spinosus,psorothamnus spinosus,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Psorodendron spinosum,wfo-0000180956,Fabaceae,Psorodendron,species
Eucalyptus loxophleba,eucalyptus loxophleba,eucalyptus loxophleba,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Eucalyptus loxophleba,wfo-0000955280,Myrtaceae,Eucalyptus,species
Calluna vulgaris,calluna vulgaris,calluna vulgaris,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Calluna vulgaris,wfo-0000580837,Ericaceae,Calluna,species
Glycine,glycine,glycine,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Glycine,wfo-4000049061,Fabaceae,Glycine,genus
Trifolium subterraneum,trifolium subterraneum,trifolium subterraneum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Trifolium subterraneum,wfo-0000213094,Fabaceae,Trifolium,species
Eschenbachia blinii,eschenbachia blinii,eschenbachia blinii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Eschenbachia blinii,wfo-0000750792,Asteraceae,Eschenbachia,species
Cullen plicatum,cullen plicatum,cullen plicatum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Cullen plicatum,wfo-0000186161,Fabaceae,Cullen,species
Lonchocarpus obtusus,lonchocarpus obtusus,lonchocarpus obtusus,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Muellera obtusa,wfo-0001318198,Fabaceae,Muellera,species
Cyclosorus interruptus,cyclosorus interruptus,cyclosorus interruptus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Cyclosorus interruptus,wfo-0001110853,Thelypteridaceae,Cyclosorus,species
Thelypteris interrupta,thelypteris interrupta,thelypteris interrupta,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Cyclosorus interruptus,wfo-0001110853,Thelypteridaceae,Cyclosorus,species
Iris florentina,iris florentina,iris florentina,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Dalbergia decipularis,dalbergia decipularis,dalbergia decipularis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Dalbergia decipularis,wfo-0000173750,Fabaceae,Dalbergia,species
Allium chinense,allium chinense,allium chinense,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Allium chinense,wfo-0000755945,Amaryllidaceae,Allium,species
Piper pseudofuligineum,piper pseudofuligineum,piper pseudofuligineum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Piper pseudofuligineum,wfo-0000485558,Piperaceae,Piper,species
Piper gaudichaudianum,piper gaudichaudianum,piper gaudichaudianum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Piper gaudichaudianum,wfo-0001092115,Piperaceae,Piper,species
Dioscorea alata,dioscorea alata,dioscorea alata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Dioscorea alata,wfo-0000388864,Dioscoreaceae,Dioscorea,species
Helichrysum nudifolium,helichrysum nudifolium,helichrysum nudifolium,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Helichrysum nudifolium,wfo-0000011583,Asteraceae,Helichrysum,species
Helichrysum polycladum,helichrysum polycladum,helichrysum polycladum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Helichrysum polycladum,wfo-0000077914,Asteraceae,Helichrysum,species
Helichrysum tomentosulum,helichrysum tomentosulum,helichrysum tomentosulum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Helichrysum tomentosulum,wfo-0000001339,Asteraceae,Helichrysum,species
Dalbergia retusa,dalbergia retusa,dalbergia retusa,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Dalbergia retusa,wfo-0000169025,Fabaceae,Dalbergia,species
Iris tectorum,iris tectorum,iris tectorum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Iris tectorum,wfo-0000783940,Iridaceae,Iris,species
Dalbergia,dalbergia,dalbergia,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Dalbergia,wfo-4000010678,Fabaceae,Dalbergia,genus
Dalbergia riparia,dalbergia riparia,dalbergia riparia,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Dalbergia riparia,wfo-0000170464,Fabaceae,Dalbergia,species
Iris milesii,iris milesii,iris milesii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Iris milesii,wfo-0000783626,Iridaceae,Iris,species
