original_name,exact_name,key,accepted_name,accepted_id,accepted_ids,accepted_family,accepted_genus,accepted_rank,source_status,tax_status,match_rule,resolution_status,n_candidate_rows,n_candidate_accepted_ids,n_candidate_taxonomies,tax_provider,tax_checked_at,name_id
Acacia trachyphloia,acacia trachyphloia,acacia trachyphloia,Acacia trachyphloia,wfo-0000185336,wfo-0000185336,Fabaceae,Acacia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1501
Acacia vestita,acacia vestita,acacia vestita,Acacia vestita,wfo-0000211369,wfo-0000211369,Fabaceae,Acacia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1502
Machaerium villosum,machaerium villosum,machaerium villosum,Machaerium villosum,wfo-0000186715,wfo-0000186715,Fabaceae,Machaerium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1503
Acacia peuce,acacia peuce,acacia peuce,Acacia peuce,wfo-0000185338,wfo-0000185338,Fabaceae,Acacia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1504
Hydnophytum formicarum,hydnophytum formicarum,hydnophytum formicarum,Hydnophytum formicarum,wfo-0000215798,wfo-0000215798,Rubiaceae,Hydnophytum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1505
Panax quinquefolius,panax quinquefolius,panax quinquefolius,Panax quinquefolius,wfo-0000263699,wfo-0000263699,Araliaceae,Panax,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1506
Dalbergia hupeana,dalbergia hupeana,dalbergia hupeana,Dalbergia hupeana,wfo-0000194809,wfo-0000194809,Fabaceae,Dalbergia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1507
Begonia fagifolia,begonia fagifolia,begonia fagifolia,Begonia fagifolia,wfo-0000823967,wfo-0000823967,Begoniaceae,Begonia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1508
Terminalia catappa,terminalia catappa,terminalia catappa,Terminalia catappa,wfo-0000406800,wfo-0000406800,Combretaceae,Terminalia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1509
Monteverdia aquifolium,monteverdia aquifolium,monteverdia aquifolium,Maytenus aquifolium,wfo-0000369450,wfo-0000369450,Celastraceae,Maytenus,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1510
Hibiscus cannabinus,hibiscus cannabinus,hibiscus cannabinus,Hibiscus cannabinus,wfo-0000722400,wfo-0000722400,Malvaceae,Hibiscus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1511
Juniperus sabina,juniperus sabina,juniperus sabina,Juniperus sabina,wfo-0000354994,wfo-0000354994,Cupressaceae,Juniperus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1512
Juglans sigillata,juglans sigillata,juglans sigillata,Juglans sigillata,wfo-0001067481,wfo-0001067481,Juglandaceae,Juglans,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1513
Geranium thunbergii,geranium thunbergii,geranium thunbergii,Geranium thunbergii,wfo-1200096065,wfo-1200096065,Geraniaceae,Geranium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1514
Bischofia javanica,bischofia javanica,bischofia javanica,Bischofia javanica,wfo-0000342237,wfo-0000342237,Phyllanthaceae,Bischofia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1515
Litchi chinensis,litchi chinensis,litchi chinensis,Litchi chinensis,wfo-0000446283,wfo-0000446283,Sapindaceae,Litchi,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1516
Banisteriopsis caapi,banisteriopsis caapi,banisteriopsis caapi,Banisteriopsis caapi,wfo-0000559408,wfo-0000559408,Malpighiaceae,Banisteriopsis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1517
Fallopia multiflora,fallopia multiflora,fallopia multiflora,Reynoutria multiflora,wfo-0000404395,wfo-0000404395,Polygonaceae,Reynoutria,species,synonym,synonym,exact_synonym,exact_synonym_unique,2,1,1,WFO_offline_hierarchical,2026-06-24,1518
Polygonum multiflorum,polygonum multiflorum,polygonum multiflorum,Reynoutria multiflora,wfo-0000404395,wfo-0000404395,Polygonaceae,Reynoutria,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1519
Dioscorea bulbifera,dioscorea bulbifera,dioscorea bulbifera,Dioscorea bulbifera,wfo-0000389411,wfo-0000389411,Dioscoreaceae,Dioscorea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1520
Maytenus guianensis,maytenus guianensis,maytenus guianensis,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,1521
Quercus dentata,quercus dentata,quercus dentata,Quercus dentata,wfo-0000290462,wfo-0000290462,Fagaceae,Quercus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1522
Vismia baccifera,vismia baccifera,vismia baccifera,Vismia baccifera,wfo-0000422382,wfo-0000422382,Hypericaceae,Vismia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1523
Nelia pillansii,nelia pillansii,nelia pillansii,Nelia pillansii,wfo-0001293672,wfo-0001293672,Aizoaceae,Nelia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1524
Hypericum perforatum,hypericum perforatum,hypericum perforatum,Hypericum perforatum,wfo-0000728093,wfo-0000728093,Hypericaceae,Hypericum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1525
Cola acuminata,cola acuminata,cola acuminata,Cola acuminata,wfo-0000614368,wfo-0000614368,Malvaceae,Cola,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1526
Cola nitida,cola nitida,cola nitida,Cola nitida,wfo-0000614491,wfo-0000614491,Malvaceae,Cola,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1527
Garcinia mangostana,garcinia mangostana,garcinia mangostana,Garcinia mangostana,wfo-0000694452,wfo-0000694452,Clusiaceae,Garcinia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1528
Melastoma candidum,melastoma candidum,melastoma candidum,Melastoma malabathricum subsp. malabathricum,wfo-0001266359,wfo-0001266359,Melastomataceae,Melastoma,subspecies,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1529
Melastoma septemnervium,melastoma septemnervium,melastoma septemnervium,Melastoma malabathricum subsp. malabathricum,wfo-0001266359,wfo-0001266359,Melastomataceae,Melastoma,subspecies,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1530
Rosa henryi,rosa henryi,rosa henryi,Rosa sambucina,wfo-0000997766,wfo-0000997766,Rosaceae,Rosa,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1531
Zanthoxylum piperitum,zanthoxylum piperitum,zanthoxylum piperitum,Zanthoxylum piperitum,wfo-0001428991,wfo-0001428991,Rutaceae,Zanthoxylum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1532
Saraca asoca,saraca asoca,saraca asoca,Saraca asoca,wfo-0000193380,wfo-0000193380;wfo-0001060024,Fabaceae,Saraca,species,accepted,accepted,exact_accepted,exact_accepted_consensus_multiple_ids,2,2,1,WFO_offline_hierarchical,2026-06-24,1533
Chimarrhis turbinata,chimarrhis turbinata,chimarrhis turbinata,Chimarrhis turbinata,wfo-0000844722,wfo-0000844722,Rubiaceae,Chimarrhis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1534
Paullinia cupana,paullinia cupana,paullinia cupana,Paullinia cupana,wfo-0000471124,wfo-0000471124,Sapindaceae,Paullinia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1535
Psidium guajava,psidium guajava,psidium guajava,Psidium guajava,wfo-0000284421,wfo-0000284421,Myrtaceae,Psidium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1536
Malus sieboldii,malus sieboldii,malus sieboldii,Malus toringo,wfo-0001004789,wfo-0001004789,Rosaceae,Malus,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1537
Malus toringo,malus toringo,malus toringo,Malus toringo,wfo-0001004789,wfo-0001004789,Rosaceae,Malus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1538
Krameria paucifolia,krameria paucifolia,krameria paucifolia,Krameria paucifolia,wfo-0001069532,wfo-0001069532,Krameriaceae,Krameria,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1539
Aglaia spectabilis,aglaia spectabilis,aglaia spectabilis,Aglaia spectabilis,wfo-0000524369,wfo-0000524369,Meliaceae,Aglaia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1540
Ulmus laevis,ulmus laevis,ulmus laevis,Ulmus laevis,wfo-0000416715,wfo-0000416715,Ulmaceae,Ulmus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1541
Betula pendula,betula pendula,betula pendula,Betula pendula,wfo-0000335449,wfo-0000335449,Betulaceae,Betula,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1542
Betula pubescens,betula pubescens,betula pubescens,Betula pubescens,wfo-0000335985,wfo-0000335985,Betulaceae,Betula,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1543
Betula platyphylla,betula platyphylla,betula platyphylla,Betula pendula subsp. mandshurica,wfo-0001362562,wfo-0001362562,Betulaceae,Betula,subspecies,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1544
Ulmus davidiana,ulmus davidiana,ulmus davidiana,Ulmus davidiana,wfo-0001143139,wfo-0001143139,Ulmaceae,Ulmus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1545
Betula dahurica,betula dahurica,betula dahurica,Betula dahurica,wfo-0000332124,wfo-0000332124,Betulaceae,Betula,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1546
Betula davurica,betula davurica,betula davurica,Betula davurica,wfo-1000052197,wfo-1000052197,Betulaceae,Betula,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1547
Betula fruticosa,betula fruticosa,betula fruticosa,Betula fruticosa,wfo-0000804735,wfo-0000804735,Betulaceae,Betula,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1548
Syzygium polycephaloides,syzygium polycephaloides,syzygium polycephaloides,Syzygium polycephaloides,wfo-0000319228,wfo-0000319228,Myrtaceae,Syzygium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1549
Mucuna membranacea,mucuna membranacea,mucuna membranacea,Mucuna membranacea,wfo-0000192373,wfo-0000192373,Fabaceae,Mucuna,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1550
Hedysarum sikkimense,hedysarum sikkimense,hedysarum sikkimense,Hedysarum sikkimense,wfo-0000198854,wfo-0000198854,Fabaceae,Hedysarum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1551
Deguelia rufescens,deguelia rufescens,deguelia rufescens,Deguelia rufescens,wfo-0001423602,wfo-0001423602,Fabaceae,Deguelia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1552
Ageratum tomentosum,ageratum tomentosum,ageratum tomentosum,Ageratum tomentosum,wfo-0000054711,wfo-0000054711,Asteraceae,Ageratum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1553
Colutea arborescens,colutea arborescens,colutea arborescens,Colutea arborescens,wfo-0000213683,wfo-0000213683,Fabaceae,Colutea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1554
Anaxagorea luzonensis,anaxagorea luzonensis,anaxagorea luzonensis,Anaxagorea luzonensis,wfo-0000533464,wfo-0000533464,Annonaceae,Anaxagorea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1555
Phoebe formosana,phoebe formosana,phoebe formosana,Phoebe formosana,wfo-0001070680,wfo-0001070680,Lauraceae,Phoebe,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1556
Larix gmelinii,larix gmelinii,larix gmelinii,Larix gmelinii,wfo-0000509693,wfo-0000509693,Pinaceae,Larix,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1557
Larix sibirica,larix sibirica,larix sibirica,Larix sibirica,wfo-0000443388,wfo-0000443388,Pinaceae,Larix,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1558
Rhododendron decorum,rhododendron decorum,rhododendron decorum,Rhododendron decorum,wfo-0001229320,wfo-0001229320,Ericaceae,Rhododendron,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1559
Cedrus deodara,cedrus deodara,cedrus deodara,Cedrus deodara,wfo-0000592532,wfo-0000592532,Pinaceae,Cedrus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1560
Ichthyothere terminalis,ichthyothere terminalis,ichthyothere terminalis,Ichthyothere terminalis,wfo-0000053347,wfo-0000053347,Asteraceae,Ichthyothere,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1561
Rhamnus erythroxyloides,rhamnus erythroxyloides,rhamnus erythroxyloides,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,1562
Rhamnus pallasii,rhamnus pallasii,rhamnus pallasii,Rhamnus pallasii,wfo-0001131291,wfo-0001131291,Rhamnaceae,Rhamnus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1563
Trachelospermum jasminoides,trachelospermum jasminoides,trachelospermum jasminoides,Trachelospermum jasminoides,wfo-0000326475,wfo-0000326475,Apocynaceae,Trachelospermum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1564
Petunia,petunia,petunia,Petunia,wfo-4000028997,wfo-4000028997,Solanaceae,Petunia,genus,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1565
Petunia atkinsiana,petunia atkinsiana,petunia atkinsiana,Petunia atkinsiana,wfo-0001024407,wfo-0001024407,Solanaceae,Petunia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1566
Petunia hybr,petunia hybr,petunia hybr,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,1567
Petunia hybrida,petunia hybrida,petunia hybrida,Petunia atkinsiana,wfo-0001024407,wfo-0001024407,Solanaceae,Petunia,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1568
Conchidium japonicum,conchidium japonicum,conchidium japonicum,Pinalia japonica,wfo-0001333668,wfo-0001333668,Orchidaceae,Pinalia,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1569
Cryptomeria japonica,cryptomeria japonica,cryptomeria japonica,Cryptomeria japonica,wfo-0000628423,wfo-0000628423,Cupressaceae,Cryptomeria,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1570
Prunus cerasoides,prunus cerasoides,prunus cerasoides,Prunus cerasoides,wfo-0001017427,wfo-0001017427,Rosaceae,Prunus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1571
Picea jezoensis,picea jezoensis,picea jezoensis,Picea jezoensis,wfo-0000482440,wfo-0000482440,Pinaceae,Picea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1572
Nelumbo nucifera,nelumbo nucifera,nelumbo nucifera,Nelumbo nucifera,wfo-0000382378,wfo-0000382378,Nelumbonaceae,Nelumbo,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1573
Opuntia ficus-indica,opuntia ficus-indica,opuntia ficus-indica,Opuntia ficus-indica,wfo-0000385761,wfo-0000385761,Cactaceae,Opuntia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1574
Kadsura heteroclita,kadsura heteroclita,kadsura heteroclita,Kadsura heteroclita,wfo-0000357309,wfo-0000357309,Schisandraceae,Kadsura,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1575
Annona ambotay,annona ambotay,annona ambotay,Annona ambotay,wfo-0000537666,wfo-0000537666,Annonaceae,Annona,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1576
Pelargonium reniforme,pelargonium reniforme,pelargonium reniforme,Pelargonium reniforme,wfo-0001064361,wfo-0001064361,Geraniaceae,Pelargonium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1577
Artabotrys hexapetalus,artabotrys hexapetalus,artabotrys hexapetalus,Artabotrys hexapetalus,wfo-0000549776,wfo-0000549776,Annonaceae,Artabotrys,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1578
Polygala caudata,polygala caudata,polygala caudata,Polygala caudata,wfo-0001100821,wfo-0001100821,Polygalaceae,Polygala,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1579
Crataegus flava,crataegus flava,crataegus flava,Crataegus flava,wfo-0001010277,wfo-0001010277;wfo-0001131665,Rosaceae,Crataegus,species,accepted,accepted,exact_accepted,exact_accepted_consensus_multiple_ids,2,2,1,WFO_offline_hierarchical,2026-06-24,1580
Anthemis tomentosa,anthemis tomentosa,anthemis tomentosa,Anthemis tomentosa,wfo-0000067203,wfo-0000067203;wfo-0000131386,Asteraceae,Anthemis,species,accepted,accepted,exact_accepted,exact_accepted_consensus_multiple_ids,2,2,1,WFO_offline_hierarchical,2026-06-24,1581
Cota altissima,cota altissima,cota altissima,Cota altissima,wfo-0000086301,wfo-0000086301,Asteraceae,Cota,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1582
Anthemis altissima,anthemis altissima,anthemis altissima,NA,NA,NA,NA,NA,NA,NA,unresolved,exact_conflict,exact_synonym_conflict,4,3,3,NA,2026-06-24,1583
Chrysophyllum africanum,chrysophyllum africanum,chrysophyllum africanum,Gambeya africana,wfo-0000970690,wfo-0000970690,Sapotaceae,Gambeya,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1584
Cercidiphyllum japonicum,cercidiphyllum japonicum,cercidiphyllum japonicum,Cercidiphyllum japonicum,wfo-0000834990,wfo-0000834990,Cercidiphyllaceae,Cercidiphyllum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1585
Cercidiphyllum japonicum bis,cercidiphyllum japonicum bis,cercidiphyllum japonicum,Cercidiphyllum japonicum,wfo-0000834990,wfo-0000834990,Cercidiphyllaceae,Cercidiphyllum,species,accepted,accepted,canonical,canonical_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1586
Hylocereus undatus,hylocereus undatus,hylocereus undatus,Selenicereus undatus,wfo-0001434109,wfo-0001434109,Cactaceae,Selenicereus,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1587
Larix laricina,larix laricina,larix laricina,Larix laricina,wfo-0000443246,wfo-0000443246,Pinaceae,Larix,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1588
Juglans mandshurica,juglans mandshurica,juglans mandshurica,Juglans mandshurica,wfo-0001067447,wfo-0001067447,Juglandaceae,Juglans,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1589
Persicaria hydropiper,persicaria hydropiper,persicaria hydropiper,Persicaria hydropiper,wfo-0000488426,wfo-0000488426,Polygonaceae,Persicaria,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1590
Polygonum hydropiper,polygonum hydropiper,polygonum hydropiper,Persicaria hydropiper,wfo-0000488426,wfo-0000488426,Polygonaceae,Persicaria,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1591
Platycodon grandiflorus,platycodon grandiflorus,platycodon grandiflorus,Platycodon grandiflorus,wfo-0000816758,wfo-0000816758,Campanulaceae,Platycodon,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1592
Platycodon grandiflorum,platycodon grandiflorum,platycodon grandiflorum,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,1593
Albizia julibrissin,albizia julibrissin,albizia julibrissin,Albizia julibrissin,wfo-0000173835,wfo-0000173835,Fabaceae,Albizia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1594
Ficus cordata,ficus cordata,ficus cordata,Ficus cordata,wfo-0000687917,wfo-0000687917,Moraceae,Ficus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1595
Hypericum japonicum,hypericum japonicum,hypericum japonicum,Hypericum japonicum,wfo-0000727778,wfo-0000727778,Hypericaceae,Hypericum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1596
Larix decidua,larix decidua,larix decidua,Larix decidua,wfo-0000443338,wfo-0000443338,Pinaceae,Larix,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1597
Austrocedrus chilensis,austrocedrus chilensis,austrocedrus chilensis,Austrocedrus chilensis,wfo-0000557316,wfo-0000557316,Cupressaceae,Austrocedrus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1598
Acer mandshuricum,acer mandshuricum,acer mandshuricum,Acer mandshuricum,wfo-0000514524,wfo-0000514524,Sapindaceae,Acer,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1599
Persicaria orientalis,persicaria orientalis,persicaria orientalis,Persicaria orientalis,wfo-0000488434,wfo-0000488434,Polygonaceae,Persicaria,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1600
Polygonum orientale,polygonum orientale,polygonum orientale,Persicaria orientalis,wfo-0000488434,wfo-0000488434,Polygonaceae,Persicaria,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1601
Mnium hornum,mnium hornum,mnium hornum,Mnium hornum,wfo-0001187550,wfo-0001187550,Mniaceae,Mnium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1602
Albuca bracteata,albuca bracteata,albuca bracteata,Albuca bracteata,wfo-0000911272,wfo-0000911272,Asparagaceae,Albuca,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1603
Ornithogalum caudatum,ornithogalum caudatum,ornithogalum caudatum,Albuca bracteata,wfo-0000911272,wfo-0000911272,Asparagaceae,Albuca,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1604
Pulicaria crispa,pulicaria crispa,pulicaria crispa,Pulicaria crispa,wfo-0000069642,wfo-0000069642,Asteraceae,Pulicaria,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1605
Helichrysum rugulosum,helichrysum rugulosum,helichrysum rugulosum,Helichrysum rugulosum,wfo-0000062669,wfo-0000062669,Asteraceae,Helichrysum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1606
Tephrosia praecana,tephrosia praecana,tephrosia praecana,Tephrosia praecana,wfo-0000203746,wfo-0000203746,Fabaceae,Tephrosia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1607
Tephrosia procumbens,tephrosia procumbens,tephrosia procumbens,NA,NA,NA,NA,NA,NA,NA,unresolved,exact_conflict,exact_synonym_conflict,3,2,2,NA,2026-06-24,1608
Limnophila indica,limnophila indica,limnophila indica,Limnophila indica,wfo-0000445814,wfo-0000445814,Plantaginaceae,Limnophila,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1609
Orthosiphon grandiflorus,orthosiphon grandiflorus,orthosiphon grandiflorus,Orthosiphon aristatus var. aristatus,wfo-0000619648,wfo-0000619648,Lamiaceae,Orthosiphon,variety,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1610
Aquilegia ecalcarata,aquilegia ecalcarata,aquilegia ecalcarata,Aquilegia ecalcarata,wfo-0000541286,wfo-0000541286,Ranunculaceae,Aquilegia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,1611
