original_name,exact_name,key,accepted_name,accepted_id,accepted_ids,accepted_family,accepted_genus,accepted_rank,source_status,tax_status,match_rule,resolution_status,n_candidate_rows,n_candidate_accepted_ids,n_candidate_taxonomies,tax_provider,tax_checked_at,name_id
Primula pulverulenta,primula pulverulenta,primula pulverulenta,Primula pulverulenta,wfo-0001105481,wfo-0001105481,Primulaceae,Primula,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3254
Collinsonia canadensis,collinsonia canadensis,collinsonia canadensis,Collinsonia canadensis,wfo-0000916928,wfo-0000916928,Lamiaceae,Collinsonia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3255
Vachellia luederitzii,vachellia luederitzii,vachellia luederitzii,Vachellia luederitzii,wfo-0001336861,wfo-0001336861,Fabaceae,Vachellia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3256
Qualea paraensis,qualea paraensis,qualea paraensis,Qualea paraensis,wfo-0000733145,wfo-0000733145,Vochysiaceae,Qualea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3257
Sparattosperma leucanthum,sparattosperma leucanthum,sparattosperma leucanthum,Sparattosperma leucanthum,wfo-0000779743,wfo-0000779743,Bignoniaceae,Sparattosperma,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3258
Calliandra inermis,calliandra inermis,calliandra inermis,Vachellia leucophloea var. leucophloea,wfo-0001427508,wfo-0001427508,Fabaceae,Vachellia,variety,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3259
Veratrum taliense,veratrum taliense,veratrum taliense,Veratrum taliense,wfo-0000751777,wfo-0000751777,Melanthiaceae,Veratrum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3260
Nothofagus alpina,nothofagus alpina,nothofagus alpina,Nothofagus alpina,wfo-0000252103,wfo-0000252103,Nothofagaceae,Nothofagus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3261
Eclipta alba,eclipta alba,eclipta alba,Eclipta prostrata,wfo-0000108811,wfo-0000108811,Asteraceae,Eclipta,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3262
Eclipta prostrata,eclipta prostrata,eclipta prostrata,Eclipta prostrata,wfo-0000108811,wfo-0000108811,Asteraceae,Eclipta,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3263
Sphagneticola calendulacea,sphagneticola calendulacea,sphagneticola calendulacea,Sphagneticola calendulacea,wfo-0000072506,wfo-0000072506,Asteraceae,Sphagneticola,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3264
Wedelia acapulcensis,wedelia acapulcensis,wedelia acapulcensis,Wedelia acapulcensis,wfo-0000020537,wfo-0000020537,Asteraceae,Wedelia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3265
Wedelia,wedelia,wedelia,Wedelia,wfo-4000040574,wfo-4000040574,Asteraceae,Wedelia,genus,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3266
Cordia obliqua,cordia obliqua,cordia obliqua,NA,NA,NA,NA,NA,NA,NA,unresolved,exact_conflict,exact_synonym_conflict,3,3,3,NA,2026-06-24,3267
Rhododendron ponticum,rhododendron ponticum,rhododendron ponticum,Rhododendron ponticum,wfo-0000400178,wfo-0000400178,Ericaceae,Rhododendron,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3268
Lespedeza capitata,lespedeza capitata,lespedeza capitata,Lespedeza capitata,wfo-0000164446,wfo-0000164446,Fabaceae,Lespedeza,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3269
Plantago depressa,plantago depressa,plantago depressa,Plantago depressa,wfo-0000486802,wfo-0000486802,Plantaginaceae,Plantago,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3270
Spinacia oleracea,spinacia oleracea,spinacia oleracea,Spinacia oleracea,wfo-0000437543,wfo-0000437543,Amaranthaceae,Spinacia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3271
Euphorbia polycaulis,euphorbia polycaulis,euphorbia polycaulis,Euphorbia polycaulis,wfo-0000964102,wfo-0000964102,Euphorbiaceae,Euphorbia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3272
Rhynchosia densiflora,rhynchosia densiflora,rhynchosia densiflora,Rhynchosia densiflora,wfo-0000186167,wfo-0000186167,Fabaceae,Rhynchosia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3273
Gleditsia japonica,gleditsia japonica,gleditsia japonica,Gleditsia japonica,wfo-0000185997,wfo-0000185997,Fabaceae,Gleditsia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3274
Senegalia catechu,senegalia catechu,senegalia catechu,Senegalia catechu,wfo-0001284769,wfo-0001284769,Fabaceae,Senegalia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3275
Microglossa pyrifolia,microglossa pyrifolia,microglossa pyrifolia,Microglossa pyrifolia,wfo-0000069777,wfo-0000069777,Asteraceae,Microglossa,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3276
Nothofagus fusca,nothofagus fusca,nothofagus fusca,Nothofagus fusca,wfo-0000252131,wfo-0000252131,Nothofagaceae,Nothofagus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3277
Ouratea hexasperma,ouratea hexasperma,ouratea hexasperma,Ouratea hexasperma,wfo-0001225500,wfo-0001225500,Ochnaceae,Ouratea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3278
Oxytropis trichophysa,oxytropis trichophysa,oxytropis trichophysa,Oxytropis trichophysa,wfo-0000199113,wfo-0000199113,Fabaceae,Oxytropis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3279
Vitex agnus-castus,vitex agnus-castus,vitex agnus-castus,Vitex agnus-castus,wfo-0000332916,wfo-0000332916,Lamiaceae,Vitex,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3280
Haloxylon scoparium,haloxylon scoparium,haloxylon scoparium,Haloxylon scoparium,wfo-0000715248,wfo-0000715248,Amaranthaceae,Haloxylon,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3281
Lonchocarpus eriocarinalis,lonchocarpus eriocarinalis,lonchocarpus eriocarinalis,Lonchocarpus eriocarinalis,wfo-0000164476,wfo-0000164476,Fabaceae,Lonchocarpus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3282
Acer platanoides,acer platanoides,acer platanoides,Acer platanoides,wfo-0000514884,wfo-0000514884,Sapindaceae,Acer,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3283
Bituminaria acaulis,bituminaria acaulis,bituminaria acaulis,Kartalinia acaulis,wfo-0001443883,wfo-0001443883,Fabaceae,Kartalinia,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3284
Cullen drupaceum,cullen drupaceum,cullen drupaceum,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,3285
Scutellaria grossa,scutellaria grossa,scutellaria grossa,Scutellaria grossa,wfo-0000307861,wfo-0000307861,Lamiaceae,Scutellaria,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3286
Ophryosporus heptanthus,ophryosporus heptanthus,ophryosporus heptanthus,Ophryosporus heptanthus,wfo-0000017338,wfo-0000017338,Asteraceae,Ophryosporus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3287
Diplotropis purpurea,diplotropis purpurea,diplotropis purpurea,Diplotropis purpurea,wfo-0000163862,wfo-0000163862,Fabaceae,Diplotropis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3288
Trifolium ligusticum,trifolium ligusticum,trifolium ligusticum,Trifolium ligusticum,wfo-0000213024,wfo-0000213024,Fabaceae,Trifolium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3289
Trifolium ornithopodioides,trifolium ornithopodioides,trifolium ornithopodioides,Trifolium ornithopodioides,wfo-0000213039,wfo-0000213039,Fabaceae,Trifolium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3290
Trifolium purpureum,trifolium purpureum,trifolium purpureum,Trifolium purpureum,wfo-0000213055,wfo-0000213055,Fabaceae,Trifolium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3291
Ononis alopecuroides,ononis alopecuroides,ononis alopecuroides,Ononis alopecuroides,wfo-0000212834,wfo-0000212834,Fabaceae,Ononis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3292
Ononis biflora,ononis biflora,ononis biflora,Ononis biflora,wfo-0000212849,wfo-0000212849,Fabaceae,Ononis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3293
Ononis hispida,ononis hispida,ononis hispida,Ononis hispida,wfo-0000212867,wfo-0000212867,Fabaceae,Ononis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3294
Ononis minutissima,ononis minutissima,ononis minutissima,Ononis minutissima,wfo-0000212876,wfo-0000212876,Fabaceae,Ononis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3295
Ononis mitissima,ononis mitissima,ononis mitissima,Ononis mitissima,wfo-0000212877,wfo-0000212877,Fabaceae,Ononis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3296
Ononis oligophylla,ononis oligophylla,ononis oligophylla,Ononis oligophylla,wfo-0000213899,wfo-0000213899,Fabaceae,Ononis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3297
Ononis pinnata,ononis pinnata,ononis pinnata,Ononis pinnata,wfo-0000212901,wfo-0000212901,Fabaceae,Ononis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3298
Ononis subspicata,ononis subspicata,ononis subspicata,Ononis baetica,wfo-0000213892,wfo-0000213892,Fabaceae,Ononis,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3299
Ononis variegata,ononis variegata,ononis variegata,Ononis variegata,wfo-0000212924,wfo-0000212924,Fabaceae,Ononis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3300
Tephrosia angustissima,tephrosia angustissima,tephrosia angustissima,Tephrosia angustissima,wfo-0001049779,wfo-0001049779,Fabaceae,Tephrosia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3301
Lathyrus aphaca,lathyrus aphaca,lathyrus aphaca,Lathyrus aphaca,wfo-0000212673,wfo-0000212673,Fabaceae,Lathyrus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3302
Lathyrus cicera,lathyrus cicera,lathyrus cicera,Lathyrus cicera,wfo-0000175952,wfo-0000175952;wfo-0000212675,Fabaceae,Lathyrus,species,accepted,accepted,exact_accepted,exact_accepted_consensus_multiple_ids,2,2,1,WFO_offline_hierarchical,2026-06-24,3303
Lathyrus grandiflorus,lathyrus grandiflorus,lathyrus grandiflorus,Lathyrus grandiflorus,wfo-0000213808,wfo-0000213808,Fabaceae,Lathyrus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3304
Lathyrus hirsutus,lathyrus hirsutus,lathyrus hirsutus,Lathyrus hirsutus,wfo-0000212684,wfo-0000212684,Fabaceae,Lathyrus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3305
Lathyrus ochrus,lathyrus ochrus,lathyrus ochrus,Lathyrus ochrus,wfo-0000212699,wfo-0000212699,Fabaceae,Lathyrus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3306
Lathyrus palustris,lathyrus palustris,lathyrus palustris,Lathyrus palustris,wfo-0000213816,wfo-0000213816,Fabaceae,Lathyrus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3307
Lathyrus roseus,lathyrus roseus,lathyrus roseus,Lathyrus roseus,wfo-0000213821,wfo-0000213821,Fabaceae,Lathyrus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3308
Lathyrus sylvestris,lathyrus sylvestris,lathyrus sylvestris,Lathyrus sylvestris,wfo-0000213824,wfo-0000213824,Fabaceae,Lathyrus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3309
Lathyrus tuberosus,lathyrus tuberosus,lathyrus tuberosus,Lathyrus tuberosus,wfo-0000213826,wfo-0000213826,Fabaceae,Lathyrus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3310
Bobgunnia madagascariensis,bobgunnia madagascariensis,bobgunnia madagascariensis,Bobgunnia madagascariensis,wfo-0000192568,wfo-0000192568,Fabaceae,Bobgunnia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3311
Caragana acanthophylla,caragana acanthophylla,caragana acanthophylla,Caragana acanthophylla,wfo-0000186882,wfo-0000186882,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3312
Caragana ambigua,caragana ambigua,caragana ambigua,Caragana ambigua,wfo-0000186072,wfo-0000186072,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3313
Caragana arborescens,caragana arborescens,caragana arborescens,Caragana arborescens,wfo-0000213639,wfo-0000213639,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3314
Caragana aurantiaca,caragana aurantiaca,caragana aurantiaca,Caragana aurantiaca,wfo-0000194793,wfo-0000194793,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3315
Caragana boisii,caragana boisii,caragana boisii,Caragana boisii,wfo-0000186884,wfo-0000186884,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3316
Caragana brevispina,caragana brevispina,caragana brevispina,Caragana brevispina,wfo-0000186070,wfo-0000186070,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3317
Caragana decorticans,caragana decorticans,caragana decorticans,Caragana decorticans,wfo-0000186067,wfo-0000186067,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3318
Caragana densa,caragana densa,caragana densa,Caragana densa,wfo-0000186077,wfo-0000186077,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3319
Caragana erinacea,caragana erinacea,caragana erinacea,Caragana erinacea,wfo-0000186606,wfo-0000186606,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3320
Caragana franchetiana,caragana franchetiana,caragana franchetiana,Caragana franchetiana,wfo-0000186078,wfo-0000186078,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3321
Caragana frutex,caragana frutex,caragana frutex,Caragana frutex,wfo-0000213640,wfo-0000213640,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3322
Caragana fruticosa,caragana fruticosa,caragana fruticosa,Caragana arborescens,wfo-0000213639,wfo-0000213639,Fabaceae,Caragana,species,synonym,synonym,exact_synonym,exact_synonym_unique,2,1,1,WFO_offline_hierarchical,2026-06-24,3323
Caragana gerardiana,caragana gerardiana,caragana gerardiana,Caragana gerardiana,wfo-0000186890,wfo-0000186890,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3324
Caragana grandiflora,caragana grandiflora,caragana grandiflora,Caragana grandiflora,wfo-0000213641,wfo-0000213641,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3325
Caragana jubata,caragana jubata,caragana jubata,Caragana jubata,wfo-0000194798,wfo-0000194798,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3326
Caragana kirghisorum,caragana kirghisorum,caragana kirghisorum,Caragana kirghisorum,wfo-0000186052,wfo-0000186052,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3327
Caragana laeta,caragana laeta,caragana laeta,Caragana laeta,wfo-0000186053,wfo-0000186053,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3328
Caragana pekinensis,caragana pekinensis,caragana pekinensis,Caragana pekinensis,wfo-0000186076,wfo-0000186076,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3329
Caragana pleiophylla,caragana pleiophylla,caragana pleiophylla,Caragana pleiophylla,wfo-0000186607,wfo-0000186607,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3330
Caragana pumila,caragana pumila,caragana pumila,Caragana pumila,wfo-0000186051,wfo-0000186051,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3331
Caragana pygmaea,caragana pygmaea,caragana pygmaea,Caragana pygmaea,wfo-0000186050,wfo-0000186050,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3332
Caragana sophorifolia,caragana sophorifolia,caragana sophorifolia,Caragana arborescens,wfo-0000213639,wfo-0000213639,Fabaceae,Caragana,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3333
Caragana stenophylla,caragana stenophylla,caragana stenophylla,Caragana stenophylla,wfo-0000186047,wfo-0000186047,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3334
Caragana tangutica,caragana tangutica,caragana tangutica,Caragana tangutica,wfo-0001059054,wfo-0001059054,Fabaceae,Caragana,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3335
